"admin_name","pop_size","pfpr_u1","mortality_pp_u1","node_id.x","lon.x","lat.x","cluster_id.x","seasonality_archetype.x","deaths_u1","cases_pp_u1","node_id.y","lon.y","lat.y","cluster_id.y","seasonality_archetype.y","clinical_cases_u1","mortality_rate_u1","incidence_u1","frac_u1","pop_size_u1"
"Busoni",218791.205835172,0.297575970596238,0.00182675277449747,5,30.25180248,-2.47173859,1,"Gitega",399.677442295048,0.662579571624616,5,30.25180248,-2.47173859,1,"Gitega",144966.583437502,14.4360234913076,5220.63517761138,0.0422346645830434,9240.57319216811
"Buye",194429.100944065,0.0894308546902115,0.00067562312874095,7,29.8634721,-2.84840217,1,"Gitega",131.360797498119,0.232610983453212,7,29.8634721,-2.84840217,1,"Gitega",45226.3443825228,5.46820873332027,1869.58031841877,0.0415381164650562,8076.21863921074
"Gashoho",175175.077974295,0.21835949388109,0.00134084455355439,12,30.20685363,-2.81184823,1,"Gitega",234.882549220299,0.587033221588127,12,30.20685363,-2.81184823,1,"Gitega",102833.590365202,10.8174601547386,4748.79055850502,0.0415488301949689,7278.31956914441
"Gihofi",293350.813541338,0.140627078735825,0.00103242994876616,13,30.11562611,-3.91875872,1,"Gitega",302.864165394995,0.308801447227346,13,30.11562611,-3.91875872,1,"Gitega",90587.1557668844,8.40397930165087,2487.8759305452,0.0415165580092,12178.916067435
"Kinyinya",335969.532434028,0.318855778169959,0.00205082618808834,22,30.41267628,-3.52205978,1,"Gitega",689.0151155155,0.780179374452074,22,30.41267628,-3.52205978,1,"Gitega",262116.499649336,16.5089866185484,6284.37229107714,0.0414234682492261,13917.0232594883
"Kiremba",294281.031087941,0.314842973525479,0.00211306269976608,23,30.02654773,-2.83495738,1,"Gitega",621.834270040629,0.728908041738246,23,30.02654773,-2.83495738,1,"Gitega",214503.810091023,16.4255576975061,5709.68963165966,0.0425819542360927,12531.0613983369
"Kirundo",256307.246344997,0.302110053717735,0.00192879962566307,24,30.06174634,-2.49096793,1,"Gitega",494.365320804964,0.754187386435965,24,30.06174634,-2.49096793,1,"Gitega",193303.692245532,15.6742986850378,6136.74355764028,0.0409677726699084,10500.3370019121
"Mukenke",165895.919547284,0.273562682073064,0.00158559659641748,29,30.2945314,-2.59545461,1,"Gitega",263.044005393721,0.815752775468809,29,30.2945314,-2.59545461,1,"Gitega",135330.056809647,13.0181274467111,6647.96234187978,0.040837426412835,6774.76240670181
"Murore",149893.801163942,0.287862960206438,0.00183739656542482,31,30.73189158,-3.13601584,1,"Gitega",275.414355437097,0.651250253168208,31,30.73189158,-3.13601584,1,"Gitega",97618.3759563623,14.9028354741777,5279.62054886476,0.0412394316067613,6181.53516137787
"Muyinga",326814.238908712,0.171827178792121,0.00119641647773935,34,30.3660234,-2.92732926,1,"Gitega",391.005940590227,0.391676710741068,34,30.3660234,-2.92732926,1,"Gitega",128005.52611911,9.87885435368574,3188.16234630932,0.0410185567328962,13405.4483997953
"Vumbi",220988.71850429,0.342297682734237,0.00226580548321817,43,30.03599031,-2.63887858,1,"Gitega",500.717450116376,0.76706874676229,43,30.03599031,-2.63887858,1,"Gitega",169513.53935169,18.6378607954703,6278.59288158099,0.0407834486109586,9012.68204472131
