"year","mean_coverage","max_coverage","min_coverage","scenario"
2012,0.463128194250623,0.500906210084862,0.426550390920438,"to-present"
2013,0.499064748017312,0.529017311969006,0.473640197490782,"to-present"
2014,0.535001301784,0.55712841385315,0.519220414385404,"to-present"
2015,0.570937855550689,0.585239515737294,0.556102314006405,"to-present"
2016,0.606874409317377,0.62040388002425,0.58703477678048,"to-present"
2017,0.606874409317377,0.62040388002425,0.58703477678048,"to-present"
2018,0.606874409317377,0.62040388002425,0.58703477678048,"to-present"
2019,0.606874409317377,0.62040388002425,0.58703477678048,"to-present"
2020,0.606874409317377,0.62040388002425,0.58703477678048,"to-present"
2021,0.606874409317377,0.62040388002425,0.58703477678048,"BAU"
2022,0.606874409317377,0.62040388002425,0.58703477678048,"BAU"
2023,0.606874409317377,0.62040388002425,0.58703477678048,"BAU"
2024,0.606874409317377,0.62040388002425,0.58703477678048,"BAU"
2025,0.606874409317377,0.62040388002425,0.58703477678048,"BAU"
2026,0.606874409317377,0.62040388002425,0.58703477678048,"BAU"
2027,0.606874409317377,0.62040388002425,0.58703477678048,"BAU"
2028,0.606874409317377,0.62040388002425,0.58703477678048,"BAU"
2029,0.606874409317377,0.62040388002425,0.58703477678048,"BAU"
2030,0.606874409317377,0.62040388002425,0.58703477678048,"BAU"
2021,0.712246903175151,0.724003603459285,0.697781855128277,"GF"
2022,0.712246903175151,0.724003603459285,0.697781855128277,"GF"
2023,0.712246903175151,0.724003603459285,0.697781855128277,"GF"
2024,0.712246903175151,0.724003603459285,0.697781855128277,"GF"
2025,0.712246903175151,0.724003603459285,0.697781855128277,"GF"
2026,0.712246903175151,0.724003603459285,0.697781855128277,"GF"
2027,0.712246903175151,0.724003603459285,0.697781855128277,"GF"
2028,0.712246903175151,0.724003603459285,0.697781855128277,"GF"
2029,0.712246903175151,0.724003603459285,0.697781855128277,"GF"
2030,0.712246903175151,0.724003603459285,0.697781855128277,"GF"
2021,0.712246903175151,0.724003603459285,0.697781855128277,"GF with PBO"
2022,0.712246903175151,0.724003603459285,0.697781855128277,"GF with PBO"
2023,0.712246903175151,0.724003603459285,0.697781855128277,"GF with PBO"
2024,0.712246903175151,0.724003603459285,0.697781855128277,"GF with PBO"
2025,0.712246903175151,0.724003603459285,0.697781855128277,"GF with PBO"
2026,0.712246903175151,0.724003603459285,0.697781855128277,"GF with PBO"
2027,0.712246903175151,0.724003603459285,0.697781855128277,"GF with PBO"
2028,0.712246903175151,0.724003603459285,0.697781855128277,"GF with PBO"
2029,0.712246903175151,0.724003603459285,0.697781855128277,"GF with PBO"
2030,0.712246903175151,0.724003603459285,0.697781855128277,"GF with PBO"
2021,0.803743741246698,0.805823460457364,0.801137619496812,"GF at 80%"
2022,0.803743741246698,0.805823460457364,0.801137619496812,"GF at 80%"
2023,0.803743741246698,0.805823460457364,0.801137619496812,"GF at 80%"
2024,0.803743741246698,0.805823460457364,0.801137619496812,"GF at 80%"
2025,0.803743741246698,0.805823460457364,0.801137619496812,"GF at 80%"
2026,0.803743741246698,0.805823460457364,0.801137619496812,"GF at 80%"
2027,0.803743741246698,0.805823460457364,0.801137619496812,"GF at 80%"
2028,0.803743741246698,0.805823460457364,0.801137619496812,"GF at 80%"
2029,0.803743741246698,0.805823460457364,0.801137619496812,"GF at 80%"
2030,0.803743741246698,0.805823460457364,0.801137619496812,"GF at 80%"
2021,0.803743741246698,0.805823460457364,0.801137619496812,"GF at 80% with PBO"
2022,0.803743741246698,0.805823460457364,0.801137619496812,"GF at 80% with PBO"
2023,0.803743741246698,0.805823460457364,0.801137619496812,"GF at 80% with PBO"
2024,0.803743741246698,0.805823460457364,0.801137619496812,"GF at 80% with PBO"
2025,0.803743741246698,0.805823460457364,0.801137619496812,"GF at 80% with PBO"
2026,0.803743741246698,0.805823460457364,0.801137619496812,"GF at 80% with PBO"
2027,0.803743741246698,0.805823460457364,0.801137619496812,"GF at 80% with PBO"
2028,0.803743741246698,0.805823460457364,0.801137619496812,"GF at 80% with PBO"
2029,0.803743741246698,0.805823460457364,0.801137619496812,"GF at 80% with PBO"
2030,0.803743741246698,0.805823460457364,0.801137619496812,"GF at 80% with PBO"
2020,0.606874409317377,0.62040388002425,0.58703477678048,"BAU"
2020,0.606874409317377,0.62040388002425,0.58703477678048,"GF"
2020,0.606874409317377,0.62040388002425,0.58703477678048,"GF with PBO"
2020,0.606874409317377,0.62040388002425,0.58703477678048,"GF at 80%"
2020,0.606874409317377,0.62040388002425,0.58703477678048,"GF at 80% with PBO"
