"year","mean_coverage","max_coverage","min_coverage","scenario"
2012,0.469156687543411,0.535515366855928,0.380421406971314,"to-present"
2013,0.533124116435339,0.584218543258961,0.457958882908933,"to-present"
2014,0.597091545327267,0.633459788378722,0.535496358846553,"to-present"
2015,0.661058974219195,0.691013429577416,0.613033834784172,"to-present"
2016,0.725026403111123,0.760248471329363,0.690571310721791,"to-present"
2017,0.725026403111123,0.760248471329363,0.690571310721791,"to-present"
2018,0.725026403111123,0.760248471329363,0.690571310721791,"to-present"
2019,0.725026403111123,0.760248471329363,0.690571310721791,"to-present"
2020,0.725026403111123,0.760248471329363,0.690571310721791,"to-present"
2021,0.725026403111123,0.760248471329363,0.690571310721791,"BAU"
2022,0.725026403111123,0.760248471329363,0.690571310721791,"BAU"
2023,0.725026403111123,0.760248471329363,0.690571310721791,"BAU"
2024,0.725026403111123,0.760248471329363,0.690571310721791,"BAU"
2025,0.725026403111123,0.760248471329363,0.690571310721791,"BAU"
2026,0.725026403111123,0.760248471329363,0.690571310721791,"BAU"
2027,0.725026403111123,0.760248471329363,0.690571310721791,"BAU"
2028,0.725026403111123,0.760248471329363,0.690571310721791,"BAU"
2029,0.725026403111123,0.760248471329363,0.690571310721791,"BAU"
2030,0.725026403111123,0.760248471329363,0.690571310721791,"BAU"
2021,0.807518482177786,0.832173929930554,0.783399917505254,"GF"
2022,0.807518482177786,0.832173929930554,0.783399917505254,"GF"
2023,0.807518482177786,0.832173929930554,0.783399917505254,"GF"
2024,0.807518482177786,0.832173929930554,0.783399917505254,"GF"
2025,0.807518482177786,0.832173929930554,0.783399917505254,"GF"
2026,0.807518482177786,0.832173929930554,0.783399917505254,"GF"
2027,0.807518482177786,0.832173929930554,0.783399917505254,"GF"
2028,0.807518482177786,0.832173929930554,0.783399917505254,"GF"
2029,0.807518482177786,0.832173929930554,0.783399917505254,"GF"
2030,0.807518482177786,0.832173929930554,0.783399917505254,"GF"
2021,0.807518482177786,0.832173929930554,0.783399917505254,"GF with PBO"
2022,0.807518482177786,0.832173929930554,0.783399917505254,"GF with PBO"
2023,0.807518482177786,0.832173929930554,0.783399917505254,"GF with PBO"
2024,0.807518482177786,0.832173929930554,0.783399917505254,"GF with PBO"
2025,0.807518482177786,0.832173929930554,0.783399917505254,"GF with PBO"
2026,0.807518482177786,0.832173929930554,0.783399917505254,"GF with PBO"
2027,0.807518482177786,0.832173929930554,0.783399917505254,"GF with PBO"
2028,0.807518482177786,0.832173929930554,0.783399917505254,"GF with PBO"
2029,0.807518482177786,0.832173929930554,0.783399917505254,"GF with PBO"
2030,0.807518482177786,0.832173929930554,0.783399917505254,"GF with PBO"
2021,0.801110599521322,0.807072783907012,0.8,"GF at 80%"
2022,0.801110599521322,0.807072783907012,0.8,"GF at 80%"
2023,0.801110599521322,0.807072783907012,0.8,"GF at 80%"
2024,0.801110599521322,0.807072783907012,0.8,"GF at 80%"
2025,0.801110599521322,0.807072783907012,0.8,"GF at 80%"
2026,0.801110599521322,0.807072783907012,0.8,"GF at 80%"
2027,0.801110599521322,0.807072783907012,0.8,"GF at 80%"
2028,0.801110599521322,0.807072783907012,0.8,"GF at 80%"
2029,0.801110599521322,0.807072783907012,0.8,"GF at 80%"
2030,0.801110599521322,0.807072783907012,0.8,"GF at 80%"
2021,0.801110599521322,0.807072783907012,0.8,"GF at 80% with PBO"
2022,0.801110599521322,0.807072783907012,0.8,"GF at 80% with PBO"
2023,0.801110599521322,0.807072783907012,0.8,"GF at 80% with PBO"
2024,0.801110599521322,0.807072783907012,0.8,"GF at 80% with PBO"
2025,0.801110599521322,0.807072783907012,0.8,"GF at 80% with PBO"
2026,0.801110599521322,0.807072783907012,0.8,"GF at 80% with PBO"
2027,0.801110599521322,0.807072783907012,0.8,"GF at 80% with PBO"
2028,0.801110599521322,0.807072783907012,0.8,"GF at 80% with PBO"
2029,0.801110599521322,0.807072783907012,0.8,"GF at 80% with PBO"
2030,0.801110599521322,0.807072783907012,0.8,"GF at 80% with PBO"
2020,0.725026403111123,0.760248471329363,0.690571310721791,"BAU"
2020,0.725026403111123,0.760248471329363,0.690571310721791,"GF"
2020,0.725026403111123,0.760248471329363,0.690571310721791,"GF with PBO"
2020,0.725026403111123,0.760248471329363,0.690571310721791,"GF at 80%"
2020,0.725026403111123,0.760248471329363,0.690571310721791,"GF at 80% with PBO"
