"year","mean_coverage","max_coverage","min_coverage","new_net_per_cap","irs_per_cap","scenario"
2012,0.141628420059876,0.18366237550346,0.11212300755572,0.0811053971391744,0,"to-present"
2013,0.117488718369608,0.145625652556383,0.0945919490322879,0.0865437183097464,0,"to-present"
2014,0.342835078876093,0.408341380199134,0.282589049896392,0.792061528021318,0,"to-present"
2015,0.376162040051206,0.486840284152393,0.300009146358234,0.101272398757576,0,"to-present"
2016,0.208443552399748,0.26989913792951,0.158619626024023,0.109753804237308,0.34422561110782,"to-present"
2017,0.304099610158625,0.363097297028131,0.256571303732265,0.831775536302422,0.956874113324804,"to-present"
2018,0.451518477900124,0.560976086787037,0.367737922262728,0.113702084661067,0.589738572974803,"to-present"
2019,0.252008330704049,0.325298032176444,0.207735155627248,0.874584408626044,1.26775766883331,"to-present"
2020,0.56459241447339,0.666810204568587,0.476823015134924,0.114868002539546,0.601120477236863,"to-present"
2021,0.282430054009755,0.34929095982822,0.227576798189837,0.115108027754694,0.599422160653204,"BAU"
2022,0.297271240106267,0.353237416328803,0.252403416700428,0.876217665289078,0.599839767136656,"BAU"
2023,0.498430846855391,0.60371574708122,0.411088335859395,0.115204191173539,0.600911677725452,"BAU"
2024,0.25556078712725,0.325227174298915,0.201353610246386,0.115146079992709,0.602798390668016,"BAU"
2025,0.288298101335455,0.345564909287647,0.247073377956945,0.874884535088904,0.602239703267628,"BAU"
2026,0.497818554184503,0.608271460203685,0.401970340072272,0.113561374874326,0.60020866476315,"BAU"
2027,0.255421280474819,0.326150908961207,0.192271733073869,0.117210433390831,0.601111780911983,"BAU"
2028,0.289028950869688,0.348108516279849,0.250995842778269,0.874511356817778,0.601520543389268,"BAU"
2029,0.49930006832242,0.597454336324462,0.418558154038996,0.116145700494529,0.602079694189148,"BAU"
2030,0.255189161249695,0.32068731763139,0.210047666778954,0.113775136601553,0.600495356969046,"BAU"
2021,0.282357530972945,0.34763333083574,0.226211417997833,0.114906773557249,0.599426745273069,"GF"
2022,0.185640651065699,0.225736810903792,0.143950433859147,0.114185923791284,0.602377333078692,"GF"
2023,0.151752426191521,0.181212710117793,0.122692046956208,0.115573819819798,0.59931594995047,"GF"
2024,0.139187252456849,0.159423018878172,0.119572767641488,0.11314837914889,0.601730678969039,"GF"
2025,0.131751195082015,0.15729099806442,0.108076242206724,0.115169164675605,0.600004036934082,"GF"
2026,0.129186217517052,0.157023375044332,0.107775795573571,0.11358525748265,0.602100897499825,"GF"
2027,0.128859763845364,0.148333510288335,0.102198986509066,0.116444173230527,0.601303705992622,"GF"
2028,0.128528337830584,0.145497586734606,0.107344213994075,0.114047858880292,0.598150870813164,"GF"
2029,0.126008768834638,0.146936560140824,0.107737240636471,0.114999442377722,0.600466301050507,"GF"
2030,0.125995794071134,0.142833535558416,0.102655025879841,0.113940821613864,0.601166509355172,"GF"
2021,0.282280129876123,0.348557794333484,0.224929257791569,0.115049991889768,0.599472657503083,"GF with PBO"
2022,0.185603642697402,0.22208067738791,0.140497266116729,0.11461922083896,0.600120858797031,"GF with PBO"
2023,0.151198263375109,0.173877477324817,0.115107496965816,0.114725391433179,0.601124135822248,"GF with PBO"
2024,0.138331041334197,0.156595246746241,0.11585858885896,0.113856919935524,0.601496236692283,"GF with PBO"
2025,0.131072525548742,0.151808068734006,0.103269139381243,0.1142605106769,0.60059507171822,"GF with PBO"
2026,0.128732807838508,0.149145287184167,0.109619729351244,0.1144067811597,0.60077391367375,"GF with PBO"
2027,0.128005439595419,0.149048458736555,0.106084162253556,0.116426665824856,0.601297894064179,"GF with PBO"
2028,0.128415178937758,0.148372603900251,0.114069804427101,0.115554390654859,0.600987895269493,"GF with PBO"
2029,0.128348786609132,0.150248789431491,0.109521806230594,0.11607299734136,0.602669270964871,"GF with PBO"
2030,0.127093109763418,0.14453000711858,0.105450171188909,0.115246099802551,0.603037999204821,"GF with PBO"
2021,0.285491856736531,0.352400998215303,0.23090490053727,0.123274869944565,0.789663842749137,"GF at 80%"
2022,0.19309871066988,0.233034032891232,0.154504256160132,0.123164083301633,0.788984672708446,"GF at 80%"
2023,0.160212115017855,0.190318085179909,0.127186166330042,0.12440663339599,0.789817947100056,"GF at 80%"
2024,0.145968704949542,0.169660596362806,0.123814720355632,0.121709866684629,0.789108031521157,"GF at 80%"
2025,0.139943983594555,0.163196541158523,0.116079572715321,0.124289458276543,0.789921531225972,"GF at 80%"
2026,0.137539924932879,0.16116459222715,0.113750829955134,0.122122222399264,0.789016426903237,"GF at 80%"
