"year","date","mean_coverage","max_coverage","min_coverage","new_net_per_cap","irs_per_cap","scenario"
2012,2012-01-01,0.161937497461992,0.220223215070655,0.125881587657547,0.0066310067575764,0,"to-present"
2012,2012-02-01,0.156777375809881,0.211186459332701,0.121328995968973,0.00633410279394422,0,"to-present"
2012,2012-03-01,0.152120676991942,0.204650429716598,0.118904050806485,0.00669643370879822,0,"to-present"
2012,2012-04-01,0.147732664006126,0.197354315051742,0.117258721133188,0.00656527084838188,0,"to-present"
2012,2012-05-01,0.143736712896126,0.189969204134806,0.114058680334975,0.00690174020002379,0,"to-present"
2012,2012-06-01,0.14048623810975,0.183723951765372,0.110445898727814,0.0066193320578757,0,"to-present"
2012,2012-07-01,0.136986267792093,0.177404403148405,0.107922073296539,0.00659544430537573,0,"to-present"
2012,2012-08-01,0.133798716503336,0.172852425596421,0.105413710775548,0.00680256413567636,0,"to-present"
2012,2012-09-01,0.131108231408234,0.167581566266417,0.103920065786978,0.00664334534900936,0,"to-present"
2012,2012-10-01,0.128758946195249,0.163701902848221,0.101526714396939,0.00717265211633888,0,"to-present"
2012,2012-11-01,0.126481729125561,0.160802249774275,0.100629812821175,0.00646498071321558,0,"to-present"
2012,2012-12-01,0.124396833711235,0.156944485033349,0.0998401493819198,0.00708661928329879,0,"to-present"
2013,2013-01-01,0.122754796862707,0.15538590643442,0.0984695930169838,0.00737786138161576,0,"to-present"
2013,2013-02-01,0.12154007064943,0.152857760614929,0.0984313911309504,0.00670974854155251,0,"to-present"
2013,2013-03-01,0.120390623344766,0.15250073985889,0.0974184553061068,0.00766702434246607,0,"to-present"
2013,2013-04-01,0.119438707620178,0.15078270291131,0.0967810017133225,0.0072396616491424,0,"to-present"
2013,2013-05-01,0.118506874808763,0.148663435852323,0.0967032226728992,0.00750615155452214,0,"to-present"
2013,2013-06-01,0.11746904537059,0.146246569416282,0.0964296563463459,0.00718061034133892,0,"to-present"
2013,2013-07-01,0.11645428267392,0.145744920155408,0.0947544007046813,0.00730615172499912,0,"to-present"
2013,2013-08-01,0.115665939379229,0.14431097980625,0.0942400744884162,0.00771601051324345,0,"to-present"
2013,2013-09-01,0.115129326933056,0.142610059963929,0.0943644188993677,0.00728008246364735,0,"to-present"
2013,2013-10-01,0.114515201864124,0.141466562442739,0.0952319093184446,0.0074971654227032,0,"to-present"
2013,2013-11-01,0.11398300141985,0.140090877814595,0.0961800510807534,0.00736583423419874,0,"to-present"
2013,2013-12-01,0.113297974914334,0.138773189509648,0.0951925894965781,0.00727401916375282,0,"to-present"
2014,2014-01-01,0.112874923296705,0.138535369139772,0.0937688026248726,0.00803452907081054,0,"to-present"
2014,2014-02-01,0.112797380520534,0.136615207629076,0.0928823057449989,0.00728734375007847,0,"to-present"
2014,2014-03-01,0.112695679421148,0.137876196962916,0.0928148816212355,0.00776952331807992,0,"to-present"
2014,2014-04-01,0.112489273667593,0.137155063909505,0.0925561848373138,0.00792110462003056,0,"to-present"
2014,2014-05-01,0.112424768929901,0.135739188882309,0.0931888546815715,0.00821055077668688,0,"to-present"
2014,2014-06-01,0.112641860152299,0.134948610986823,0.0943939515542794,0.00788993557818704,0,"to-present"
2014,2014-07-01,0.402134993511254,0.46889241444217,0.332099015997906,0.697861758628456,0,"to-present"
2014,2014-08-01,0.638749575847859,0.747294725991579,0.518372856365784,0.00815830463454614,0,"to-present"
2014,2014-09-01,0.630057796778125,0.738564060630118,0.507022736717038,0.00787413440083937,0,"to-present"
2014,2014-10-01,0.610825677622947,0.72108777303034,0.4901495262368,0.00838817357854283,0,"to-present"
2014,2014-11-01,0.583554630418043,0.696335758199921,0.467234933496801,0.007969934094193,0,"to-present"
2014,2014-12-01,0.551646510818478,0.666625585935693,0.439937402751051,0.00827003192371872,0,"to-present"
2015,2015-01-01,0.518034459627493,0.632856064430555,0.412666390225509,0.00887600116504947,0,"to-present"
2015,2015-02-01,0.486023755475194,0.59960901645993,0.387282560797818,0.00797086304807731,0,"to-present"
2015,2015-03-01,0.455572287978236,0.566480299084491,0.361511831127777,0.00880814002276845,0,"to-present"
2015,2015-04-01,0.42566224134089,0.531686010451208,0.33705449875803,0.00850766839050505,0,"to-present"
2015,2015-05-01,0.397927130133479,0.499033788233679,0.315269239785601,0.00876246340636203,0,"to-present"
2015,2015-06-01,0.372464465110728,0.471478586799345,0.294961060075602,0.00855291596836488,0,"to-present"
2015,2015-07-01,0.349138004775652,0.443149352397412,0.277154450966978,0.00869972317364266,0,"to-present"
2015,2015-08-01,0.328180231747022,0.418582906235469,0.261007943938334,0.00901151879887891,0,"to-present"
2015,2015-09-01,0.309742425792155,0.395322527675336,0.247513745477376,0.00872205522765673,0,"to-present"
2015,2015-10-01,0.292918041237071,0.375195677500641,0.235413635809706,0.00860835291592402,0,"to-present"
2015,2015-11-01,0.277666495981097,0.356096050546888,0.224771461472306,0.0085586222982138,0,"to-present"
2015,2015-12-01,0.263732991922285,0.339730237372493,0.214690112703227,0.00864842803720038,0,"to-present"
2016,2016-01-01,0.251533735253938,0.324185105458874,0.204091537849036,0.00951785087424093,0,"to-present"
2016,2016-02-01,0.241047895053745,0.310752778082347,0.195852664050212,0.00829620382554073,0,"to-present"
2016,2016-03-01,0.231374513384391,0.298849538976458,0.187861364858988,0.00885906361880408,0,"to-present"
2016,2016-04-01,0.222479177236744,0.286901588330907,0.180499482697211,0.00929902041734505,0,"to-present"
2016,2016-05-01,0.214689359577789,0.276978094659544,0.172251804608569,0.00965305572304479,0,"to-present"
