"admin_name","pop_size","pfpr_u1","mortality_pp_u1","node_id.x","lon.x","lat.x","cluster_id.x","seasonality_archetype.x","deaths_u1","cases_pp_u1","node_id.y","lon.y","lat.y","cluster_id.y","seasonality_archetype.y","clinical_cases_u1","mortality_rate_u1","incidence_u1","frac_u1","pop_size_u1"
"Bubanza",201303.876182995,0.0520595077592967,0.000516325885561075,1,29.42838636,-3.04668647,1,"Gitega",103.938402137062,0.147354153644387,1,29.42838636,-3.04668647,1,"Gitega",29662.9623002798,4.29655412746809,1201.81374626537,0.0406613086929488,8185.27905056389
"Bugarama",195016.1571555,0.00682404199151705,0.00016025216628877,2,29.4303905,-3.72944816,1,"Gitega",31.2517616454801,0.0109091685992631,2,29.4303905,-3.72944816,1,"Gitega",2127.46413798973,1.3351716664019,90.649153210791,0.0408815454167342,7972.56188574955
"Buhiga",277009.19890515,0.0331371532343945,0.000431259833360212,3,30.1393365,-3.0502219,1,"Gitega",119.462940959081,0.107053845167535,3,30.1393365,-3.0502219,1,"Gitega",29654.8998895749,3.48692011508983,861.720672578094,0.0412692236187048,11431.9545740549
"Bururi",161565.439110322,0.025940833228,0.000443808311669992,4,29.64527524,-4.00189913,1,"Gitega",71.7040847557729,0.0448664440075549,4,29.64527524,-4.00189913,1,"Gitega",7248.86672739928,3.6699173099281,371.86881689063,0.0405150687275526,6545.83486955192
"Busoni",218791.205835172,0.254298459388889,0.00142300414471344,5,30.25180248,-2.47173859,1,"Gitega",311.340792730301,0.630885192833314,5,30.25180248,-2.47173859,1,"Gitega",138032.132083556,11.4004426615121,5077.69114878209,0.041421248378026,9062.60487982647
"Butezi",125726.232208091,0.147699319650444,0.00101166530545735,6,30.17161805,-3.44652457,1,"Gitega",127.1928671108,0.372537142493909,6,30.17161805,-3.44652457,1,"Gitega",46837.6912833279,8.14652503608052,3002.66514401797,0.0417116116418575,5244.24377105789
"Buye",194429.100944065,0.0810525848344444,0.000688000713015952,7,29.8634721,-2.84840217,1,"Gitega",133.767360080567,0.236051528727442,7,29.8634721,-2.84840217,1,"Gitega",45895.2865069487,5.48270888644423,1863.59033462784,0.0422882705197238,8222.07041762931
"Cankuzo",179215.356633093,0.0681646858627778,0.000579882938186389,8,30.52891483,-3.14505865,1,"Gitega",103.92392757252,0.220836481633667,8,30.52891483,-3.14505865,1,"Gitega",39577.2888135751,4.69350669683455,1778.73009996893,0.0410800886445982,7362.18273696075
"Cibitoke",305498.934537512,0.0603392295221111,0.000572916792521255,9,29.19244319,-2.90271457,1,"Gitega",175.025469693892,0.165216961698807,9,29.19244319,-2.90271457,1,"Gitega",50473.6057665106,4.57265445502565,1296.14914026442,0.0419640220593137,12819.964028029
"Fota",170992.624432377,0.0135384601305556,0.000350096036460917,10,29.67894889,-3.45736142,1,"Gitega",59.8638400778254,0.0357750480096966,10,29.67894889,-3.45736142,1,"Gitega",6117.26934837231,2.84665197183928,286.928744492026,0.0414127220569264,7081.27002940243
"Gahombo",256161.000799576,0.0295113834003333,0.00034791310063781,11,29.74184956,-3.01315344,1,"Gitega",89.121768050665,0.0851565849185655,11,29.74184956,-3.01315344,1,"Gitega",21813.7960174138,2.78941030269332,680.346435710534,0.0416200345491706,10661.4297034285
"Gashoho",175175.077974295,0.204152418966667,0.00121329226155149,12,30.20685363,-2.81184823,1,"Gitega",212.53856652289,0.617252638425559,12,30.20685363,-2.81184823,1,"Gitega",108127.279066037,9.85934458424227,4956.71122824495,0.041641087059433,7294.48067257058
"Gihofi",293350.813541338,0.108604834262222,0.00078299460878195,13,30.11562611,-3.91875872,1,"Gitega",229.692105484667,0.277716542517994,13,30.11562611,-3.91875872,1,"Gitega",81468.3736815412,6.2839259755818,2203.38614773935,0.0421934337767809,12377.4781245213
"Gitega",313416.21747821,0.0405325738252222,0.000428373334679247,14,29.93208819,-3.40581734,1,"Gitega",134.259150223697,0.104437829591289,14,29.93208819,-3.40581734,1,"Gitega",32732.5095121356,3.5064101716156,851.094859714105,0.0409563463761625,12836.3831629443
"Giteranyi",453301.276677646,0.142920042631111,0.000972428222501998,15,30.39329113,-2.56546547,1,"Gitega",440.80295473753,0.439239051531585,15,30.39329113,-2.56546547,1,"Gitega",199107.622825946,7.75035877540942,3470.3561158683,0.0419784132848036,19028.8683349033
"Isale",265730.978365878,0.0164976495743333,0.000367766072245724,16,29.40701752,-3.32222774,1,"Gitega",97.7268381876323,0.0332751423163976,16,29.40701752,-3.32222774,1,"Gitega",8842.23612300016,2.92123966353063,262.884919434986,0.0420049422675132,11162.0144049485
"Kabezi",241409.508399963,0.0182734175973333,0.000360625317963674,17,29.4070419,-3.49595876,1,"Gitega",87.0583807261909,0.0341234761263277,17,29.4070419,-3.49595876,1,"Gitega",8237.73159655464,2.95980419023571,281.259863266925,0.0406543226869414,9814.34005418799
"Kayanza",291321.219954611,0.00465107164088889,0.000176209206057934,18,29.57431919,-2.89999679,1,"Gitega",51.3334808760308,0.0135406657230268,18,29.57431919,-2.89999679,1,"Gitega",3944.68325742975,1.45743718304578,110.405113191202,0.0417250920678816,12155.4047239337
"Kibumbu",188272.989460859,0.0525199296394444,0.000484092032896711,19,29.75815592,-3.52984716,1,"Gitega",91.1414542076483,0.145684256814498,19,29.75815592,-3.52984716,1,"Gitega",27428.4105478491,3.99944441186988,1201.04734370387,0.0405324600788943,7631.16742925636
