"Run_Number","cases_U1_sum","deaths_1_U1_sum","deaths_2_U1_sum","incidence_U1","death_rate_1_U1","death_rate_2_U1","death_rate_mean_U1","average_PfPR_U1"
0,1347753.41193015,4215.02128729397,3057.389677392,4078.36540424011,12.7548532573304,9.25180539494908,11.0033293261397,0.205805228267449
2,1633722.23972534,4641.61089979411,3478.56787361939,4999.26477340165,14.2035416418638,10.644576788889,12.4240592153764,0.257002360559535
4,1630250.50466032,5077.2956700277,3731.69218944921,5007.01968826269,15.5939957143314,11.4612178985348,13.5276068064331,0.257182466264402
6,1492219.99664458,3405.36512781738,2844.50940326135,4368.88943472946,9.97015437520706,8.32809311417976,9.14912374469341,0.216684154505339
8,1665450.20910223,4487.80109372996,3516.99606277899,5312.24510391061,14.3146275146483,11.2180748561927,12.7663511854205,0.284115648090321
10,1370189.56307065,4517.79874828966,3164.24528789594,4191.3036524142,13.8195961383209,9.6791810343171,11.749388586319,0.198738909736753
12,1733265.59448818,4658.65566875767,3812.60436721717,5067.02161876904,13.6190951133294,11.1457521651246,12.382423639227,0.258766659046339
14,1644334.77035707,6167.85048003958,4010.17093626471,4881.42349015649,18.3100733255797,11.9047185285601,15.1073959270699,0.255579612312738
16,1459478.42521608,3984.43901168413,3076.89594084587,4435.45599962296,12.1089860693827,9.35089983191754,10.7299429506501,0.228372766692611
18,1713482.13935026,5436.73100921836,3926.17859389876,5391.43482788553,17.1065575997541,12.3536367993139,14.730097199534,0.273141264701941
20,1272215.13753696,3114.19582983273,2979.54964543988,4057.66018812481,9.93255626654534,9.50310966920997,9.71783296787766,0.206552692895698
22,1634854.03702126,5284.70134855401,3824.58468285285,4991.92107161551,16.1364937918911,11.6781219828635,13.9073078873773,0.257585335480522
24,1616481.8804785,5814.84200402473,3796.21283807813,5007.19397205943,18.0119815648116,11.7591012117332,14.8855413882724,0.255831548383286
26,1470508.03412265,4694.30219763983,3561.48156239228,4530.18537330871,14.4617089197523,10.9718351119953,12.7167720158738,0.230847841963149
28,1795744.36259309,5276.74154006304,4055.94406568638,5456.1057872397,16.0326050044963,12.3233909850934,14.1779979947948,0.273759962174547
30,1270476.71721201,4451.22844913024,3151.10985702489,4006.74642494885,14.0379933245223,9.93776429210128,11.9878788083118,0.201588961851301
32,1650430.3827945,5451.43040334136,3949.06745671206,5046.61768536557,16.6691581607096,12.0752949506421,14.3722265556759,0.270909212356727
34,1604724.12772234,4489.58042515601,3294.62356895976,4951.52155182769,13.8530067877624,10.1658592433692,12.0094330155658,0.260417248151524
36,1592398.6240042,4486.32034123828,3548.35106275345,4724.98456453255,13.3118642809399,10.5287104298632,11.9202873554015,0.242789713610872
38,1777874.36993104,5285.96014481184,3804.51609582841,5330.16597611196,15.8476017155548,11.406150284028,13.6268759997914,0.282659384566513
40,1288344.12991064,3424.16438282932,2970.2580850776,4040.99519351793,10.7401675465299,9.31645386247762,10.0283107045038,0.207276094216677
42,1617353.36467325,5394.48283226643,4007.03907364624,4946.9671999759,16.4999994527767,12.2562522818596,14.3781258673182,0.264033410568913
44,1660620.83103004,6639.99109795983,4010.73390010841,5179.61405901968,20.7106827760467,12.5098115763745,16.6102471762106,0.263676915199107
46,1533948.91502171,4078.45554759061,3094.12133079388,4689.98720622937,12.4697140511387,9.46015171290064,10.9649328820197,0.236977847622208
48,1779783.62320086,6306.79550496467,4197.37891025035,5486.59076521003,19.4421420247567,12.939382106264,16.1907620655103,0.281432976916693
