"admin_name","pop_size","pfpr_u1","mortality_pp_u1","node_id.x","lon.x","lat.x","cluster_id.x","seasonality_archetype.x","deaths_u1","cases_pp_u1","node_id.y","lon.y","lat.y","cluster_id.y","seasonality_archetype.y","clinical_cases_u1","mortality_rate_u1","incidence_u1","frac_u1","pop_size_u1"
"Bubanza",201303.876182995,0.0572921555344087,0.000549286603943477,1,29.42838636,-3.04668647,1,"Gitega",110.573522509216,0.159659696039452,1,29.42838636,-3.04668647,1,"Gitega",32140.1156829404,4.46213236698142,1279.14300163397,0.0413329134528929,8320.47569200361
"Bugarama",195016.1571555,0.00747916643976309,0.000171033802150319,2,29.4303905,-3.72944816,1,"Gitega",33.3543548390493,0.0120864275420946,2,29.4303905,-3.72944816,1,"Gitega",2357.04865299769,1.4126354429232,97.6460735298711,0.0410818642655007,8011.62729784181
"Buhiga",277009.19890515,0.0374281696245905,0.000450535865171106,3,30.1393365,-3.0502219,1,"Gitega",124.802579089087,0.118190509819635,3,30.1393365,-3.0502219,1,"Gitega",32739.8584433283,3.69368435941815,960.781055989588,0.0411502787685069,11399.0057563877
"Bururi",161565.439110322,0.0181972643542348,0.000405301636365782,4,29.64527524,-4.00189913,1,"Gitega",65.4827368515696,0.0320808723278339,4,29.64527524,-4.00189913,1,"Gitega",5183.16022468866,3.31712797131359,261.334579427507,0.0412077581531887,6657.74954077188
"Busoni",218791.205835172,0.255879187667805,0.00169896000244974,5,30.25180248,-2.47173859,1,"Gitega",371.717507601705,0.64260964386048,5,30.25180248,-2.47173859,1,"Gitega",140597.338861545,13.7752636793022,5169.05261677349,0.041490770829156,9077.81578074181
"Butezi",125726.232208091,0.15850338480542,0.0010428574151732,6,30.17161805,-3.44652457,1,"Gitega",131.114533539996,0.397651553990351,6,30.17161805,-3.44652457,1,"Gitega",49995.2316148991,8.42255693046831,3199.00866870555,0.0413568927906497,5199.64630640235
"Buye",194429.100944065,0.0738447602046881,0.000605442900860072,7,29.8634721,-2.84840217,1,"Gitega",117.715718887191,0.211323776083067,7,29.8634721,-2.84840217,1,"Gitega",41087.4917919356,4.99966904949324,1723.88365873836,0.0409454088431618,7960.97902916311
"Cankuzo",179215.356633093,0.0721732951032694,0.000583244874279023,8,30.52891483,-3.14505865,1,"Gitega",104.526438148339,0.235091311317564,8,30.52891483,-3.14505865,1,"Gitega",42131.9731991187,4.67057549654019,1856.07337740655,0.0420564177671619,7537.15590885228
"Cibitoke",305498.934537512,0.0647215212853559,0.000580431274903771,9,29.19244319,-2.90271457,1,"Gitega",177.321136055352,0.165856359729246,9,29.19244319,-2.90271457,1,"Gitega",50668.9411835548,4.7329269036148,1335.20791570553,0.0414731208739076,12669.9942389242
"Fota",170992.624432377,0.00892799921085563,0.000255456041603652,10,29.67894889,-3.45736142,1,"Gitega",43.6810989809149,0.0234667257897626,10,29.67894889,-3.45736142,1,"Gitega",4012.63702962645,2.09571006376856,188.19146845867,0.0413042230924311,7062.71750671518
"Gahombo",256161.000799576,0.0334789404804838,0.000390165678282374,11,29.74184956,-3.01315344,1,"Gitega",99.9452306264583,0.0989414433670219,11,29.74184956,-3.01315344,1,"Gitega",25344.9391534509,3.19416010240945,792.698696476277,0.0415283467213664,10637.942857697
"Gashoho",175175.077974295,0.196939907606691,0.0012133922623505,12,30.20685363,-2.81184823,1,"Gitega",212.556084170654,0.58819478458176,12,30.20685363,-2.81184823,1,"Gitega",103037.067253183,10.0052209300476,4784.82945098892,0.0410348344468423,7188.28032388788
"Gihofi",293350.813541338,0.112722774471591,0.0007276506723077,13,30.11562611,-3.91875872,1,"Gitega",213.456916695365,0.287376208567787,13,30.11562611,-3.91875872,1,"Gitega",84302.0445757856,5.88951601754104,2295.22439668961,0.0415192343458025,12179.7011729546
"Gitega",313416.21747821,0.0476314965735012,0.000421179646492137,14,29.93208819,-3.40581734,1,"Gitega",132.004531682375,0.12125671197217,14,29.93208819,-3.40581734,1,"Gitega",38003.8200101623,3.42174299319887,980.282094272079,0.0413620580683371,12963.5397868923
"Giteranyi",453301.276677646,0.0997676806822845,0.000676812368839885,15,30.39329113,-2.56546547,1,"Gitega",306.799910866342,0.315293358691911,15,30.39329113,-2.56546547,1,"Gitega",142922.882023026,5.50225892769526,2558.85012349708,0.0415158416322712,18819.1840142555
"Isale",265730.978365878,0.00876439827562263,0.000245324393189714,16,29.40701752,-3.32222774,1,"Gitega",65.190291019318,0.0168622755851752,16,29.40701752,-3.32222774,1,"Gitega",4480.82898872367,1.9897864653066,135.650174711961,0.0412873230397054,10971.320745449
"Kabezi",241409.508399963,0.0123747321218079,0.000271249367146493,17,29.4070419,-3.49595876,1,"Gitega",65.4821763766361,0.0221186495234617,17,29.4070419,-3.49595876,1,"Gitega",5339.65230792996,2.21249123528943,178.125671266401,0.0411377913351047,9931.05398286789
