"admin_name","pop_size","pfpr_u5","pfpr_all","mortality_pp_u5","mortality_pp_all","node_id.x","lon.x","lat.x","cluster_id.x","seasonality_archetype.x","deaths_u5","deaths_all","cases_pp_u5","cases_pp_all","node_id.y","lon.y","lat.y","cluster_id.y","seasonality_archetype.y","clinical_cases_u5","clinical_cases_all","mortality_rate_u5","mortality_rate_all","incidence_u5","incidence_all","frac_u5","pop_size_u5"
"Bubanza",201303.876182995,0.124598786348815,0.183802807789162,0.000903248893337554,0.00154244763479457,1,29.42838636,-3.04668647,1,"Gitega",181.82750338685,310.500687693439,1.36270843001841,3.9149760831698,1,29.42838636,-3.04668647,1,"Gitega",274318.489069949,788099.860705801,1.67595143540641,0.514034446929458,2522.63883211611,1305.03611621483,0.180093977670312,36253.6157822476
"Bugarama",195016.1571555,0.00254725541673624,0.0118866262641584,5.04158074008659e-05,0.000130748397935027,2,29.4303905,-3.72944816,1,"Gitega",9.83189701920869,25.4980501195271,0.0306345118858391,0.306261827914865,2,29.4303905,-3.72944816,1,"Gitega",5974.22478431084,59726.004763376,0.0970131326076076,0.0435541267294243,58.4081781415262,102.095203251506,0.176447996959733,34410.2103048725
"Buhiga",277009.19890515,0.0904805786518762,0.164273728716369,0.000599210884857641,0.00126670208179006,3,30.1393365,-3.0502219,1,"Gitega",165.986927189661,350.888128928152,1.05159310689168,3.64739805089764,3,30.1393365,-3.0502219,1,"Gitega",291300.964114242,1010362.81216736,1.09745349501744,0.422206487973675,1913.47567438468,1215.78339759996,0.183588902723198,50855.8148712285
"Busoni",218791.205835172,0.334549183167242,0.269901960156222,0.00277037816991435,0.00360469877756684,5,30.25180248,-2.47173859,1,"Gitega",606.134380414999,788.67639221642,3.23809452886658,5.43865402202318,5,30.25180248,-2.47173859,1,"Gitega",708466.606578993,1189929.67159876,5.15202717023271,1.20156181784242,6010.25546220584,1812.98622253697,0.179979984783044,39378.0378968782
"Butezi",125726.232208091,0.234576364900739,0.233722449620234,0.00191634250799949,0.00270782414715514,6,30.17161805,-3.44652457,1,"Gitega",240.93452315098,340.444527503903,2.39563659374939,4.78647628090649,6,30.17161805,-3.44652457,1,"Gitega",301194.362671936,601785.628351769,3.53630246423953,0.903350182199703,4399.11910998549,1595.48650377165,0.180989649706983,22755.1467263211
"Cankuzo",179215.356633093,0.170234375587114,0.222931502934346,0.00125933186041458,0.00212593867733014,8,30.52891483,-3.14505865,1,"Gitega",225.691608483615,381.000858237808,1.836166925183,4.88133349210939,8,30.52891483,-3.14505865,1,"Gitega",329069.310334561,874809.922633445,2.33199978436747,0.708491342679827,3414.95898006229,1627.02121653154,0.179321968465244,32137.250530647
"Cibitoke",305498.934537512,0.127817680960023,0.187617283841773,0.000901064060602452,0.00147963900721718,9,29.19244319,-2.90271457,1,"Gitega",275.274110464093,452.02814020499,1.38684880249571,3.9245910368486,9,29.19244319,-2.90271457,1,"Gitega",423680.831527064,1198958.38025272,1.6855117640031,0.49313481459652,2590.18497687878,1308.15712519117,0.178669325041548,54583.2884347292
"Gahombo",256161.000799576,0.0748171329176831,0.14682983874492,0.000541495031798033,0.00123885667231437,11,29.74184956,-3.01315344,1,"Gitega",138.709909273382,317.346765027281,0.831819860771373,3.20804333293016,11,29.74184956,-3.01315344,1,"Gitega",213079.808020159,821775.590771797,1.02761253250289,0.413006172385057,1578.49983991906,1069.24204449011,0.175606457498722,44983.5258997408
"Gihofi",293350.813541338,0.188750177922088,0.221401166321814,0.00135507909281556,0.00200795110299055,13,30.11562611,-3.91875872,1,"Gitega",397.513554290303,589.034089613505,2.01117053416891,4.6923702316948,13,30.11562611,-3.91875872,1,"Gitega",589978.512368817,1376510.62490483,2.48721126785002,0.669291653359004,3678.51770884506,1564.07237414308,0.182089423044503,53416.080387378
"Gitega",313416.21747821,0.0928254022441663,0.161028233098396,0.000736577710054485,0.00131912247870949,14,29.93208819,-3.40581734,1,"Gitega",230.855399764038,413.43437766761,1.03313112944828,3.44926911679396,14,29.93208819,-3.40581734,1,"Gitega",323800.050750671,1081056.87964997,1.37421343307403,0.439837441623555,1920.70516705252,1149.76855935652,0.179895256213765,56382.0907447917
"Kayanza",291321.219954611,0.00992177093985788,0.0401647684905576,0.000110627446113478,0.000425947266126766,18,29.57431919,-2.89999679,1,"Gitega",32.2281225622413,124.087477204381,0.117746896367684,0.996096843901903,18,29.57431919,-2.89999679,1,"Gitega",34302.1694957028,290184.14775844,0.210680773772307,0.141985887425222,225.297873282232,332.005435728451,0.177929834209149,51834.7363681311
"Kibuye",229010.83476279,0.059660489797231,0.134304877283535,0.000480317413867631,0.00109994183973659,20,29.97990171,-3.64488773,1,"Gitega",109.997891900931,251.898598908596,0.69910192323416,2.99190997025232,20,29.97990171,-3.64488773,1,"Gitega",160101.915024127,685179.799822597,0.888474316967673,0.366713527408214,1304.78420905562,997.276704025081,0.178663888869368,40915.9663319402
"Kinyinya",335969.532434028,0.369155947241662,0.281798439535111,0.00274670645734158,0.00348536141334368,22,30.41267628,-3.52205978,1,"Gitega",922.809684206578,1170.97524440468,3.63095261646732,5.80641742124145,22,30.41267628,-3.52205978,1,"Gitega",1219889.45284464,1950779.34613129,5.10871950964072,1.16151024011192,6749.54128978309,1935.44504875556,0.179174471008947,60197.1632489904
