"admin_name","pop_size","pfpr_u1","mortality_pp_u1","node_id.x","lon.x","lat.x","cluster_id.x","seasonality_archetype.x","deaths_u1","cases_pp_u1","node_id.y","lon.y","lat.y","cluster_id.y","seasonality_archetype.y","clinical_cases_u1","mortality_rate_u1","incidence_u1","frac_u1","pop_size_u1"
"Busoni",218791.205835172,0.274669470780962,0.00172412509056517,5,30.25180248,-2.47173859,1,"Gitega",377.223407575428,0.696663192484452,5,30.25180248,-2.47173859,1,"Gitega",152423.779944654,13.7492287453375,5580.46869595184,0.0420689362643252,9204.31329347471
"Buye",194429.100944065,0.0768283148081873,0.000644833372787057,7,29.8634721,-2.84840217,1,"Gitega",125.374372929717,0.22700120795057,7,29.8634721,-2.84840217,1,"Gitega",44135.6407750461,5.07473857339179,1802.86551102108,0.0417054301051566,8108.74927983114
"Gashoho",175175.077974295,0.203869222867877,0.00121298310673759,12,30.20685363,-2.81184823,1,"Gitega",212.484410304261,0.613727947819307,12,30.20685363,-2.81184823,1,"Gitega",107509.841114251,9.84221367738497,4904.9248731812,0.0415818473053244,7284.10334402543
"Gihofi",293350.813541338,0.132462659397845,0.000864673879000751,13,30.11562611,-3.91875872,1,"Gitega",253.652785852815,0.32984947784193,13,30.11562611,-3.91875872,1,"Gitega",96761.6126711156,6.93897385823723,2638.70059532219,0.0417030843263987,12233.6337143321
"Kinyinya",335969.532434028,0.297849250284465,0.00179593277374376,22,30.41267628,-3.52205978,1,"Gitega",603.378694277637,0.787925241032817,22,30.41267628,-3.52205978,1,"Gitega",264718.874822764,15.1007900862612,6628.71582862409,0.039756620959239,13357.0133548324
"Kiremba",294281.031087941,0.28372583447821,0.00188141873096871,23,30.02654773,-2.83495738,1,"Gitega",553.665844057636,0.749800839613621,23,30.02654773,-2.83495738,1,"Gitega",220652.1641921,15.0133350549695,5988.05661003702,0.0417556986657797,12287.910057163
"Kirundo",256307.246344997,0.292244702877008,0.00177317054956592,24,30.06174634,-2.49096793,1,"Gitega",454.476460859286,0.790609336014885,24,30.06174634,-2.49096793,1,"Gitega",202638.901848622,14.6741415508849,6519.41930075751,0.0404452353002496,10366.4068875824
"Mukenke",165895.919547284,0.26004521683413,0.00149751355067484,29,30.2945314,-2.59545461,1,"Gitega",248.43138752372,0.85367510436125,29,30.2945314,-2.59545461,1,"Gitega",141621.216432633,12.1818738414571,6892.98686633476,0.0414452237158047,6875.59349917633
"Murore",149893.801163942,0.26995194900026,0.00162344780874501,31,30.73189158,-3.13601584,1,"Gitega",243.344763044062,0.695328421503185,31,30.73189158,-3.13601584,1,"Gitega",104225.420156436,13.1246871065073,5527.69761138813,0.0416526029647433,6243.46698675786
"Muyinga",326814.238908712,0.147231777829238,0.00109877473223088,34,30.3660234,-2.92732926,1,"Gitega",359.095227846159,0.389015954543721,34,30.3660234,-2.92732926,1,"Gitega",127135.953107552,8.95964771656462,3152.21245770874,0.0411466937266308,13447.3253938787
"Vumbi",220988.71850429,0.317828734439647,0.00207916041895485,43,30.03599031,-2.63887858,1,"Gitega",459.470996549675,0.829632926004352,43,30.03599031,-2.63887858,1,"Gitega",183339.517146666,16.8344932100382,6722.90553854122,0.0410755749219928,9077.23866383814
