"admin_name","pop_size","pfpr_u1","mortality_pp_u1","node_id.x","lon.x","lat.x","cluster_id.x","seasonality_archetype.x","deaths_u1","cases_pp_u1","node_id.y","lon.y","lat.y","cluster_id.y","seasonality_archetype.y","clinical_cases_u1","mortality_rate_u1","incidence_u1","frac_u1","pop_size_u1"
"Bubanza",201303.876182995,0.0587261210394654,0.000540764610596316,1,29.42838636,-3.04668647,1,"Gitega",108.858012215626,0.169631057082882,1,29.42838636,-3.04668647,1,"Gitega",34147.389311803,4.27962848818252,1326.59484499057,0.0426916230699309,8593.98920452047
"Bugarama",195016.1571555,0.00724894858355294,0.000168639666327323,2,29.4303905,-3.72944816,1,"Gitega",32.8874596711402,0.0112587802549412,2,29.4303905,-3.72944816,1,"Gitega",2195.64405957686,1.37825195761682,91.6441564032258,0.0415561395561745,8104.11864246282
"Buhiga",277009.19890515,0.0372350454110803,0.000451964400096763,3,30.1393365,-3.0502219,1,"Gitega",125.198296404451,0.122189264575567,3,30.1393365,-3.0502219,1,"Gitega",33847.5502948873,3.62075730084577,964.296750354955,0.0420068537599655,11636.2849085738
"Bururi",161565.439110322,0.0216575656420735,0.000351942518577602,4,29.64527524,-4.00189913,1,"Gitega",56.8617475555829,0.0389545148708455,4,29.64527524,-4.00189913,1,"Gitega",6293.70330043772,2.86400725949173,311.815767698848,0.0416838423599097,6734.66829468425
"Busoni",218791.205835172,0.262941733487575,0.00162492587755083,5,30.25180248,-2.47173859,1,"Gitega",355.51949214212,0.661676177288783,5,30.25180248,-2.47173859,1,"Gitega",144768.92870142,12.9412726023987,5285.16143534526,0.0417707405772209,9139.07069951831
"Butezi",125726.232208091,0.159199138189302,0.00120471503965047,6,30.17161805,-3.44652457,1,"Gitega",151.464282819675,0.395190155077104,6,30.17161805,-3.44652457,1,"Gitega",49685.7692035755,9.85133276598611,3206.88183224453,0.0412001593416095,5179.94080039355
"Buye",194429.100944065,0.07469367160347,0.000555588538186022,7,29.8634721,-2.84840217,1,"Gitega",108.022579974336,0.221812039035152,7,29.8634721,-2.84840217,1,"Gitega",43126.7153281745,4.46706721113355,1778.53722749715,0.0415395774825383,8076.50270352625
"Cankuzo",179215.356633093,0.075647373018516,0.000587906674997474,8,30.52891483,-3.14505865,1,"Gitega",105.361904426648,0.247954146015903,8,30.52891483,-3.14505865,1,"Gitega",44437.1907068941,4.78948960464065,1989.74786552987,0.0416323558736098,7461.15750536483
"Cibitoke",305498.934537512,0.0662389989021031,0.000564239381802928,9,29.19244319,-2.90271457,1,"Gitega",172.374529964899,0.177436397987023,9,29.19244319,-2.90271457,1,"Gitega",54206.6305332094,4.47852475597876,1383.97911045812,0.0424200330411857,12959.2748971283
"Fota",170992.624432377,0.0111278911917773,0.000287528255429683,10,29.67894889,-3.45736142,1,"Gitega",49.1652109943843,0.0280767556373195,10,29.67894889,-3.45736142,1,"Gitega",4800.9181319718,2.47436527979007,231.126114775862,0.0401187997426559,6860.0188570737
"Gahombo",256161.000799576,0.0339685819803873,0.000364989452896003,11,29.74184956,-3.01315344,1,"Gitega",93.4960635351298,0.101646659647881,11,29.74184956,-3.01315344,1,"Gitega",26037.9100633351,2.86925886916339,788.707422167951,0.0426175287508975,10916.9488164346
"Gashoho",175175.077974295,0.19858850212208,0.00133481993893937,12,30.20685363,-2.81184823,1,"Gitega",233.827186885348,0.599218009397034,12,30.20685363,-2.81184823,1,"Gitega",104968.061519727,10.7083510349523,4855.98837260656,0.0414582357539782,7262.44968087983
"Gihofi",293350.813541338,0.11546098416709,0.000742136831015123,13,30.11562611,-3.91875872,1,"Gitega",217.706443137277,0.285996948090792,13,30.11562611,-3.91875872,1,"Gitega",83897.4373927737,6.02842919296388,2336.60353648954,0.0405062492798294,11882.5411797462
"Gitega",313416.21747821,0.0466809925729439,0.000403552799474993,14,29.93208819,-3.40581734,1,"Gitega",126.479991964195,0.126085361849122,14,29.93208819,-3.40581734,1,"Gitega",39517.1971901234,3.17059782767617,989.97184829541,0.0418287579804766,13109.8111080525
"Giteranyi",453301.276677646,0.11184790755839,0.000783699400413069,15,30.39329113,-2.56546547,1,"Gitega",355.25193873875,0.349863309163558,15,30.39329113,-2.56546547,1,"Gitega",158593.484706507,6.18607407689491,2766.87329302746,0.042444389835665,19240.0961003106
