"year","mean_coverage","max_coverage","min_coverage","new_net_per_cap","irs_per_cap","scenario"
2012,0.301991001225095,0.361337110067162,0.25101023044278,0.080077274912565,0,"to-present"
2013,0.247022918425447,0.284233171368399,0.216986977558341,0.0879205685720456,0,"to-present"
2014,0.430628200997507,0.484288267229124,0.364797496681018,0.792706194282031,0,"to-present"
2015,0.569313742388712,0.648491247274605,0.481763393429742,0.102438350462512,0,"to-present"
2016,0.418035551237849,0.46214590208369,0.364647458547208,0.110410478183961,0.343915917605767,"to-present"
2017,0.44454895147921,0.486070983387279,0.389990852752331,0.834516805429835,0.956145512947877,"to-present"
2018,0.634283956756805,0.711174495259289,0.548281190455508,0.114079411566837,0.592361284792089,"to-present"
2019,0.473987422947204,0.523460190409563,0.414858592444902,0.875517836932408,1.26375851044574,"to-present"
2020,0.708750721897579,0.772745615808791,0.625386040712963,0.115732870617339,0.601661586665724,"to-present"
2021,0.5255386236786,0.570735817122248,0.464135840579651,0.115625214969277,0.602750453363285,"BAU"
2022,0.472880526011586,0.512185564396613,0.418506024060825,0.874783455522778,0.60343919921441,"BAU"
2023,0.673819091238931,0.737896382115623,0.584074921758867,0.116304121721605,0.59862380215538,"BAU"
2024,0.493567047044981,0.531661593863918,0.43817902586583,0.113678944118961,0.59903063246479,"BAU"
2025,0.455592564831358,0.494087172838011,0.404371133132244,0.876340404243152,0.602705572593201,"BAU"
2026,0.673487928018095,0.738205975372052,0.590067711933178,0.113514754045875,0.599520558534834,"BAU"
2027,0.491451351727251,0.53007228527682,0.434368851831659,0.115619625725647,0.603042500251562,"BAU"
2028,0.454509796043888,0.490245803583762,0.404963479471599,0.874829201643872,0.600007752474372,"BAU"
2029,0.673224717059871,0.754959252645593,0.583522264018515,0.116004440403937,0.599013311676549,"BAU"
2030,0.49159057703479,0.54484256742218,0.430736186611935,0.114222171717151,0.600891876305742,"BAU"
2021,0.524985038359169,0.571714898245251,0.464274198653719,0.116468951242583,0.602779295100479,"GF"
2022,0.391534254333139,0.42539451839347,0.352761957517642,0.11441658019608,0.600134895111101,"GF"
2023,0.314804433894108,0.344810196166667,0.292771549156774,0.116106331090306,0.599247655972011,"GF"
2024,0.272956426276373,0.291264350446263,0.255023274890177,0.114660963155216,0.601792018748131,"GF"
2025,0.248313317923532,0.260268375899121,0.236240103972207,0.116407995068263,0.602140619757165,"GF"
2026,0.234460381493417,0.250391511764119,0.224490608635051,0.114560241564023,0.599379962872991,"GF"
2027,0.226247649239061,0.240162306692732,0.21369580829507,0.115703369886744,0.600648188555313,"GF"
2028,0.220079080383557,0.233331255078672,0.208219225794821,0.11439169424887,0.60186241559897,"GF"
2029,0.21639173681049,0.228713878633913,0.201574492436441,0.116423331363481,0.601312886152851,"GF"
2030,0.213619192719099,0.227876946755418,0.199935289771154,0.113008858664156,0.599442303534148,"GF"
2021,0.525610546055007,0.572402960587299,0.462540835387954,0.116803959949984,0.602715827162779,"GF with PBO"
2022,0.391368636595153,0.422834505536946,0.341353788068817,0.113363903205775,0.604070954097803,"GF with PBO"
2023,0.313441048326973,0.338683777195183,0.277002216827376,0.114041586249017,0.60016946468319,"GF with PBO"
2024,0.271333617047207,0.287025069503167,0.245861376625356,0.114546279215984,0.604485135876222,"GF with PBO"
2025,0.24650009195523,0.258167797662698,0.23171537277276,0.114298647052332,0.601260794200544,"GF with PBO"
2026,0.233865650007873,0.250166067622109,0.224673886602634,0.114180907615909,0.60235586943867,"GF with PBO"
2027,0.224195924280179,0.242740244051072,0.216557409379327,0.115258795441282,0.600610029766713,"GF with PBO"
2028,0.218325416177652,0.226396468685011,0.210903181620722,0.113210656324531,0.598874204072625,"GF with PBO"
2029,0.213993239374429,0.222767763088122,0.200550623637626,0.114106075368581,0.603216677151851,"GF with PBO"
2030,0.211719718134985,0.227732152926558,0.196720715417535,0.114991901180468,0.600990392267234,"GF with PBO"
2021,0.528504972178212,0.571630440460108,0.464439433307524,0.124847689008043,0.787751613784147,"GF at 80%"
2022,0.398908254740404,0.429782393553484,0.356456852861522,0.121679574702375,0.790812429651281,"GF at 80%"
2023,0.323200818780152,0.341599633301861,0.299031318614413,0.123146055004594,0.788482151957381,"GF at 80%"
2024,0.281529038759337,0.296999384291468,0.263287565616767,0.123079780415261,0.788888958303665,"GF at 80%"
2025,0.256625956364504,0.270488574319822,0.242318316911461,0.121640504760623,0.790733736526085,"GF at 80%"
2026,0.240536640751856,0.254828850969335,0.225933965034514,0.121115728320551,0.791178154370797,"GF at 80%"
2027,0.231364058598746,0.244451171461074,0.217564869593755,0.123506634541697,0.790963508844226,"GF at 80%"
2028,0.226692216240265,0.238976857152701,0.215081362738314,0.120902720811844,0.790957611842389,"GF at 80%"
2029,0.224389282328229,0.237490272608321,0.212721373151337,0.123596001443606,0.789872539561002,"GF at 80%"
2030,0.223030130613064,0.232610156762174,0.211238445896832,0.122597641024112,0.791216824664784,"GF at 80%"
2021,0.52766925015464,0.572471393467652,0.466201415438101,0.123479384438436,0.787747589658492,"GF at 80% with PBO"
2022,0.397347197691122,0.427759756128443,0.363701827995256,0.120833691345908,0.790792076992156,"GF at 80% with PBO"
2023,0.322629895120723,0.345623271860777,0.300746144843121,0.125029702025329,0.78999235634164,"GF at 80% with PBO"
2024,0.28203901017631,0.305116461225805,0.261566501414477,0.121916820773242,0.792548084499983,"GF at 80% with PBO"
2025,0.256394070922132,0.274791228989264,0.243501580257748,0.123717334721427,0.78849043821632,"GF at 80% with PBO"
