"month","year","date","mean_burden","max_burden","min_burden","scenario"
1,2012,"2012-01-01",0.272410487889957,0.289616428725979,0.252610745800678,"to-present"
1,2013,"2013-01-01",0.272240740414837,0.287287989682352,0.25696996471451,"to-present"
1,2014,"2014-01-01",0.26983491928336,0.294895371819872,0.254952199816559,"to-present"
1,2015,"2015-01-01",0.185887573762488,0.210734201797017,0.161875340576095,"to-present"
1,2016,"2016-01-01",0.232691144626114,0.256268910074426,0.205986237175155,"to-present"
1,2017,"2017-01-01",0.255890575852447,0.270782721578551,0.243400728395759,"to-present"
1,2018,"2018-01-01",0.185710099570535,0.201097603060309,0.166287639417351,"to-present"
1,2019,"2019-01-01",0.234802989910446,0.252027364068898,0.215366775127196,"to-present"
1,2020,"2020-01-01",0.251643204568286,0.266056363653941,0.237417582593295,"to-present"
2,2012,"2012-02-01",0.260824862615613,0.282494145194776,0.24593564492868,"to-present"
2,2013,"2013-02-01",0.263247887191284,0.279655258926418,0.249246335166918,"to-present"
2,2014,"2014-02-01",0.254941612370794,0.272954221185943,0.23820541035877,"to-present"
2,2015,"2015-02-01",0.178760033726518,0.199503689233143,0.152617688782396,"to-present"
2,2016,"2016-02-01",0.223477311672045,0.249917078283237,0.205754052348857,"to-present"
2,2017,"2017-02-01",0.244192404137344,0.253851782108535,0.223805981146728,"to-present"
2,2018,"2018-02-01",0.173833280778112,0.196341290506642,0.152820599499876,"to-present"
2,2019,"2019-02-01",0.230396617514531,0.248074989088405,0.208469246785183,"to-present"
2,2020,"2020-02-01",0.20657717357282,0.221963393535563,0.188474002247525,"to-present"
3,2012,"2012-03-01",0.229146516583286,0.256199398681698,0.212302816090692,"to-present"
3,2013,"2013-03-01",0.227814968003942,0.24446001510287,0.213612789170235,"to-present"
3,2014,"2014-03-01",0.224221996440529,0.239858764968765,0.200936306950171,"to-present"
3,2015,"2015-03-01",0.149886674334154,0.164927210046972,0.130844185608635,"to-present"
3,2016,"2016-03-01",0.19444235654062,0.228048511836279,0.171402172278446,"to-present"
3,2017,"2017-03-01",0.210999778964151,0.226631740449,0.194687969767604,"to-present"
3,2018,"2018-03-01",0.141643799989668,0.160168382236493,0.121539735566337,"to-present"
3,2019,"2019-03-01",0.201413774772839,0.225336273257729,0.179025056882926,"to-present"
3,2020,"2020-03-01",0.153458928803983,0.171747313338663,0.133608363886899,"to-present"
4,2012,"2012-04-01",0.237944830823693,0.262420288300139,0.221783441347417,"to-present"
4,2013,"2013-04-01",0.237675091313451,0.257743304332844,0.216891365225076,"to-present"
4,2014,"2014-04-01",0.229435706264368,0.2494148231121,0.210000880216526,"to-present"
4,2015,"2015-04-01",0.162777645952443,0.179387166683601,0.144416721069828,"to-present"
4,2016,"2016-04-01",0.204163174091405,0.232835902404034,0.186718833505626,"to-present"
4,2017,"2017-04-01",0.220567627679747,0.239437049650657,0.194746579709536,"to-present"
4,2018,"2018-04-01",0.157479628546376,0.181794931302867,0.132540751357683,"to-present"
4,2019,"2019-04-01",0.213029461140762,0.230914345420548,0.188830961977582,"to-present"
4,2020,"2020-04-01",0.154724155226287,0.172436711570491,0.137935244384164,"to-present"
5,2012,"2012-05-01",0.244604137464575,0.267213506250865,0.22585161534167,"to-present"
5,2013,"2013-05-01",0.245396689244183,0.259589856650769,0.227709008477896,"to-present"
5,2014,"2014-05-01",0.240401340895161,0.25621068707388,0.223638898071574,"to-present"
5,2015,"2015-05-01",0.167625902499765,0.185672083062904,0.148236189547273,"to-present"
5,2016,"2016-05-01",0.216184298053128,0.235889933663076,0.205141327138796,"to-present"
5,2017,"2017-05-01",0.227624662387211,0.243707391012882,0.207470063505187,"to-present"
5,2018,"2018-05-01",0.163281187482357,0.178811152875189,0.143665629568023,"to-present"
5,2019,"2019-05-01",0.221142543948251,0.236878638659631,0.202044584439161,"to-present"
5,2020,"2020-05-01",0.158442391384191,0.181219077241866,0.12552955469432,"to-present"
6,2012,"2012-06-01",0.259896778732241,0.280754102726741,0.244915299491099,"to-present"
6,2013,"2013-06-01",0.260174462786924,0.277140200372373,0.239202568712187,"to-present"
6,2014,"2014-06-01",0.254375714175282,0.269555146277058,0.227141828908757,"to-present"
6,2015,"2015-06-01",0.189140585735826,0.210350884597783,0.163807537999465,"to-present"
6,2016,"2016-06-01",0.232191804150159,0.271241004010309,0.208230885029408,"to-present"
6,2017,"2017-06-01",0.24318245851979,0.257908356157086,0.230744520130544,"to-present"
6,2018,"2018-06-01",0.182135293098387,0.209816152479389,0.157502460734333,"to-present"
6,2019,"2019-06-01",0.236401988177138,0.260051549074167,0.212220493848616,"to-present"
6,2020,"2020-06-01",0.171950358067437,0.192825690339354,0.154100614144747,"to-present"
7,2012,"2012-07-01",0.238842021336927,0.263273891245163,0.220767161239125,"to-present"
7,2013,"2013-07-01",0.2384710731913,0.25434334876757,0.21810946193347,"to-present"
7,2014,"2014-07-01",0.23150883593778,0.244938246164822,0.215160797963244,"to-present"
7,2015,"2015-07-01",0.170319459217046,0.193778846721812,0.14983683371407,"to-present"
7,2016,"2016-07-01",0.213155831535211,0.239413124082736,0.190198411783506,"to-present"
7,2017,"2017-07-01",0.220823307014691,0.237055823860134,0.204397625558541,"to-present"
7,2018,"2018-07-01",0.166049496807581,0.185643089219041,0.145111028110146,"to-present"
7,2019,"2019-07-01",0.216806846062464,0.23445570525337,0.201269761964583,"to-present"
7,2020,"2020-07-01",0.154346272366838,0.189344965473972,0.12887811689569,"to-present"
8,2012,"2012-08-01",0.195056982723221,0.214750427119932,0.177181785976632,"to-present"
