"year","date","mean_coverage","max_coverage","min_coverage","scenario"
2012,2012-01-01,0.463663394480477,0.499343895464602,0.427295503315411,"to-present"
2012,2012-02-01,0.463663394480477,0.499343895464602,0.427295503315411,"to-present"
2012,2012-03-01,0.463663394480477,0.499343895464602,0.427295503315411,"to-present"
2012,2012-04-01,0.463663394480477,0.499343895464602,0.427295503315411,"to-present"
2012,2012-05-01,0.463663394480477,0.499343895464602,0.427295503315411,"to-present"
2012,2012-06-01,0.463663394480477,0.499343895464602,0.427295503315411,"to-present"
2012,2012-07-01,0.463663394480477,0.499343895464602,0.427295503315411,"to-present"
2012,2012-08-01,0.463663394480477,0.499343895464602,0.427295503315411,"to-present"
2012,2012-09-01,0.463663394480477,0.499343895464602,0.427295503315411,"to-present"
2012,2012-10-01,0.463663394480477,0.499343895464602,0.427295503315411,"to-present"
2012,2012-11-01,0.463663394480477,0.499343895464602,0.427295503315411,"to-present"
2012,2012-12-01,0.463663394480477,0.499343895464602,0.427295503315411,"to-present"
2013,2013-01-01,0.502088485611548,0.531105916575293,0.476575822257903,"to-present"
2013,2013-02-01,0.502088485611548,0.531105916575293,0.476575822257903,"to-present"
2013,2013-03-01,0.502088485611548,0.531105916575293,0.476575822257903,"to-present"
2013,2013-04-01,0.502088485611548,0.531105916575293,0.476575822257903,"to-present"
2013,2013-05-01,0.502088485611548,0.531105916575293,0.476575822257903,"to-present"
2013,2013-06-01,0.502088485611548,0.531105916575293,0.476575822257903,"to-present"
2013,2013-07-01,0.502088485611548,0.531105916575293,0.476575822257903,"to-present"
2013,2013-08-01,0.502088485611548,0.531105916575293,0.476575822257903,"to-present"
2013,2013-09-01,0.502088485611548,0.531105916575293,0.476575822257903,"to-present"
2013,2013-10-01,0.502088485611548,0.531105916575293,0.476575822257903,"to-present"
2013,2013-11-01,0.502088485611548,0.531105916575293,0.476575822257903,"to-present"
2013,2013-12-01,0.502088485611548,0.531105916575293,0.476575822257903,"to-present"
2014,2014-01-01,0.540513576742619,0.562867937685983,0.524773373368233,"to-present"
2014,2014-02-01,0.540513576742619,0.562867937685983,0.524773373368233,"to-present"
2014,2014-03-01,0.540513576742619,0.562867937685983,0.524773373368233,"to-present"
2014,2014-04-01,0.540513576742619,0.562867937685983,0.524773373368233,"to-present"
2014,2014-05-01,0.540513576742619,0.562867937685983,0.524773373368233,"to-present"
2014,2014-06-01,0.540513576742619,0.562867937685983,0.524773373368233,"to-present"
2014,2014-07-01,0.540513576742619,0.562867937685983,0.524773373368233,"to-present"
2014,2014-08-01,0.540513576742619,0.562867937685983,0.524773373368233,"to-present"
2014,2014-09-01,0.540513576742619,0.562867937685983,0.524773373368233,"to-present"
2014,2014-10-01,0.540513576742619,0.562867937685983,0.524773373368233,"to-present"
2014,2014-11-01,0.540513576742619,0.562867937685983,0.524773373368233,"to-present"
2014,2014-12-01,0.540513576742619,0.562867937685983,0.524773373368233,"to-present"
2015,2015-01-01,0.578938667873691,0.594629958796674,0.563576377559348,"to-present"
2015,2015-02-01,0.578938667873691,0.594629958796674,0.563576377559348,"to-present"
2015,2015-03-01,0.578938667873691,0.594629958796674,0.563576377559348,"to-present"
2015,2015-04-01,0.578938667873691,0.594629958796674,0.563576377559348,"to-present"
2015,2015-05-01,0.578938667873691,0.594629958796674,0.563576377559348,"to-present"
2015,2015-06-01,0.578938667873691,0.594629958796674,0.563576377559348,"to-present"
2015,2015-07-01,0.578938667873691,0.594629958796674,0.563576377559348,"to-present"
2015,2015-08-01,0.578938667873691,0.594629958796674,0.563576377559348,"to-present"
2015,2015-09-01,0.578938667873691,0.594629958796674,0.563576377559348,"to-present"
2015,2015-10-01,0.578938667873691,0.594629958796674,0.563576377559348,"to-present"
2015,2015-11-01,0.578938667873691,0.594629958796674,0.563576377559348,"to-present"
2015,2015-12-01,0.578938667873691,0.594629958796674,0.563576377559348,"to-present"
2016,2016-01-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2016,2016-02-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2016,2016-03-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2016,2016-04-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2016,2016-05-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2016,2016-06-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2016,2016-07-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2016,2016-08-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2016,2016-09-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2016,2016-10-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2016,2016-11-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2016,2016-12-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2017,2017-01-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2017,2017-02-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2017,2017-03-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2017,2017-04-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2017,2017-05-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2017,2017-06-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2017,2017-07-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2017,2017-08-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2017,2017-09-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2017,2017-10-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2017,2017-11-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2017,2017-12-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2018,2018-01-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2018,2018-02-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2018,2018-03-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2018,2018-04-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2018,2018-05-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2018,2018-06-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2018,2018-07-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2018,2018-08-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2018,2018-09-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2018,2018-10-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2018,2018-11-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2018,2018-12-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2019,2019-01-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2019,2019-02-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2019,2019-03-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2019,2019-04-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2019,2019-05-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2019,2019-06-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2019,2019-07-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2019,2019-08-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2019,2019-09-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2019,2019-10-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2019,2019-11-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2019,2019-12-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2020,2020-01-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2020,2020-02-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2020,2020-03-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2020,2020-04-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2020,2020-05-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2020,2020-06-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2020,2020-07-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2020,2020-08-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2020,2020-09-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2020,2020-10-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2020,2020-11-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2020,2020-12-01,0.617363759004762,0.630089732819412,0.597841973495929,"to-present"
2021,2021-01-01,0.617363759004762,0.630089732819412,0.597841973495929,"BAU"
2021,2021-02-01,0.617363759004762,0.630089732819412,0.597841973495929,"BAU"
2021,2021-03-01,0.617363759004762,0.630089732819412,0.597841973495929,"BAU"
2021,2021-04-01,0.617363759004762,0.630089732819412,0.597841973495929,"BAU"
2021,2021-05-01,0.617363759004762,0.630089732819412,0.597841973495929,"BAU"
2021,2021-06-01,0.617363759004762,0.630089732819412,0.597841973495929,"BAU"
2021,2021-07-01,0.617363759004762,0.630089732819412,0.597841973495929,"BAU"
2021,2021-08-01,0.617363759004762,0.630089732819412,0.597841973495929,"BAU"
2021,2021-09-01,0.617363759004762,0.630089732819412,0.597841973495929,"BAU"
2021,2021-10-01,0.617363759004762,0.630089732819412,0.597841973495929,"BAU"
2021,2021-11-01,0.617363759004762,0.630089732819412,0.597841973495929,"BAU"
2021,2021-12-01,0.617363759004762,0.630089732819412,0.597841973495929,"BAU"
2022,2022-01-01,0.617363759004762,0.630089732819412,0.597841973495929,"BAU"
2022,2022-02-01,0.617363759004762,0.630089732819412,0.597841973495929,"BAU"
2022,2022-03-01,0.617363759004762,0.630089732819412,0.597841973495929,"BAU"
2022,2022-04-01,0.617363759004762,0.630089732819412,0.597841973495929,"BAU"
2022,2022-05-01,0.617363759004762,0.630089732819412,0.597841973495929,"BAU"
2022,2022-06-01,0.617363759004762,0.630089732819412,0.597841973495929,"BAU"
2022,2022-07-01,0.617363759004762,0.630089732819412,0.597841973495929,"BAU"
2022,2022-08-01,0.617363759004762,0.630089732819412,0.597841973495929,"BAU"
2022,2022-09-01,0.617363759004762,0.630089732819412,0.597841973495929,"BAU"
