"year","mean_burden","max_burden","min_burden","scenario"
2012,1.44501866590291,2.41610502917057,0.692142322452539,"to-present"
2013,1.26314507848298,2.44787039254895,0.541447301545229,"to-present"
2014,0.954427821380852,1.71251299599264,0.512842563026637,"to-present"
2015,0.903105014900834,1.48003003486493,0.444812754223065,"to-present"
2016,0.944200039806597,1.73316991775539,0.451510225378898,"to-present"
2017,0.824158591958244,1.42764927657299,0.44811973577937,"to-present"
2018,0.810172637618932,1.35221756330092,0.455257957898961,"to-present"
2019,1.03628489301283,1.64240054365175,0.591730302953314,"to-present"
2020,0.795092406202109,1.87979508628287,0.397134100380104,"to-present"
2021,1.02520660680862,2.02157970447546,0.441951161889332,"BAU"
2022,1.05011141923614,1.88582972703865,0.496489115783206,"BAU"
2023,0.799738168646987,1.67833226693129,0.343392905631676,"BAU"
2024,1.14435014835109,1.84463777876557,0.500668415536459,"BAU"
2025,1.08257013866146,2.7308047994481,0.571969577599732,"BAU"
2026,0.886196155938016,1.64777379648548,0.451328309533602,"BAU"
2027,1.17613626465347,2.45821423851236,0.569960811290831,"BAU"
2028,1.0812585880449,1.99657462298863,0.498634789337552,"BAU"
2029,0.825395808475105,1.47627577221832,0.40007252104025,"BAU"
2030,1.07722480084127,2.15075358148628,0.502621695471635,"BAU"
2021,0.721854973251381,1.59367953664513,0.386452906297521,"GF"
2022,0.625537948273751,1.26821574529717,0.318714958399353,"GF"
2023,0.674055339064864,1.08131943463831,0.341904360726764,"GF"
2024,0.722193074114424,1.68324856423791,0.387414722428875,"GF"
2025,0.765775480378398,1.30472553735676,0.337045108484497,"GF"
2026,0.786737885822856,1.41898540138165,0.334693781490053,"GF"
2027,0.990724291953938,1.9651617111904,0.476342214180739,"GF"
2028,0.897165240823365,1.32683386560471,0.447628298544797,"GF"
2029,0.832353148044301,2.00867945453302,0.388264095049485,"GF"
2030,0.837667055108822,1.34434406498274,0.448470842689074,"GF"
2021,0.652646440724779,1.32938463056912,0.38238559429843,"GF with PBO"
2022,0.722133893398764,1.48189091763362,0.277484986914777,"GF with PBO"
2023,0.607096836088611,1.10042967769888,0.296736809535206,"GF with PBO"
2024,0.729631792587635,1.50726577325229,0.361896497899841,"GF with PBO"
2025,0.702836020087284,1.4899646167679,0.338287329775828,"GF with PBO"
2026,0.74976298566557,1.55447257782185,0.327293174805321,"GF with PBO"
2027,0.916592712119237,1.48782483778551,0.379164445150438,"GF with PBO"
2028,0.876815211873753,1.90023399773446,0.396150314640137,"GF with PBO"
2029,0.748956656287662,1.62779856238373,0.398435318245846,"GF with PBO"
2030,0.743328311825395,1.22076672709178,0.342733484022754,"GF with PBO"
2021,0.58394203665973,1.35535191831379,0.237454987398127,"GF at 80%"
2022,0.654932005506067,1.29549001217003,0.265209843878674,"GF at 80%"
2023,0.597811839098701,1.08104774776095,0.283124817615395,"GF at 80%"
2024,0.752030652065006,1.21317273118479,0.335765097934573,"GF at 80%"
2025,0.633266976044306,1.41289779881877,0.242925833522736,"GF at 80%"
2026,0.777730065027316,1.45272101742359,0.344540372834791,"GF at 80%"
2027,0.752094729861795,1.4677146625636,0.337786272240183,"GF at 80%"
2028,0.739143430523654,1.80864337585268,0.24051160300871,"GF at 80%"
2029,0.670930207247475,1.32389099408659,0.296976851457598,"GF at 80%"
2030,0.761537128705348,1.64440496255,0.339536688540567,"GF at 80%"
2021,0.482868963967313,0.990903912563699,0.239384806057135,"GF at 80% with PBO"
2022,0.561363801802872,1.4794447082011,0.196124755840209,"GF at 80% with PBO"
2023,0.574700795002417,1.18155069712639,0.209319708258861,"GF at 80% with PBO"
2024,0.632381553618871,1.30737317202003,0.259669797198981,"GF at 80% with PBO"
2025,0.685536194393358,1.69714206470197,0.286393224294791,"GF at 80% with PBO"
2026,0.641874067858597,1.27404273415088,0.35055188174288,"GF at 80% with PBO"
2027,0.778135439345575,1.85064870404695,0.242756136312159,"GF at 80% with PBO"
2028,0.67446751404332,1.12785716953975,0.356222504571609,"GF at 80% with PBO"
2029,0.70812828851996,1.25085457923238,0.342514600918816,"GF at 80% with PBO"
2030,0.768366011453092,1.68112101945985,0.336686702790931,"GF at 80% with PBO"
2020,0.795092406202109,1.87979508628287,0.397134100380104,"BAU"
2020,0.795092406202109,1.87979508628287,0.397134100380104,"GF"
2020,0.795092406202109,1.87979508628287,0.397134100380104,"GF with PBO"
2020,0.795092406202109,1.87979508628287,0.397134100380104,"GF at 80%"
2020,0.795092406202109,1.87979508628287,0.397134100380104,"GF at 80% with PBO"
