"year","date","mean_coverage","max_coverage","min_coverage","new_net_per_cap","irs_per_cap","scenario"
2012,2012-01-01,0.34024307810708,0.410672486980019,0.277085830394929,0.00690375310694082,0,"to-present"
2012,2012-02-01,0.332626816460896,0.401963758391983,0.273526889034733,0.00614552639338643,0,"to-present"
2012,2012-03-01,0.32463767103356,0.392670889847775,0.26740995478622,0.00694439279684788,0,"to-present"
2012,2012-04-01,0.316992457106975,0.382784477383175,0.25973355312335,0.005374715309609,0,"to-present"
2012,2012-05-01,0.308813906773744,0.373354218553786,0.253949159386429,0.00702964913616966,0,"to-present"
2012,2012-06-01,0.302519756869636,0.362111703833438,0.251103950514837,0.00689968200923564,0,"to-present"
2012,2012-07-01,0.296753940148683,0.356609177332459,0.248133354374567,0.00749378371454546,0,"to-present"
2012,2012-08-01,0.291567733934404,0.348015177403851,0.240748560049673,0.00695248953056352,0,"to-present"
2012,2012-09-01,0.285223299072256,0.335562355782502,0.239738932111156,0.0066084961666748,0,"to-present"
2012,2012-10-01,0.280193175672465,0.332300298909331,0.235818918419035,0.00709239886668508,0,"to-present"
2012,2012-11-01,0.274833110919644,0.322469713864764,0.232594376961756,0.00640578440278595,0,"to-present"
2012,2012-12-01,0.269487068601795,0.317531062522862,0.232279286156674,0.00622660347912075,0,"to-present"
2013,2013-01-01,0.265264018777677,0.3128706149037,0.228531836106108,0.00760585919790239,0,"to-present"
2013,2013-02-01,0.261266583031132,0.308839723629988,0.227568076691402,0.00668487174370487,0,"to-present"
2013,2013-03-01,0.258020578709528,0.305846984763402,0.223471183283794,0.00778982931078204,0,"to-present"
2013,2013-04-01,0.254517951711704,0.296727321839612,0.222667999190457,0.00696199635869136,0,"to-present"
2013,2013-05-01,0.251069386619103,0.290293453944044,0.219789259146208,0.0076070138892677,0,"to-present"
2013,2013-06-01,0.248212926237778,0.28738699562293,0.217706386499412,0.00703901796244769,0,"to-present"
2013,2013-07-01,0.244905554439412,0.27958763627664,0.214135405711174,0.00734893896476162,0,"to-present"
2013,2013-08-01,0.241947061402094,0.273597891215949,0.213307544465775,0.00779204003045869,0,"to-present"
2013,2013-09-01,0.238738795506925,0.269824846407317,0.209903960709217,0.00702312765283663,0,"to-present"
2013,2013-10-01,0.23608265920049,0.265822386840697,0.208167512883171,0.00750832206656413,0,"to-present"
2013,2013-11-01,0.233141614134171,0.261501124589506,0.207246687396649,0.00687336680425223,0,"to-present"
2013,2013-12-01,0.231107891335348,0.258964046331683,0.206762873547934,0.00768618459037618,0,"to-present"
2014,2014-01-01,0.22940107308517,0.255687762349323,0.203339085526241,0.00773523734730356,0,"to-present"
2014,2014-02-01,0.22743467835618,0.251570512164531,0.201284803307107,0.00740972243893857,0,"to-present"
2014,2014-03-01,0.225388377988123,0.247734879501807,0.201462553995152,0.00858589786902072,0,"to-present"
2014,2014-04-01,0.224089462334651,0.244763936915591,0.198655472119622,0.00742578617296411,0,"to-present"
2014,2014-05-01,0.222378023247334,0.243485466179167,0.196550401635688,0.00787251518636186,0,"to-present"
2014,2014-06-01,0.22102121633739,0.239395466804032,0.197765752657155,0.00821915112147738,0,"to-present"
2014,2014-07-01,0.470710484220986,0.530149452094504,0.395903235418124,0.706356564888636,0,"to-present"
2014,2014-08-01,0.677160493175777,0.77298927020387,0.562596857132711,0.00738852070413558,0,"to-present"
2014,2014-09-01,0.674673993485992,0.771735750395134,0.558824027243291,0.00801297962683852,0,"to-present"
2014,2014-10-01,0.672304863444,0.767027869572895,0.559994611772313,0.00779986575259244,0,"to-present"
2014,2014-11-01,0.66588662996608,0.761410109410345,0.553031744574495,0.00790697719104635,0,"to-present"
2014,2014-12-01,0.6570891163284,0.752240796744965,0.544507352682698,0.00799297598271585,0,"to-present"
2015,2015-01-01,0.647479662814961,0.741232754045158,0.540658426347584,0.00880476765270414,0,"to-present"
2015,2015-02-01,0.635095225529277,0.727150922918434,0.530450694827201,0.00746566862320922,0,"to-present"
2015,2015-03-01,0.621910737124608,0.710826591626442,0.520281928181101,0.00922698618960846,0,"to-present"
2015,2015-04-01,0.607080794729812,0.693759679206422,0.512005477594301,0.0090914134718579,0,"to-present"
2015,2015-05-01,0.592820093751288,0.679790628536653,0.499791708596761,0.00843638167985151,0,"to-present"
2015,2015-06-01,0.576898078173546,0.659023250647235,0.486225494839892,0.00827285491632809,0,"to-present"
2015,2015-07-01,0.561633909194808,0.638051825466849,0.473767679750527,0.00862543167609342,0,"to-present"
2015,2015-08-01,0.546644489152779,0.620805471538757,0.464511805695216,0.00835737508864812,0,"to-present"
2015,2015-09-01,0.53259213482021,0.606753933999643,0.449952145600815,0.00837509343785771,0,"to-present"
2015,2015-10-01,0.517715535252472,0.591687363233535,0.43819640907548,0.00855952006460898,0,"to-present"
2015,2015-11-01,0.503349204905317,0.570822780554184,0.433556273303338,0.00879828451725955,0,"to-present"
2015,2015-12-01,0.488545043215464,0.552629281889936,0.416748828790424,0.00842457314448485,0,"to-present"
2016,2016-01-01,0.474986864696674,0.534226324287889,0.409059123196728,0.00921119442008077,0,"to-present"
2016,2016-02-01,0.463163840377846,0.517426648782047,0.399340019894725,0.00885266254854975,0,"to-present"
2016,2016-03-01,0.452091929794925,0.508278290122092,0.389454516785851,0.00943874078081878,0,"to-present"
2016,2016-04-01,0.441134886212031,0.493110823545578,0.382230703909181,0.00905777182663408,0.343915917605767,"to-present"
2016,2016-05-01,0.430475410470789,0.47879460986784,0.375754517760814,0.00939723250045006,0,"to-present"
