"year","mean_coverage","max_coverage","min_coverage","new_net_per_cap","irs_per_cap","scenario"
2012,0.13893094173274,0.161666797585166,0.11529160128984,0.0802209554908112,0,"to-present"
2013,0.116738414930354,0.138586864466765,0.0851519853462866,0.0909828667963227,0,"to-present"
2014,0.344921058331174,0.397309226866079,0.278673394603245,0.79579205874023,0,"to-present"
2015,0.378110791257324,0.456531796110183,0.308335754510332,0.109100916892276,0,"to-present"
2016,0.210509797240461,0.249470273395481,0.176809703521296,0.113149391717308,0,"to-present"
2017,0.302536849907265,0.345533749567597,0.260382370580098,0.820137694361226,0,"to-present"
2018,0.444903892138958,0.519530502811045,0.380786233543316,0.119745648135029,0,"to-present"
2019,0.255652282527817,0.284090502937471,0.227873616833803,0.873884030527812,0,"to-present"
2020,0.560900353561515,0.63868975373342,0.479366040990759,0.119164901746939,0,"to-present"
2021,0.283414885210017,0.318219117311065,0.248578140667652,0.121638675599022,0,"BAU"
2022,0.296977923486121,0.330249746390969,0.266622770657863,0.8727862824051,0,"BAU"
2023,0.499888247072812,0.571670535908292,0.437657320723217,0.124515975703324,0,"BAU"
2024,0.25799521914024,0.294402839576816,0.214834920269552,0.1210143737715,0,"BAU"
2025,0.289207908437476,0.330583874319829,0.261534916190021,0.873072508177928,0,"BAU"
2026,0.495853552790561,0.584193342708715,0.42535965061062,0.119808725239527,0,"BAU"
2027,0.258834562747976,0.306542535003302,0.205782607967736,0.121441951130032,0,"BAU"
2028,0.291238668299834,0.324138260171699,0.259006556479177,0.874356309995614,0,"BAU"
2029,0.498454430314711,0.568302608796449,0.410602667366451,0.121719129860214,0,"BAU"
2030,0.257552912956486,0.301017063322153,0.207338292037194,0.117555422285423,0,"BAU"
2021,0.750026089631664,0.767210311305299,0.737309570856636,0.918458822771598,0,"GF"
2022,0.718486235175221,0.739014874056272,0.696667943109109,0.912392689118443,0,"GF"
2023,0.718486892105013,0.740366512094741,0.701733673711913,0.923208583677297,0,"GF"
2024,0.717080506932318,0.733375691504506,0.699969135283324,0.916104702051171,0,"GF"
2025,0.714764267344999,0.729738085615303,0.693943597110361,0.916226164907769,0,"GF"
2026,0.717760735513397,0.734146476354205,0.703258215771078,0.912805500483441,0,"GF"
2027,0.712559912834321,0.73239769155545,0.688976352853816,0.913630412745965,0,"GF"
2028,0.718497015264673,0.731425131118655,0.704011793168536,0.916610546290241,0,"GF"
2029,0.712862479217422,0.731723607629931,0.698990854403088,0.913452524209244,0,"GF"
2030,0.711828373410636,0.723960253021242,0.697073961274138,0.90963401001647,0,"GF"
2021,0.750104383303821,0.767091936014014,0.73620399964037,0.918365539162636,0,"GF with PBO"
2022,0.719882852061826,0.737618044660002,0.708990819666062,0.914815535484223,0,"GF with PBO"
2023,0.718241652327765,0.732738450515772,0.703345233170959,0.918788959037229,0,"GF with PBO"
2024,0.714653576481236,0.724602646708988,0.701425090468202,0.912876014626873,0,"GF with PBO"
2025,0.715502756045486,0.728777623360113,0.699546756523498,0.919701092478222,0,"GF with PBO"
2026,0.714956768951357,0.734990016333611,0.701722259118108,0.91487196577823,0,"GF with PBO"
2027,0.719229065048783,0.735822442293398,0.698035718435069,0.922620935492175,0,"GF with PBO"
2028,0.713561877780599,0.726524727878711,0.696569044127902,0.911168765374021,0,"GF with PBO"
2029,0.713595670712949,0.733424647557994,0.694882671420717,0.914469674683426,0,"GF with PBO"
2030,0.71440097553129,0.726740734581347,0.701660385912896,0.913865098105411,0,"GF with PBO"
2021,0.749684930487717,0.766699065433789,0.735906365852015,0.921680541068922,0,"GF at 80%"
2022,0.719116282826429,0.735856581680718,0.707383891207358,0.917441259188735,0,"GF at 80%"
2023,0.717327287982485,0.729371928252128,0.698285373550807,0.921162156550732,0,"GF at 80%"
2024,0.715263521995889,0.727889409193446,0.703668993195328,0.916213130823112,0,"GF at 80%"
2025,0.715384788602784,0.727465255763614,0.699476607118493,0.92080470265365,0,"GF at 80%"
2026,0.713322469596766,0.731918618483849,0.695819442766968,0.914832815480259,0,"GF at 80%"
2027,0.717054323136584,0.732544187874753,0.702920977487708,0.922955590902034,0,"GF at 80%"
2028,0.715803543894128,0.727617451040866,0.693079634422931,0.918269714901264,0,"GF at 80%"
2029,0.717351497842038,0.735240005162957,0.690484230841125,0.921149922438129,0,"GF at 80%"
2030,0.714571759185058,0.731016121036445,0.69601540852982,0.914362933966458,0,"GF at 80%"
2021,0.750731382430256,0.767934596108166,0.737042611075433,0.921185078681067,0,"GF at 80% with PBO"
2022,0.721197456890671,0.735866027844187,0.704176928363633,0.918753648738398,0,"GF at 80% with PBO"
2023,0.717950116611496,0.735969121453754,0.701728097255588,0.922448774885436,0,"GF at 80% with PBO"
2024,0.7187469783561,0.73243883741436,0.700860652241242,0.917883423309998,0,"GF at 80% with PBO"
2025,0.714786410821367,0.723574016278557,0.704860496634441,0.91946321185967,0,"GF at 80% with PBO"
2026,0.716521761993934,0.728971270874002,0.690230489309726,0.915976958143995,0,"GF at 80% with PBO"
2027,0.714574327273683,0.735466636754161,0.702099180712088,0.917299223687801,0,"GF at 80% with PBO"
2028,0.717294057015298,0.731753953659632,0.698028908700009,0.919526329469232,0,"GF at 80% with PBO"
2029,0.715630153150662,0.733389365820663,0.697814994261826,0.918301242444832,0,"GF at 80% with PBO"
2030,0.715292124320352,0.728959972573712,0.700995186094125,0.915916158946693,0,"GF at 80% with PBO"
2020,0.560900353561515,0.63868975373342,0.479366040990759,0.119164901746939,0,"BAU"
2020,0.560900353561515,0.63868975373342,0.479366040990759,0.119164901746939,0,"GF"
2020,0.560900353561515,0.63868975373342,0.479366040990759,0.119164901746939,0,"GF with PBO"
2020,0.560900353561515,0.63868975373342,0.479366040990759,0.119164901746939,0,"GF at 80%"
2020,0.560900353561515,0.63868975373342,0.479366040990759,0.119164901746939,0,"GF at 80% with PBO"
