"","year","admin_name","seed","coverage","birthday_age","net_life_lognormal_mu","net_life_lognormal_sigma","simday","duration","bio_mortality","indoor_net_protection","net_type_PBO","block_initial","kill_initial"
"1",2021,"Bubanza",20,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"2",2021,"Bubanza",28,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"3",2021,"Bubanza",36,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"4",2021,"Bubanza",8,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"5",2021,"Bubanza",15,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"6",2021,"Bubanza",32,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"7",2021,"Bubanza",7,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"8",2021,"Bubanza",29,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"9",2021,"Bubanza",13,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"10",2021,"Bubanza",46,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"11",2021,"Bubanza",34,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"12",2021,"Bubanza",3,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"13",2021,"Bubanza",47,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"14",2021,"Bubanza",18,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"15",2021,"Bubanza",48,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"16",2021,"Bubanza",30,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"17",2021,"Bubanza",5,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"18",2021,"Bubanza",44,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"19",2021,"Bubanza",9,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"20",2021,"Bubanza",36,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"21",2021,"Bubanza",28,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"22",2021,"Bubanza",30,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"23",2021,"Bubanza",3,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"24",2021,"Bubanza",2,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"25",2021,"Bubanza",24,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"26",2021,"Bubanza",27,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"27",2021,"Bubanza",1,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"28",2021,"Bubanza",6,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"29",2021,"Bubanza",19,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"30",2021,"Bubanza",38,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"31",2021,"Bubanza",16,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"32",2021,"Bubanza",50,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"33",2021,"Bubanza",43,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"34",2021,"Bubanza",45,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"35",2021,"Bubanza",31,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"36",2021,"Bubanza",47,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"37",2021,"Bubanza",23,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"38",2021,"Bubanza",40,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"39",2021,"Bubanza",4,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"40",2021,"Bubanza",6,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"41",2021,"Bubanza",46,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"42",2021,"Bubanza",22,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"43",2021,"Bubanza",2,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"44",2021,"Bubanza",41,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"45",2021,"Bubanza",11,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"46",2021,"Bubanza",14,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"47",2021,"Bubanza",40,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"48",2021,"Bubanza",42,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"49",2021,"Bubanza",31,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"50",2021,"Bubanza",25,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"51",2021,"Bubanza",11,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"52",2021,"Bubanza",35,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"53",2021,"Bubanza",5,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"54",2021,"Bubanza",25,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"55",2021,"Bubanza",39,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"56",2021,"Bubanza",29,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"57",2021,"Bubanza",41,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"58",2021,"Bubanza",12,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"59",2021,"Bubanza",9,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"60",2021,"Bubanza",37,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"61",2021,"Bubanza",34,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"62",2021,"Bubanza",21,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"63",2021,"Bubanza",24,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"64",2021,"Bubanza",33,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"65",2021,"Bubanza",42,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"66",2021,"Bubanza",33,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"67",2021,"Bubanza",20,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"68",2021,"Bubanza",21,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"69",2021,"Bubanza",51,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"70",2021,"Bubanza",35,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"71",2021,"Bubanza",12,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"72",2021,"Bubanza",45,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"73",2021,"Bubanza",43,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"74",2021,"Bubanza",4,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"75",2021,"Bubanza",38,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"76",2021,"Bubanza",32,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"77",2021,"Bubanza",27,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"78",2021,"Bubanza",37,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"79",2021,"Bubanza",15,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"80",2021,"Bubanza",51,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"81",2021,"Bubanza",49,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"82",2021,"Bubanza",1,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"83",2021,"Bubanza",19,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"84",2021,"Bubanza",7,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"85",2021,"Bubanza",13,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"86",2021,"Bubanza",16,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"87",2021,"Bubanza",14,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"88",2021,"Bubanza",26,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"89",2021,"Bubanza",10,0.6588,3,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"90",2021,"Bubanza",44,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.914624737339336,0.702855803114514
"91",2021,"Bubanza",23,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.849844325325269,0.506566652462825
"92",2021,"Bubanza",50,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.792587530912632,0.702855803114514
"93",2021,"Bubanza",49,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
"94",2021,"Bubanza",17,0.8235,1,6.594,0.8,0,-1,0.4,0.75,1,0.732295084910494,0.506566652462825
