"","year","admin_name","seed","access","simday","duration","coverage","net_life_lognormal_mu","net_life_lognormal_sigma","bio_mortality","indoor_net_protection","block_initial","kill_initial"
"35",2021,"Bubanza",2,0.8696819,0,-1,0.78271371,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"36",2021,"Bubanza",26,0.8696819,0,-1,0.78271371,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"37",2021,"Bubanza",27,0.8696819,0,-1,0.78271371,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"38",2021,"Bubanza",3,0.8696819,0,-1,0.78271371,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"39",2021,"Bubanza",50,0.8696819,0,-1,0.78271371,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"40",2021,"Bubanza",45,0.8696819,0,-1,0.78271371,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"41",2021,"Bubanza",29,0.8696819,0,-1,0.78271371,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"42",2021,"Bubanza",47,0.8696819,0,-1,0.78271371,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"43",2021,"Bubanza",7,0.8696819,0,-1,0.78271371,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"44",2021,"Bubanza",8,0.8696819,0,-1,0.78271371,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"45",2021,"Bubanza",1,0.8696819,0,-1,0.78271371,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"46",2021,"Bubanza",49,0.8696819,0,-1,0.78271371,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"47",2021,"Bubanza",39,0.8696819,0,-1,0.78271371,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"48",2021,"Bubanza",37,0.8696819,0,-1,0.78271371,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"49",2021,"Bubanza",10,0.8696819,0,-1,0.78271371,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"50",2021,"Bubanza",4,0.8696819,0,-1,0.78271371,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"51",2021,"Bubanza",11,0.8696819,0,-1,0.78271371,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"52",2021,"Bugarama",40,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"53",2021,"Bugarama",1,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"54",2021,"Bugarama",2,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"55",2021,"Bugarama",20,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"56",2021,"Bugarama",46,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"57",2021,"Bugarama",18,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"58",2021,"Bugarama",50,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"59",2021,"Bugarama",28,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"60",2021,"Bugarama",12,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"61",2021,"Bugarama",9,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"62",2021,"Bugarama",38,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"63",2021,"Bugarama",10,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"64",2021,"Bugarama",42,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"65",2021,"Bugarama",24,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"66",2021,"Bugarama",31,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"67",2021,"Bugarama",35,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"68",2021,"Bugarama",3,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"69",2021,"Bugarama",32,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"70",2021,"Bugarama",8,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"71",2021,"Bugarama",22,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"72",2021,"Bugarama",11,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"73",2021,"Bugarama",30,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"74",2021,"Bugarama",34,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"75",2021,"Bugarama",17,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"76",2021,"Bugarama",36,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"77",2021,"Bugarama",7,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"78",2021,"Bugarama",15,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"79",2021,"Bugarama",13,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"80",2021,"Bugarama",44,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"81",2021,"Bugarama",51,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"82",2021,"Bugarama",49,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"83",2021,"Bugarama",6,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"84",2021,"Bugarama",5,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"85",2021,"Bugarama",39,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"86",2021,"Bugarama",41,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"87",2021,"Bugarama",48,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"88",2021,"Bugarama",14,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"89",2021,"Bugarama",33,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"90",2021,"Bugarama",25,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"91",2021,"Bugarama",4,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"92",2021,"Bugarama",27,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"93",2021,"Bugarama",47,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"94",2021,"Bugarama",37,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"95",2021,"Bugarama",45,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"96",2021,"Bugarama",26,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"97",2021,"Bugarama",19,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"98",2021,"Bugarama",43,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"99",2021,"Bugarama",21,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"100",2021,"Bugarama",16,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"101",2021,"Bugarama",29,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"102",2021,"Bugarama",23,0.7697939,0,-1,0.69281451,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"103",2021,"Buhiga",1,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"104",2021,"Buhiga",9,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"105",2021,"Buhiga",35,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"106",2021,"Buhiga",4,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"107",2021,"Buhiga",8,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"108",2021,"Buhiga",27,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"109",2021,"Buhiga",43,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"110",2021,"Buhiga",5,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"111",2021,"Buhiga",13,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"112",2021,"Buhiga",10,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"113",2021,"Buhiga",25,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"114",2021,"Buhiga",20,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"115",2021,"Buhiga",24,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"116",2021,"Buhiga",29,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"117",2021,"Buhiga",31,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"118",2021,"Buhiga",12,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"119",2021,"Buhiga",49,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"120",2021,"Buhiga",34,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"121",2021,"Buhiga",18,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"122",2021,"Buhiga",22,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"123",2021,"Buhiga",3,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"124",2021,"Buhiga",40,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"125",2021,"Buhiga",30,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"126",2021,"Buhiga",6,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"127",2021,"Buhiga",44,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"128",2021,"Buhiga",21,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"129",2021,"Buhiga",32,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"130",2021,"Buhiga",51,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"131",2021,"Buhiga",41,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"132",2021,"Buhiga",36,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"133",2021,"Buhiga",38,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"134",2021,"Buhiga",16,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"135",2021,"Buhiga",33,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"136",2021,"Buhiga",50,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"137",2021,"Buhiga",39,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"138",2021,"Buhiga",47,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"139",2021,"Buhiga",42,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"140",2021,"Buhiga",28,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"141",2021,"Buhiga",46,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"142",2021,"Buhiga",26,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"143",2021,"Buhiga",23,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"144",2021,"Buhiga",19,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"145",2021,"Buhiga",2,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"146",2021,"Buhiga",17,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"147",2021,"Buhiga",15,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"148",2021,"Buhiga",48,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"149",2021,"Buhiga",45,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"150",2021,"Buhiga",11,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"151",2021,"Buhiga",14,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"152",2021,"Buhiga",7,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"153",2021,"Buhiga",37,0.8801324,0,-1,0.79211916,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"154",2021,"Bururi",43,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"155",2021,"Bururi",20,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"156",2021,"Bururi",18,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"157",2021,"Bururi",39,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"158",2021,"Bururi",50,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"159",2021,"Bururi",26,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"160",2021,"Bururi",27,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"161",2021,"Bururi",46,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"162",2021,"Bururi",33,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"163",2021,"Bururi",6,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"164",2021,"Bururi",12,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"165",2021,"Bururi",37,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"166",2021,"Bururi",19,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"167",2021,"Bururi",11,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"168",2021,"Bururi",13,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"169",2021,"Bururi",51,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"170",2021,"Bururi",17,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"171",2021,"Bururi",32,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"172",2021,"Bururi",8,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"173",2021,"Bururi",23,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"174",2021,"Bururi",40,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"175",2021,"Bururi",49,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"176",2021,"Bururi",29,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"177",2021,"Bururi",44,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"178",2021,"Bururi",36,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"179",2021,"Bururi",1,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"180",2021,"Bururi",9,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"181",2021,"Bururi",34,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"182",2021,"Bururi",14,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"183",2021,"Bururi",24,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"184",2021,"Bururi",31,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"185",2021,"Bururi",45,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"186",2021,"Bururi",2,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"187",2021,"Bururi",25,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"188",2021,"Bururi",38,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"189",2021,"Bururi",7,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"190",2021,"Bururi",5,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"191",2021,"Bururi",15,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"192",2021,"Bururi",22,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"193",2021,"Bururi",10,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"194",2021,"Bururi",21,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"195",2021,"Bururi",16,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"196",2021,"Bururi",35,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"197",2021,"Bururi",48,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"198",2021,"Bururi",30,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"199",2021,"Bururi",47,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"200",2021,"Bururi",42,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"201",2021,"Bururi",28,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"202",2021,"Bururi",4,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"203",2021,"Bururi",3,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"204",2021,"Bururi",41,0.6114771,0,-1,0.55032939,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"205",2021,"Busoni",37,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"206",2021,"Busoni",33,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"207",2021,"Busoni",23,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"208",2021,"Busoni",14,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"209",2021,"Busoni",34,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"210",2021,"Busoni",21,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"211",2021,"Busoni",2,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"212",2021,"Busoni",50,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"213",2021,"Busoni",44,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"214",2021,"Busoni",43,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"215",2021,"Busoni",39,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"216",2021,"Busoni",40,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"217",2021,"Busoni",4,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
