"","year","admin_name","seed","access","simday","duration","coverage","net_life_lognormal_mu","net_life_lognormal_sigma","bio_mortality","indoor_net_protection","block_initial","kill_initial","net_type_PBO"
"18",2021,"Bubanza",18,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"19",2021,"Bubanza",19,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"20",2021,"Bubanza",20,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"21",2021,"Bubanza",21,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"22",2021,"Bubanza",22,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"23",2021,"Bubanza",23,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"24",2021,"Bubanza",24,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"25",2021,"Bubanza",25,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"26",2021,"Bubanza",26,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"27",2021,"Bubanza",27,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"28",2021,"Bubanza",28,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"29",2021,"Bubanza",29,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"30",2021,"Bubanza",30,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"31",2021,"Bubanza",31,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"32",2021,"Bubanza",32,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"33",2021,"Bubanza",33,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"34",2021,"Bubanza",34,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"35",2021,"Bubanza",35,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"36",2021,"Bubanza",36,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"37",2021,"Bubanza",37,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"38",2021,"Bubanza",38,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"39",2021,"Bubanza",39,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"40",2021,"Bubanza",40,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"41",2021,"Bubanza",41,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"42",2021,"Bubanza",42,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"43",2021,"Bubanza",43,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"44",2021,"Bubanza",44,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"45",2021,"Bubanza",45,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"46",2021,"Bubanza",46,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"47",2021,"Bubanza",47,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"48",2021,"Bubanza",48,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"49",2021,"Bubanza",49,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"50",2021,"Bubanza",50,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"51",2021,"Bubanza",51,0.8696819,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"52",2021,"Bugarama",1,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"53",2021,"Bugarama",2,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"54",2021,"Bugarama",3,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"55",2021,"Bugarama",4,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"56",2021,"Bugarama",5,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"57",2021,"Bugarama",6,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"58",2021,"Bugarama",7,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"59",2021,"Bugarama",8,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"60",2021,"Bugarama",9,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"61",2021,"Bugarama",10,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"62",2021,"Bugarama",11,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"63",2021,"Bugarama",12,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"64",2021,"Bugarama",13,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"65",2021,"Bugarama",14,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"66",2021,"Bugarama",15,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"67",2021,"Bugarama",16,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"68",2021,"Bugarama",17,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"69",2021,"Bugarama",18,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"70",2021,"Bugarama",19,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"71",2021,"Bugarama",20,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"72",2021,"Bugarama",21,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"73",2021,"Bugarama",22,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"74",2021,"Bugarama",23,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"75",2021,"Bugarama",24,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"76",2021,"Bugarama",25,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"77",2021,"Bugarama",26,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"78",2021,"Bugarama",27,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"79",2021,"Bugarama",28,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"80",2021,"Bugarama",29,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"81",2021,"Bugarama",30,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"82",2021,"Bugarama",31,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"83",2021,"Bugarama",32,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"84",2021,"Bugarama",33,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"85",2021,"Bugarama",34,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"86",2021,"Bugarama",35,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"87",2021,"Bugarama",36,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"88",2021,"Bugarama",37,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"89",2021,"Bugarama",38,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"90",2021,"Bugarama",39,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"91",2021,"Bugarama",40,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"92",2021,"Bugarama",41,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"93",2021,"Bugarama",42,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"94",2021,"Bugarama",43,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"95",2021,"Bugarama",44,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"96",2021,"Bugarama",45,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"97",2021,"Bugarama",46,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"98",2021,"Bugarama",47,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"99",2021,"Bugarama",48,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"100",2021,"Bugarama",49,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"101",2021,"Bugarama",50,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"102",2021,"Bugarama",51,0.7697939,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"103",2021,"Buhiga",1,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"104",2021,"Buhiga",2,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"105",2021,"Buhiga",3,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"106",2021,"Buhiga",4,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"107",2021,"Buhiga",5,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"108",2021,"Buhiga",6,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"109",2021,"Buhiga",7,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"110",2021,"Buhiga",8,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"111",2021,"Buhiga",9,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"112",2021,"Buhiga",10,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"113",2021,"Buhiga",11,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"114",2021,"Buhiga",12,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"115",2021,"Buhiga",13,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"116",2021,"Buhiga",14,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"117",2021,"Buhiga",15,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"118",2021,"Buhiga",16,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"119",2021,"Buhiga",17,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"120",2021,"Buhiga",18,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"121",2021,"Buhiga",19,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"122",2021,"Buhiga",20,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"123",2021,"Buhiga",21,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"124",2021,"Buhiga",22,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"125",2021,"Buhiga",23,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"126",2021,"Buhiga",24,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"127",2021,"Buhiga",25,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"128",2021,"Buhiga",26,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"129",2021,"Buhiga",27,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"130",2021,"Buhiga",28,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"131",2021,"Buhiga",29,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"132",2021,"Buhiga",30,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"133",2021,"Buhiga",31,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"134",2021,"Buhiga",32,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"135",2021,"Buhiga",33,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"136",2021,"Buhiga",34,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"137",2021,"Buhiga",35,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"138",2021,"Buhiga",36,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"139",2021,"Buhiga",37,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"140",2021,"Buhiga",38,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"141",2021,"Buhiga",39,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"142",2021,"Buhiga",40,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"143",2021,"Buhiga",41,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"144",2021,"Buhiga",42,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"145",2021,"Buhiga",43,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"146",2021,"Buhiga",44,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"147",2021,"Buhiga",45,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"148",2021,"Buhiga",46,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"149",2021,"Buhiga",47,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"150",2021,"Buhiga",48,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"151",2021,"Buhiga",49,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"152",2021,"Buhiga",50,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"153",2021,"Buhiga",51,0.8801324,0,-1,0.8,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"154",2021,"Bururi",1,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015,0
"155",2021,"Bururi",2,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792,0
"156",2021,"Bururi",3,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015,0
"157",2021,"Bururi",4,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791,0
"158",2021,"Bururi",5,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015,0
"159",2021,"Bururi",6,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792,0
"160",2021,"Bururi",7,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015,0
"161",2021,"Bururi",8,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791,0
"162",2021,"Bururi",9,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015,0
"163",2021,"Bururi",10,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792,0
"164",2021,"Bururi",11,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015,0
"165",2021,"Bururi",12,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791,0
"166",2021,"Bururi",13,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015,0
"167",2021,"Bururi",14,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792,0
"168",2021,"Bururi",15,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015,0
"169",2021,"Bururi",16,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791,0
"170",2021,"Bururi",17,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015,0
"171",2021,"Bururi",18,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792,0
"172",2021,"Bururi",19,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015,0
"173",2021,"Bururi",20,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791,0
"174",2021,"Bururi",21,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015,0
"175",2021,"Bururi",22,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792,0
"176",2021,"Bururi",23,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015,0
"177",2021,"Bururi",24,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791,0
"178",2021,"Bururi",25,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015,0
"179",2021,"Bururi",26,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792,0
"180",2021,"Bururi",27,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015,0
"181",2021,"Bururi",28,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791,0
"182",2021,"Bururi",29,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015,0
"183",2021,"Bururi",30,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792,0
"184",2021,"Bururi",31,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015,0
"185",2021,"Bururi",32,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791,0
"186",2021,"Bururi",33,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015,0
"187",2021,"Bururi",34,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792,0
"188",2021,"Bururi",35,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015,0
"189",2021,"Bururi",36,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791,0
"190",2021,"Bururi",37,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015,0
"191",2021,"Bururi",38,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792,0
"192",2021,"Bururi",39,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015,0
"193",2021,"Bururi",40,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791,0
"194",2021,"Bururi",41,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015,0
"195",2021,"Bururi",42,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792,0
"196",2021,"Bururi",43,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015,0
"197",2021,"Bururi",44,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791,0
"198",2021,"Bururi",45,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015,0
"199",2021,"Bururi",46,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792,0
"200",2021,"Bururi",47,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015,0
"201",2021,"Bururi",48,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791,0
"202",2021,"Bururi",49,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015,0
"203",2021,"Bururi",50,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792,0
"204",2021,"Bururi",51,0.6114771,0,-1,0.8,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015,0
"205",2021,"Busoni",1,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"206",2021,"Busoni",2,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"207",2021,"Busoni",3,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"208",2021,"Busoni",4,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"209",2021,"Busoni",5,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"210",2021,"Busoni",6,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"211",2021,"Busoni",7,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"212",2021,"Busoni",8,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"213",2021,"Busoni",9,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"214",2021,"Busoni",10,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"215",2021,"Busoni",11,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"216",2021,"Busoni",12,0.899968,0,-1,0.8099712,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
