"year","admin_name","seed","simday","itn_u5","itn_5_10","itn_10_15","itn_15_20","itn_o20","net_life_lognormal_mu","net_life_lognormal_sigma","bio_mortality","block_initial","kill_initial","indoor_net_protection"
2021,"Giteranyi",1,1,0.175,0.12876005415,0.11976032215,0.12607645225,0.175,5.89264620917119,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2021,"Giteranyi",2,1,0.175,0.12876005415,0.11976032215,0.12607645225,0.175,5.80623497464404,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2021,"Giteranyi",3,1,0.175,0.12876005415,0.11976032215,0.12607645225,0.175,5.91766434615871,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2021,"Giteranyi",4,1,0.175,0.12876005415,0.11976032215,0.12607645225,0.175,5.97040273796984,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2021,"Giteranyi",5,1,0.175,0.12876005415,0.11976032215,0.12607645225,0.175,5.88072289504645,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2021,"Giteranyi",6,1,0.175,0.12876005415,0.11976032215,0.12607645225,0.175,5.90548897586635,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2021,"Giteranyi",7,1,0.175,0.12876005415,0.11976032215,0.12607645225,0.175,6.01510114177637,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2021,"Giteranyi",8,1,0.175,0.12876005415,0.11976032215,0.12607645225,0.175,5.87718213530924,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2021,"Giteranyi",9,1,0.175,0.12876005415,0.11976032215,0.12607645225,0.175,5.89354013187667,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2021,"Giteranyi",10,1,0.175,0.12876005415,0.11976032215,0.12607645225,0.175,5.80122620676886,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2021,"Giteranyi",11,1,0.175,0.12876005415,0.11976032215,0.12607645225,0.175,5.88407100637835,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2021,"Giteranyi",12,1,0.175,0.12876005415,0.11976032215,0.12607645225,0.175,5.90325823305356,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2021,"Giteranyi",13,1,0.175,0.12876005415,0.11976032215,0.12607645225,0.175,5.85381353814521,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2021,"Giteranyi",14,1,0.175,0.12876005415,0.11976032215,0.12607645225,0.175,5.88389799887374,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2021,"Giteranyi",15,1,0.175,0.12876005415,0.11976032215,0.12607645225,0.175,5.91964738017935,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2021,"Giteranyi",16,1,0.175,0.12876005415,0.11976032215,0.12607645225,0.175,5.6826397507948,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2021,"Giteranyi",17,1,0.175,0.12876005415,0.11976032215,0.12607645225,0.175,5.87050507317818,0.8,0.64,0.716080373939438,0.461331359784742,0.75
