"","year","admin_name","seed","access","simday","duration","coverage","net_life_lognormal_mu","net_life_lognormal_sigma","bio_mortality","indoor_net_protection","net_type_PBO","block_initial","kill_initial"
"1",2021,"Bubanza",41,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.734129743302374,0.511856558449652
"2",2021,"Bubanza",48,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.921665076391424,0.734136502917537
"3",2021,"Bubanza",51,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.852173113111923,0.511856558449652
"4",2021,"Bubanza",9,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.734129743302374,0.511856558449652
"5",2021,"Bubanza",14,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.800852749131681,0.734136502917537
"6",2021,"Bubanza",35,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.852173113111923,0.511856558449652
"7",2021,"Bubanza",38,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.800852749131681,0.734136502917537
"8",2021,"Bubanza",32,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.921665076391424,0.734136502917537
"9",2021,"Bubanza",21,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.734129743302374,0.511856558449652
"10",2021,"Bubanza",28,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.921665076391424,0.734136502917537
"11",2021,"Bubanza",43,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.852173113111923,0.511856558449652
"12",2021,"Bubanza",19,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.852173113111923,0.511856558449652
"13",2021,"Bubanza",42,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.800852749131681,0.734136502917537
"14",2021,"Bubanza",25,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.734129743302374,0.511856558449652
"15",2021,"Bubanza",22,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.800852749131681,0.734136502917537
"16",2021,"Bubanza",36,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.921665076391424,0.734136502917537
"17",2021,"Bubanza",34,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.800852749131681,0.734136502917537
"18",2021,"Bubanza",18,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.800852749131681,0.734136502917537
"19",2021,"Bubanza",23,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.852173113111923,0.511856558449652
"20",2021,"Bubanza",12,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.921665076391424,0.734136502917537
"21",2021,"Bubanza",40,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.921665076391424,0.734136502917537
"22",2021,"Bubanza",16,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.921665076391424,0.734136502917537
"23",2021,"Bubanza",17,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.734129743302374,0.511856558449652
"24",2021,"Bubanza",20,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.921665076391424,0.734136502917537
"25",2021,"Bubanza",33,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.734129743302374,0.511856558449652
"26",2021,"Bubanza",44,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.921665076391424,0.734136502917537
"27",2021,"Bubanza",46,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.800852749131681,0.734136502917537
"28",2021,"Bubanza",24,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.921665076391424,0.734136502917537
"29",2021,"Bubanza",5,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.734129743302374,0.511856558449652
"30",2021,"Bubanza",15,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.852173113111923,0.511856558449652
"31",2021,"Bubanza",31,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.852173113111923,0.511856558449652
"32",2021,"Bubanza",6,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.800852749131681,0.734136502917537
"33",2021,"Bubanza",30,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.800852749131681,0.734136502917537
"34",2021,"Bubanza",13,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.734129743302374,0.511856558449652
"35",2021,"Bubanza",2,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.800852749131681,0.734136502917537
"36",2021,"Bubanza",26,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.800852749131681,0.734136502917537
"37",2021,"Bubanza",27,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.852173113111923,0.511856558449652
"38",2021,"Bubanza",3,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.852173113111923,0.511856558449652
"39",2021,"Bubanza",50,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.800852749131681,0.734136502917537
"40",2021,"Bubanza",45,0.8696819,0,-1,0.78271371,6.594,0.8,0.64,0.75,1,0.734129743302374,0.511856558449652
