"year","admin_name","seed","simday","itn_u5","itn_5_10","itn_10_15","itn_15_20","itn_o20","net_life_lognormal_mu","net_life_lognormal_sigma","bio_mortality","block_initial","kill_initial","indoor_net_protection"
2021,"Ngozi",33,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.84787688919159,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2021,"Ngozi",34,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.8306803143143,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2021,"Ngozi",35,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.83102572335963,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2021,"Ngozi",36,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.79598995950214,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2021,"Ngozi",37,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.89704930426872,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2021,"Ngozi",38,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.90363655311267,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2021,"Ngozi",39,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.9247961967686,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2021,"Ngozi",40,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.98334580233576,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2021,"Ngozi",41,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.90868135542559,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2021,"Ngozi",42,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.94389982959502,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2021,"Ngozi",43,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.93817035157111,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2021,"Ngozi",44,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.85084751431398,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2021,"Ngozi",45,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.90356434063027,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2021,"Ngozi",46,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.81674687367759,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2021,"Ngozi",47,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.88879104295496,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2021,"Ngozi",48,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.9069871899843,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2021,"Ngozi",49,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.70736397195627,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2021,"Ngozi",50,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.93449401792291,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2021,"Ngozi",51,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.82774432343015,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2022,"Giteranyi",1,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.89264620917119,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2022,"Giteranyi",2,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.80623497464404,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2022,"Giteranyi",3,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.91766434615871,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2022,"Giteranyi",4,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.97040273796984,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2022,"Giteranyi",5,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.88072289504645,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2022,"Giteranyi",6,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.90548897586635,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2022,"Giteranyi",7,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.01510114177637,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2022,"Giteranyi",8,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.87718213530924,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2022,"Giteranyi",9,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.89354013187667,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2022,"Giteranyi",10,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.80122620676886,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2022,"Giteranyi",11,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.88407100637835,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2022,"Giteranyi",12,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.90325823305356,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2022,"Giteranyi",13,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.85381353814521,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2022,"Giteranyi",14,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.88389799887374,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2022,"Giteranyi",15,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.91964738017935,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2022,"Giteranyi",16,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.6826397507948,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2022,"Giteranyi",17,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.87050507317818,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2022,"Giteranyi",18,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.79401080549975,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2022,"Giteranyi",19,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.89827822823734,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2022,"Giteranyi",20,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.91681691333077,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2022,"Giteranyi",21,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.85309705645446,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2022,"Giteranyi",22,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.90302864298365,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2022,"Giteranyi",23,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.87304066104123,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2022,"Giteranyi",24,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.92528726784075,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2022,"Giteranyi",25,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.74239940302936,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2022,"Giteranyi",26,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.91879744845636,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2022,"Giteranyi",27,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.92599103694296,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2022,"Giteranyi",28,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.85336004360567,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2022,"Giteranyi",29,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.82259086915834,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2022,"Giteranyi",30,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.0274066576795,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2022,"Giteranyi",31,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.90110459066499,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2022,"Giteranyi",32,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.85674559929273,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2022,"Giteranyi",33,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.84787688919159,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2022,"Giteranyi",34,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.8306803143143,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2022,"Giteranyi",35,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.83102572335963,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2022,"Giteranyi",36,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.79598995950214,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2022,"Giteranyi",37,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.89704930426872,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2022,"Giteranyi",38,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.90363655311267,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2022,"Giteranyi",39,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.9247961967686,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2022,"Giteranyi",40,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.98334580233576,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2022,"Giteranyi",41,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.90868135542559,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2022,"Giteranyi",42,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.94389982959502,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2022,"Giteranyi",43,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.93817035157111,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2022,"Giteranyi",44,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.85084751431398,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2022,"Giteranyi",45,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.90356434063027,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2022,"Giteranyi",46,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.81674687367759,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2022,"Giteranyi",47,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.88879104295496,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2022,"Giteranyi",48,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.9069871899843,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2022,"Giteranyi",49,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.70736397195627,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2022,"Giteranyi",50,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.93449401792291,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2022,"Giteranyi",51,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.82774432343015,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2022,"Ngozi",1,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.89264620917119,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2022,"Ngozi",2,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.80623497464404,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2022,"Ngozi",3,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.91766434615871,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2022,"Ngozi",4,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.97040273796984,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2022,"Ngozi",5,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.88072289504645,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2022,"Ngozi",6,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.90548897586635,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2022,"Ngozi",7,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.01510114177637,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2022,"Ngozi",8,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.87718213530924,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2022,"Ngozi",9,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.89354013187667,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2022,"Ngozi",10,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.80122620676886,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2022,"Ngozi",11,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.88407100637835,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2022,"Ngozi",12,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.90325823305356,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2022,"Ngozi",13,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.85381353814521,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2022,"Ngozi",14,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.88389799887374,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2022,"Ngozi",15,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.91964738017935,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2022,"Ngozi",16,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.6826397507948,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2022,"Ngozi",17,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.87050507317818,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2022,"Ngozi",18,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.79401080549975,0.8,0.64,0.710610942143496,0.446653811747827,0.75
2022,"Ngozi",19,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.89827822823734,0.8,0.64,0.828285381390027,0.461331359784742,0.75
2022,"Ngozi",20,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.91681691333077,0.8,0.64,0.82062092470333,0.446653811747827,0.75
2022,"Ngozi",21,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.85309705645446,0.8,0.64,0.716080373939438,0.461331359784742,0.75
2022,"Ngozi",22,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,5.90302864298365,0.8,0.64,0.710610942143496,0.446653811747827,0.75
