"","year","admin_name","seed","nets_per_capita","simday","itn_u5","itn_5_10","itn_10_15","itn_15_20","itn_o20","net_life_lognormal_mu","net_life_lognormal_sigma","bio_mortality","indoor_net_protection","block_initial","kill_initial","net_type_PBO"
"11",2022,"Bubanza",11,0.539724657,654,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"12",2022,"Bubanza",12,0.539724657,654,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"13",2022,"Bubanza",13,0.539724657,654,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"14",2022,"Bubanza",14,0.539724657,654,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"15",2022,"Bubanza",15,0.539724657,654,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"16",2022,"Bubanza",16,0.539724657,654,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"17",2022,"Bubanza",17,0.539724657,654,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"18",2022,"Bubanza",18,0.539724657,654,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"19",2022,"Bubanza",19,0.539724657,654,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"20",2022,"Bubanza",20,0.539724657,654,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"21",2022,"Bubanza",21,0.539724657,654,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"22",2022,"Bubanza",22,0.539724657,654,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"23",2022,"Bubanza",23,0.539724657,654,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"24",2022,"Bubanza",24,0.539724657,654,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"25",2022,"Bubanza",25,0.539724657,654,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"26",2022,"Bubanza",26,0.539724657,654,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"27",2022,"Bubanza",27,0.539724657,654,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"28",2022,"Bubanza",28,0.539724657,654,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"29",2022,"Bubanza",29,0.539724657,654,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"30",2022,"Bubanza",30,0.539724657,654,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"31",2022,"Bubanza",31,0.539724657,654,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"32",2022,"Bubanza",32,0.539724657,654,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"33",2022,"Bubanza",33,0.539724657,654,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"34",2022,"Bubanza",34,0.539724657,654,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"35",2022,"Bubanza",35,0.539724657,654,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"36",2022,"Bubanza",36,0.539724657,654,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"37",2022,"Bubanza",37,0.539724657,654,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"38",2022,"Bubanza",38,0.539724657,654,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"39",2022,"Bubanza",39,0.539724657,654,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"40",2022,"Bubanza",40,0.539724657,654,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"41",2022,"Bubanza",41,0.539724657,654,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"42",2022,"Bubanza",42,0.539724657,654,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"43",2022,"Bubanza",43,0.539724657,654,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"44",2022,"Bubanza",44,0.539724657,654,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"45",2022,"Bubanza",45,0.539724657,654,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"46",2022,"Bubanza",46,0.539724657,654,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"47",2022,"Bubanza",47,0.539724657,654,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"48",2022,"Bubanza",48,0.539724657,654,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"49",2022,"Bubanza",49,0.539724657,654,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"50",2022,"Bubanza",50,0.539724657,654,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"51",2022,"Bubanza",51,0.539724657,654,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"52",2025,"Bubanza",1,0.539724657,1749,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"53",2025,"Bubanza",2,0.539724657,1749,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"54",2025,"Bubanza",3,0.539724657,1749,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"55",2025,"Bubanza",4,0.539724657,1749,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"56",2025,"Bubanza",5,0.539724657,1749,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"57",2025,"Bubanza",6,0.539724657,1749,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"58",2025,"Bubanza",7,0.539724657,1749,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"59",2025,"Bubanza",8,0.539724657,1749,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"60",2025,"Bubanza",9,0.539724657,1749,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"61",2025,"Bubanza",10,0.539724657,1749,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"62",2025,"Bubanza",11,0.539724657,1749,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"63",2025,"Bubanza",12,0.539724657,1749,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"64",2025,"Bubanza",13,0.539724657,1749,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"65",2025,"Bubanza",14,0.539724657,1749,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"66",2025,"Bubanza",15,0.539724657,1749,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"67",2025,"Bubanza",16,0.539724657,1749,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"68",2025,"Bubanza",17,0.539724657,1749,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"69",2025,"Bubanza",18,0.539724657,1749,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"70",2025,"Bubanza",19,0.539724657,1749,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"71",2025,"Bubanza",20,0.539724657,1749,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"72",2025,"Bubanza",21,0.539724657,1749,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"73",2025,"Bubanza",22,0.539724657,1749,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"74",2025,"Bubanza",23,0.539724657,1749,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"75",2025,"Bubanza",24,0.539724657,1749,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"76",2025,"Bubanza",25,0.539724657,1749,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"77",2025,"Bubanza",26,0.539724657,1749,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"78",2025,"Bubanza",27,0.539724657,1749,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"79",2025,"Bubanza",28,0.539724657,1749,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"80",2025,"Bubanza",29,0.539724657,1749,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"81",2025,"Bubanza",30,0.539724657,1749,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"82",2025,"Bubanza",31,0.539724657,1749,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"83",2025,"Bubanza",32,0.539724657,1749,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"84",2025,"Bubanza",33,0.539724657,1749,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"85",2025,"Bubanza",34,0.539724657,1749,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"86",2025,"Bubanza",35,0.539724657,1749,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"87",2025,"Bubanza",36,0.539724657,1749,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"88",2025,"Bubanza",37,0.539724657,1749,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"89",2025,"Bubanza",38,0.539724657,1749,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"90",2025,"Bubanza",39,0.539724657,1749,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"91",2025,"Bubanza",40,0.539724657,1749,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"92",2025,"Bubanza",41,0.539724657,1749,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"93",2025,"Bubanza",42,0.539724657,1749,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"94",2025,"Bubanza",43,0.539724657,1749,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"95",2025,"Bubanza",44,0.539724657,1749,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"96",2025,"Bubanza",45,0.539724657,1749,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"97",2025,"Bubanza",46,0.539724657,1749,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"98",2025,"Bubanza",47,0.539724657,1749,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"99",2025,"Bubanza",48,0.539724657,1749,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"100",2025,"Bubanza",49,0.539724657,1749,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"101",2025,"Bubanza",50,0.539724657,1749,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"102",2025,"Bubanza",51,0.539724657,1749,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"103",2028,"Bubanza",1,0.539724657,2844,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"104",2028,"Bubanza",2,0.539724657,2844,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"105",2028,"Bubanza",3,0.539724657,2844,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"106",2028,"Bubanza",4,0.539724657,2844,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"107",2028,"Bubanza",5,0.539724657,2844,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"108",2028,"Bubanza",6,0.539724657,2844,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"109",2028,"Bubanza",7,0.539724657,2844,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"110",2028,"Bubanza",8,0.539724657,2844,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"111",2028,"Bubanza",9,0.539724657,2844,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"112",2028,"Bubanza",10,0.539724657,2844,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"113",2028,"Bubanza",11,0.539724657,2844,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"114",2028,"Bubanza",12,0.539724657,2844,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"115",2028,"Bubanza",13,0.539724657,2844,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"116",2028,"Bubanza",14,0.539724657,2844,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"117",2028,"Bubanza",15,0.539724657,2844,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"118",2028,"Bubanza",16,0.539724657,2844,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"119",2028,"Bubanza",17,0.539724657,2844,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"120",2028,"Bubanza",18,0.539724657,2844,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"121",2028,"Bubanza",19,0.539724657,2844,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"122",2028,"Bubanza",20,0.539724657,2844,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"123",2028,"Bubanza",21,0.539724657,2844,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"124",2028,"Bubanza",22,0.539724657,2844,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"125",2028,"Bubanza",23,0.539724657,2844,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"126",2028,"Bubanza",24,0.539724657,2844,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"127",2028,"Bubanza",25,0.539724657,2844,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"128",2028,"Bubanza",26,0.539724657,2844,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"129",2028,"Bubanza",27,0.539724657,2844,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"130",2028,"Bubanza",28,0.539724657,2844,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"131",2028,"Bubanza",29,0.539724657,2844,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"132",2028,"Bubanza",30,0.539724657,2844,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"133",2028,"Bubanza",31,0.539724657,2844,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"134",2028,"Bubanza",32,0.539724657,2844,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"135",2028,"Bubanza",33,0.539724657,2844,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"136",2028,"Bubanza",34,0.539724657,2844,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
"137",2028,"Bubanza",35,0.539724657,2844,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.849844325325269,0.506566652462825,1
"138",2028,"Bubanza",36,0.539724657,2844,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.914624737339336,0.702855803114514,1
"139",2028,"Bubanza",37,0.539724657,2844,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.732295084910494,0.506566652462825,1
"140",2028,"Bubanza",38,0.539724657,2844,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.792587530912632,0.702855803114514,1
