"","year","admin_name","seed","simday","itn_u5","itn_5_10","itn_10_15","itn_15_20","itn_o20","net_life_lognormal_mu","net_life_lognormal_sigma","bio_mortality","block_initial","kill_initial","indoor_net_protection"
"33",2021,"Giteranyi",33,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"34",2021,"Giteranyi",34,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"35",2021,"Giteranyi",35,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"36",2021,"Giteranyi",36,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"37",2021,"Giteranyi",37,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"38",2021,"Giteranyi",38,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"39",2021,"Giteranyi",39,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"40",2021,"Giteranyi",40,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"41",2021,"Giteranyi",41,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"42",2021,"Giteranyi",42,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"43",2021,"Giteranyi",43,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"44",2021,"Giteranyi",44,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"45",2021,"Giteranyi",45,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"46",2021,"Giteranyi",46,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"47",2021,"Giteranyi",47,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"48",2021,"Giteranyi",48,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"49",2021,"Giteranyi",49,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"50",2021,"Giteranyi",50,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"51",2021,"Giteranyi",51,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"52",2021,"Ngozi",1,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"53",2021,"Ngozi",2,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"54",2021,"Ngozi",3,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"55",2021,"Ngozi",4,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"56",2021,"Ngozi",5,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"57",2021,"Ngozi",6,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"58",2021,"Ngozi",7,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"59",2021,"Ngozi",8,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"60",2021,"Ngozi",9,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"61",2021,"Ngozi",10,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"62",2021,"Ngozi",11,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"63",2021,"Ngozi",12,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"64",2021,"Ngozi",13,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"65",2021,"Ngozi",14,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"66",2021,"Ngozi",15,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"67",2021,"Ngozi",16,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"68",2021,"Ngozi",17,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"69",2021,"Ngozi",18,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"70",2021,"Ngozi",19,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"71",2021,"Ngozi",20,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"72",2021,"Ngozi",21,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"73",2021,"Ngozi",22,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"74",2021,"Ngozi",23,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"75",2021,"Ngozi",24,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"76",2021,"Ngozi",25,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"77",2021,"Ngozi",26,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"78",2021,"Ngozi",27,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"79",2021,"Ngozi",28,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"80",2021,"Ngozi",29,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"81",2021,"Ngozi",30,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"82",2021,"Ngozi",31,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"83",2021,"Ngozi",32,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"84",2021,"Ngozi",33,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"85",2021,"Ngozi",34,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"86",2021,"Ngozi",35,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"87",2021,"Ngozi",36,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"88",2021,"Ngozi",37,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"89",2021,"Ngozi",38,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"90",2021,"Ngozi",39,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"91",2021,"Ngozi",40,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"92",2021,"Ngozi",41,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"93",2021,"Ngozi",42,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"94",2021,"Ngozi",43,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"95",2021,"Ngozi",44,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"96",2021,"Ngozi",45,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"97",2021,"Ngozi",46,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"98",2021,"Ngozi",47,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"99",2021,"Ngozi",48,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"100",2021,"Ngozi",49,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"101",2021,"Ngozi",50,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"102",2021,"Ngozi",51,1,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"103",2022,"Giteranyi",1,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"104",2022,"Giteranyi",2,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"105",2022,"Giteranyi",3,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"106",2022,"Giteranyi",4,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"107",2022,"Giteranyi",5,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"108",2022,"Giteranyi",6,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"109",2022,"Giteranyi",7,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"110",2022,"Giteranyi",8,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"111",2022,"Giteranyi",9,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"112",2022,"Giteranyi",10,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"113",2022,"Giteranyi",11,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"114",2022,"Giteranyi",12,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"115",2022,"Giteranyi",13,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"116",2022,"Giteranyi",14,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"117",2022,"Giteranyi",15,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"118",2022,"Giteranyi",16,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"119",2022,"Giteranyi",17,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"120",2022,"Giteranyi",18,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"121",2022,"Giteranyi",19,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"122",2022,"Giteranyi",20,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"123",2022,"Giteranyi",21,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"124",2022,"Giteranyi",22,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"125",2022,"Giteranyi",23,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"126",2022,"Giteranyi",24,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"127",2022,"Giteranyi",25,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"128",2022,"Giteranyi",26,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"129",2022,"Giteranyi",27,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"130",2022,"Giteranyi",28,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"131",2022,"Giteranyi",29,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"132",2022,"Giteranyi",30,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"133",2022,"Giteranyi",31,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"134",2022,"Giteranyi",32,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"135",2022,"Giteranyi",33,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"136",2022,"Giteranyi",34,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"137",2022,"Giteranyi",35,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"138",2022,"Giteranyi",36,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"139",2022,"Giteranyi",37,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"140",2022,"Giteranyi",38,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"141",2022,"Giteranyi",39,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"142",2022,"Giteranyi",40,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"143",2022,"Giteranyi",41,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"144",2022,"Giteranyi",42,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"145",2022,"Giteranyi",43,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"146",2022,"Giteranyi",44,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"147",2022,"Giteranyi",45,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"148",2022,"Giteranyi",46,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"149",2022,"Giteranyi",47,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"150",2022,"Giteranyi",48,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"151",2022,"Giteranyi",49,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"152",2022,"Giteranyi",50,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"153",2022,"Giteranyi",51,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"154",2022,"Ngozi",1,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"155",2022,"Ngozi",2,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"156",2022,"Ngozi",3,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"157",2022,"Ngozi",4,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"158",2022,"Ngozi",5,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"159",2022,"Ngozi",6,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"160",2022,"Ngozi",7,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"161",2022,"Ngozi",8,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"162",2022,"Ngozi",9,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"163",2022,"Ngozi",10,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"164",2022,"Ngozi",11,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"165",2022,"Ngozi",12,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"166",2022,"Ngozi",13,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"167",2022,"Ngozi",14,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"168",2022,"Ngozi",15,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"169",2022,"Ngozi",16,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"170",2022,"Ngozi",17,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"171",2022,"Ngozi",18,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"172",2022,"Ngozi",19,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"173",2022,"Ngozi",20,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
"174",2022,"Ngozi",21,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.716080373939438,0.461331359784742,0.75
"175",2022,"Ngozi",22,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.710610942143496,0.446653811747827,0.75
"176",2022,"Ngozi",23,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.828285381390027,0.461331359784742,0.75
"177",2022,"Ngozi",24,366,0.8,0.5886173904,0.5474757584,0.576349496,0.8,6.594,0.8,0.64,0.82062092470333,0.446653811747827,0.75
