"","year","admin_name","seed","access","simday","duration","coverage","net_life_lognormal_mu","net_life_lognormal_sigma","bio_mortality","block_initial","kill_initial","indoor_net_protection"
"1",2010,"Bubanza",5,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
"2",2010,"Bubanza",6,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
"3",2010,"Bubanza",2,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
"4",2010,"Bubanza",16,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
"5",2010,"Bubanza",19,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
"6",2010,"Bubanza",18,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
"7",2010,"Bubanza",3,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
"8",2010,"Bubanza",27,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
"9",2010,"Bubanza",9,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
"10",2010,"Bubanza",43,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
"11",2010,"Bubanza",14,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
"12",2010,"Bubanza",4,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
"13",2010,"Bubanza",7,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
"14",2010,"Bubanza",20,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
"15",2010,"Bubanza",44,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
"16",2010,"Bubanza",37,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
"17",2010,"Bubanza",1,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
"18",2010,"Bubanza",50,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
"19",2010,"Bubanza",41,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
"20",2010,"Bubanza",22,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
"21",2010,"Bubanza",10,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
"22",2010,"Bubanza",25,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
"23",2010,"Bubanza",23,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
"24",2010,"Bubanza",42,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
"25",2010,"Bubanza",24,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
"26",2010,"Bubanza",40,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
"27",2010,"Bubanza",45,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
"28",2010,"Bubanza",21,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
"29",2010,"Bubanza",8,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
"30",2010,"Bubanza",33,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
"31",2010,"Bubanza",49,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
"32",2010,"Bubanza",48,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
"33",2010,"Bubanza",31,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
"34",2010,"Bubanza",38,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
"35",2010,"Bubanza",39,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
"36",2010,"Bubanza",36,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
"37",2010,"Bubanza",17,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
"38",2010,"Bubanza",34,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
"39",2010,"Bubanza",13,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
"40",2010,"Bubanza",30,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
"41",2010,"Bubanza",47,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
"42",2010,"Bubanza",51,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
"43",2010,"Bubanza",28,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
"44",2010,"Bubanza",26,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
"45",2010,"Bubanza",15,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
"46",2010,"Bubanza",35,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
"47",2010,"Bubanza",46,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
"48",2010,"Bubanza",32,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
"49",2010,"Bubanza",11,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
"50",2010,"Bubanza",12,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
"51",2010,"Bubanza",29,0.120229971428571,0,365,0.108206974285714,6.594,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
"52",2010,"Bugarama",26,0.108883785714286,0,365,0.0979954071428572,6.594,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
"53",2010,"Bugarama",18,0.108883785714286,0,365,0.0979954071428572,6.594,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
"54",2010,"Bugarama",45,0.108883785714286,0,365,0.0979954071428572,6.594,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
"55",2010,"Bugarama",6,0.108883785714286,0,365,0.0979954071428572,6.594,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
"56",2010,"Bugarama",31,0.108883785714286,0,365,0.0979954071428572,6.594,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
