"","year","admin_name","seed","nets_per_capita","dist_date","simday","itn_u5","itn_5_10","itn_10_15","itn_15_20","itn_o20","net_life_lognormal_mu","net_life_lognormal_sigma","bio_mortality","block_initial","kill_initial","indoor_net_protection"
"41",2010,"Bubanza",41,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,6.594,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
"42",2010,"Bubanza",42,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,6.594,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
"43",2010,"Bubanza",43,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,6.594,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
"44",2010,"Bubanza",44,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,6.594,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
"45",2010,"Bubanza",45,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,6.594,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
"46",2010,"Bubanza",46,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,6.594,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
"47",2010,"Bubanza",47,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,6.594,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
"48",2010,"Bubanza",48,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,6.594,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
"49",2010,"Bubanza",49,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,6.594,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
"50",2010,"Bubanza",50,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,6.594,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
"51",2010,"Bubanza",51,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,6.594,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
"52",2010,"Bugarama",1,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,6.594,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
"53",2010,"Bugarama",2,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,6.594,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
"54",2010,"Bugarama",3,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,6.594,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
"55",2010,"Bugarama",4,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,6.594,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
"56",2010,"Bugarama",5,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,6.594,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
"57",2010,"Bugarama",6,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,6.594,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
"58",2010,"Bugarama",7,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,6.594,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
"59",2010,"Bugarama",8,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,6.594,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
"60",2010,"Bugarama",9,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,6.594,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
"61",2010,"Bugarama",10,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,6.594,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
"62",2010,"Bugarama",11,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,6.594,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
"63",2010,"Bugarama",12,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,6.594,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
"64",2010,"Bugarama",13,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,6.594,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
"65",2010,"Bugarama",14,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,6.594,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
"66",2010,"Bugarama",15,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,6.594,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
"67",2010,"Bugarama",16,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,6.594,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
"68",2010,"Bugarama",17,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,6.594,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
"69",2010,"Bugarama",18,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,6.594,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
"70",2010,"Bugarama",19,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,6.594,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
"71",2010,"Bugarama",20,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,6.594,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
"72",2010,"Bugarama",21,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,6.594,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
"73",2010,"Bugarama",22,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,6.594,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
"74",2010,"Bugarama",23,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,6.594,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
"75",2010,"Bugarama",24,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,6.594,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
"76",2010,"Bugarama",25,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,6.594,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
"77",2010,"Bugarama",26,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,6.594,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
"78",2010,"Bugarama",27,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,6.594,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
"79",2010,"Bugarama",28,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,6.594,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
"80",2010,"Bugarama",29,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,6.594,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
"81",2010,"Bugarama",30,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,6.594,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
"82",2010,"Bugarama",31,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,6.594,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
"83",2010,"Bugarama",32,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,6.594,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
"84",2010,"Bugarama",33,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,6.594,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
"85",2010,"Bugarama",34,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,6.594,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
"86",2010,"Bugarama",35,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,6.594,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
"87",2010,"Bugarama",36,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,6.594,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
"88",2010,"Bugarama",37,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,6.594,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
"89",2010,"Bugarama",38,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,6.594,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
"90",2010,"Bugarama",39,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,6.594,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
"91",2010,"Bugarama",40,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,6.594,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
"92",2010,"Bugarama",41,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,6.594,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
"93",2010,"Bugarama",42,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,6.594,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
"94",2010,"Bugarama",43,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,6.594,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
"95",2010,"Bugarama",44,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,6.594,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
"96",2010,"Bugarama",45,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,6.594,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
"97",2010,"Bugarama",46,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,6.594,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
"98",2010,"Bugarama",47,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,6.594,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
"99",2010,"Bugarama",48,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,6.594,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
"100",2010,"Bugarama",49,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,6.594,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
"101",2010,"Bugarama",50,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,6.594,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
"102",2010,"Bugarama",51,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,6.594,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
"103",2010,"Buhiga",1,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,6.594,0.8,0.929504256,0.731785168745649,0.505102838805014,0.75
"104",2010,"Buhiga",2,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,6.594,0.8,0.929504256,0.790211563741726,0.694094140373297,0.75
"105",2010,"Buhiga",3,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,6.594,0.8,0.929504256,0.849193064420564,0.505102838805014,0.75
"106",2010,"Buhiga",4,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,6.594,0.8,0.929504256,0.912521729725533,0.694094140373297,0.75
"107",2010,"Buhiga",5,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,6.594,0.8,0.929504256,0.731785168745649,0.505102838805014,0.75
"108",2010,"Buhiga",6,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,6.594,0.8,0.929504256,0.790211563741726,0.694094140373297,0.75
"109",2010,"Buhiga",7,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,6.594,0.8,0.929504256,0.849193064420564,0.505102838805014,0.75
"110",2010,"Buhiga",8,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,6.594,0.8,0.929504256,0.912521729725533,0.694094140373297,0.75
"111",2010,"Buhiga",9,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,6.594,0.8,0.929504256,0.731785168745649,0.505102838805014,0.75
"112",2010,"Buhiga",10,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,6.594,0.8,0.929504256,0.790211563741726,0.694094140373297,0.75
"113",2010,"Buhiga",11,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,6.594,0.8,0.929504256,0.849193064420564,0.505102838805014,0.75
"114",2010,"Buhiga",12,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,6.594,0.8,0.929504256,0.912521729725533,0.694094140373297,0.75
"115",2010,"Buhiga",13,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,6.594,0.8,0.929504256,0.731785168745649,0.505102838805014,0.75
"116",2010,"Buhiga",14,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,6.594,0.8,0.929504256,0.790211563741726,0.694094140373297,0.75
"117",2010,"Buhiga",15,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,6.594,0.8,0.929504256,0.849193064420564,0.505102838805014,0.75
"118",2010,"Buhiga",16,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,6.594,0.8,0.929504256,0.912521729725533,0.694094140373297,0.75
"119",2010,"Buhiga",17,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,6.594,0.8,0.929504256,0.731785168745649,0.505102838805014,0.75
"120",2010,"Buhiga",18,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,6.594,0.8,0.929504256,0.790211563741726,0.694094140373297,0.75
"121",2010,"Buhiga",19,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,6.594,0.8,0.929504256,0.849193064420564,0.505102838805014,0.75
"122",2010,"Buhiga",20,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,6.594,0.8,0.929504256,0.912521729725533,0.694094140373297,0.75
"123",2010,"Buhiga",21,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,6.594,0.8,0.929504256,0.731785168745649,0.505102838805014,0.75
"124",2010,"Buhiga",22,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,6.594,0.8,0.929504256,0.790211563741726,0.694094140373297,0.75
"125",2010,"Buhiga",23,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,6.594,0.8,0.929504256,0.849193064420564,0.505102838805014,0.75
"126",2010,"Buhiga",24,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,6.594,0.8,0.929504256,0.912521729725533,0.694094140373297,0.75
"127",2010,"Buhiga",25,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,6.594,0.8,0.929504256,0.731785168745649,0.505102838805014,0.75
"128",2010,"Buhiga",26,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,6.594,0.8,0.929504256,0.790211563741726,0.694094140373297,0.75
"129",2010,"Buhiga",27,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,6.594,0.8,0.929504256,0.849193064420564,0.505102838805014,0.75
"130",2010,"Buhiga",28,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,6.594,0.8,0.929504256,0.912521729725533,0.694094140373297,0.75
"131",2010,"Buhiga",29,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,6.594,0.8,0.929504256,0.731785168745649,0.505102838805014,0.75
"132",2010,"Buhiga",30,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,6.594,0.8,0.929504256,0.790211563741726,0.694094140373297,0.75
"133",2010,"Buhiga",31,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,6.594,0.8,0.929504256,0.849193064420564,0.505102838805014,0.75
