"year","admin_name","seed","nets_per_capita","dist_date","simday","itn_u5","itn_5_10","itn_10_15","itn_15_20","itn_o20","net_life_lognormal_mu","net_life_lognormal_sigma","bio_mortality","block_initial","kill_initial","indoor_net_protection"
2010,"Bubanza",1,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,5.89264620917119,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
2010,"Bubanza",2,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,5.80623497464404,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
2010,"Bubanza",3,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,5.91766434615871,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
2010,"Bubanza",4,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,5.97040273796984,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
2010,"Bubanza",5,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,5.88072289504645,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
2010,"Bubanza",6,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,5.90548897586635,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
2010,"Bubanza",7,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,6.01510114177637,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
2010,"Bubanza",8,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,5.87718213530924,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
2010,"Bubanza",9,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,5.89354013187667,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
2010,"Bubanza",10,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,5.80122620676886,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
2010,"Bubanza",11,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,5.88407100637835,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
2010,"Bubanza",12,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,5.90325823305356,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
2010,"Bubanza",13,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,5.85381353814521,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
2010,"Bubanza",14,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,5.88389799887374,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
2010,"Bubanza",15,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,5.91964738017935,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
2010,"Bubanza",16,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,5.6826397507948,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
2010,"Bubanza",17,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,5.87050507317818,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
2010,"Bubanza",18,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,5.79401080549975,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
2010,"Bubanza",19,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,5.89827822823734,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
2010,"Bubanza",20,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,5.91681691333077,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
2010,"Bubanza",21,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,5.85309705645446,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
2010,"Bubanza",22,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,5.90302864298365,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
2010,"Bubanza",23,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,5.87304066104123,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
2010,"Bubanza",24,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,5.92528726784075,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
2010,"Bubanza",25,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,5.74239940302936,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
2010,"Bubanza",26,0.46,"2010-01-10",9,0.660740331513941,0.486154062084708,0.452174142626328,0.476021696318666,0.660740331513941,5.91879744845636,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
2010,"Bubanza",27,0.46,"2010-01-10",9,0.499742588985889,0.367696473250768,0.341996191137287,0.360032986614691,0.499742588985889,5.92599103694296,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
2010,"Bubanza",28,0.46,"2010-01-10",9,0.57432565070595,0.422572582197898,0.393036713986017,0.413765374155308,0.57432565070595,5.85336004360567,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
2010,"Bubanza",29,0.46,"2010-01-10",9,0.727597510855762,0.535345685126818,0.497927498832138,0.524188073340716,0.727597510855762,5.82259086915834,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
2010,"Bubanza",30,0.46,"2010-01-10",9,0.795429318488804,0.585254412120663,0.544347836741567,0.573056608518307,0.795429318488804,6.0274066576795,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
