"","admin_name","year","seed","IPTp_coverage","simday","duration"
"4922","Zone Sud",2017,"10",0.068,2555,365
"4923","Bubanza",2018,"10",0.057,2920,365
"4924","Bugarama",2018,"10",0.154,2920,365
"4925","Buhiga",2018,"10",0.341,2920,365
"4926","Bururi",2018,"10",0.09,2920,365
"4927","Busoni",2018,"10",0.203,2920,365
"4928","Butezi",2018,"10",0.177,2920,365
"4929","Buye",2018,"10",0.122,2920,365
"4930","Cankuzo",2018,"10",0.221,2920,365
"4931","Cibitoke",2018,"10",0.036,2920,365
"4932","Fota",2018,"10",0.116,2920,365
"4933","Gahombo",2018,"10",0.384,2920,365
"4934","Gashoho",2018,"10",0.464,2920,365
"4935","Gihofi",2018,"10",0.302,2920,365
"4936","Gitega",2018,"10",0.423,2920,365
"4937","Giteranyi",2018,"10",0.304,2920,365
"4938","Isale",2018,"10",0.048,2920,365
"4939","Kabezi",2018,"10",0.049,2920,365
"4940","Kayanza",2018,"10",0.287,2920,365
"4941","Kibumbu",2018,"10",0.204,2920,365
"4942","Kibuye",2018,"10",0.45,2920,365
"4943","Kiganda",2018,"10",0.186,2920,365
"4944","Kinyinya",2018,"10",0.111,2920,365
"4945","Kiremba",2018,"10",0.219,2920,365
"4946","Kirundo",2018,"10",0.264,2920,365
"4947","Mabayi",2018,"10",0.083,2920,365
"4948","Makamba",2018,"10",0.076,2920,365
"4949","Matana",2018,"10",0.113,2920,365
"4950","Mpanda",2018,"10",0.02,2920,365
"4951","Mukenke",2018,"10",0.232,2920,365
"4952","Muramvya",2018,"10",0.087,2920,365
"4953","Murore",2018,"10",0.263,2920,365
"4954","Musema",2018,"10",0.397,2920,365
"4955","Mutaho",2018,"10",0.447,2920,365
"4956","Muyinga",2018,"10",0.292,2920,365
"4957","Ngozi",2018,"10",0.241,2920,365
"4958","Nyabikere",2018,"10",0.627,2920,365
"4959","Nyanza-Lac",2018,"10",0.215,2920,365
"4960","Rumonge",2018,"10",0.136,2920,365
"4961","Rutana",2018,"10",0.151,2920,365
"4962","Ruyigi",2018,"10",0.167,2920,365
"4963","Rwibaga",2018,"10",0.095,2920,365
"4964","Ryansoro",2018,"10",0.453,2920,365
"4965","Vumbi",2018,"10",0.26,2920,365
"4966","Zone Centre",2018,"10",0.09,2920,365
"4967","Zone Nord",2018,"10",0.088,2920,365
"4968","Zone Sud",2018,"10",0.068,2920,365
"4969","Bubanza",2019,"10",0.057,3285,365
"4970","Bugarama",2019,"10",0.154,3285,365
"4971","Buhiga",2019,"10",0.341,3285,365
"4972","Bururi",2019,"10",0.09,3285,365
"4973","Busoni",2019,"10",0.203,3285,365
"4974","Butezi",2019,"10",0.177,3285,365
"4975","Buye",2019,"10",0.122,3285,365
"4976","Cankuzo",2019,"10",0.221,3285,365
"4977","Cibitoke",2019,"10",0.036,3285,365
"4978","Fota",2019,"10",0.116,3285,365
"4979","Gahombo",2019,"10",0.384,3285,365
"4980","Gashoho",2019,"10",0.464,3285,365
"4981","Gihofi",2019,"10",0.302,3285,365
"4982","Gitega",2019,"10",0.423,3285,365
"4983","Giteranyi",2019,"10",0.304,3285,365
"4984","Isale",2019,"10",0.048,3285,365
"4985","Kabezi",2019,"10",0.049,3285,365
"4986","Kayanza",2019,"10",0.287,3285,365
"4987","Kibumbu",2019,"10",0.204,3285,365
"4988","Kibuye",2019,"10",0.45,3285,365
"4989","Kiganda",2019,"10",0.186,3285,365
"4990","Kinyinya",2019,"10",0.111,3285,365
"4991","Kiremba",2019,"10",0.219,3285,365
"4992","Kirundo",2019,"10",0.264,3285,365
"4993","Mabayi",2019,"10",0.083,3285,365
"4994","Makamba",2019,"10",0.076,3285,365
"4995","Matana",2019,"10",0.113,3285,365
"4996","Mpanda",2019,"10",0.02,3285,365
"4997","Mukenke",2019,"10",0.232,3285,365
"4998","Muramvya",2019,"10",0.087,3285,365
"4999","Murore",2019,"10",0.263,3285,365
"5000","Musema",2019,"10",0.397,3285,365
"5001","Mutaho",2019,"10",0.447,3285,365
"5002","Muyinga",2019,"10",0.292,3285,365
"5003","Ngozi",2019,"10",0.241,3285,365
"5004","Nyabikere",2019,"10",0.627,3285,365
"5005","Nyanza-Lac",2019,"10",0.215,3285,365
"5006","Rumonge",2019,"10",0.136,3285,365
"5007","Rutana",2019,"10",0.151,3285,365
"5008","Ruyigi",2019,"10",0.167,3285,365
"5009","Rwibaga",2019,"10",0.095,3285,365
"5010","Ryansoro",2019,"10",0.453,3285,365
"5011","Vumbi",2019,"10",0.26,3285,365
"5012","Zone Centre",2019,"10",0.09,3285,365
"5013","Zone Nord",2019,"10",0.088,3285,365
"5014","Zone Sud",2019,"10",0.068,3285,365
"5015","Bubanza",2020,"10",0.057,3650,365
"5016","Bugarama",2020,"10",0.154,3650,365
"5017","Buhiga",2020,"10",0.341,3650,365
"5018","Bururi",2020,"10",0.09,3650,365
"5019","Busoni",2020,"10",0.203,3650,365
"5020","Butezi",2020,"10",0.177,3650,365
"5021","Buye",2020,"10",0.122,3650,365
"5022","Cankuzo",2020,"10",0.221,3650,365
"5023","Cibitoke",2020,"10",0.036,3650,365
"5024","Fota",2020,"10",0.116,3650,365
"5025","Gahombo",2020,"10",0.384,3650,365
"5026","Gashoho",2020,"10",0.464,3650,365
"5027","Gihofi",2020,"10",0.302,3650,365
"5028","Gitega",2020,"10",0.423,3650,365
"5029","Giteranyi",2020,"10",0.304,3650,365
"5030","Isale",2020,"10",0.048,3650,365
"5031","Kabezi",2020,"10",0.049,3650,365
"5032","Kayanza",2020,"10",0.287,3650,365
"5033","Kibumbu",2020,"10",0.204,3650,365
"5034","Kibuye",2020,"10",0.45,3650,365
"5035","Kiganda",2020,"10",0.186,3650,365
"5036","Kinyinya",2020,"10",0.111,3650,365
"5037","Kiremba",2020,"10",0.219,3650,365
"5038","Kirundo",2020,"10",0.264,3650,365
"5039","Mabayi",2020,"10",0.083,3650,365
"5040","Makamba",2020,"10",0.076,3650,365
"5041","Matana",2020,"10",0.113,3650,365
"5042","Mpanda",2020,"10",0.02,3650,365
"5043","Mukenke",2020,"10",0.232,3650,365
"5044","Muramvya",2020,"10",0.087,3650,365
"5045","Murore",2020,"10",0.263,3650,365
"5046","Musema",2020,"10",0.397,3650,365
"5047","Mutaho",2020,"10",0.447,3650,365
"5048","Muyinga",2020,"10",0.292,3650,365
"5049","Ngozi",2020,"10",0.241,3650,365
"5050","Nyabikere",2020,"10",0.627,3650,365
"5051","Nyanza-Lac",2020,"10",0.215,3650,365
"5052","Rumonge",2020,"10",0.136,3650,365
"5053","Rutana",2020,"10",0.151,3650,365
"5054","Ruyigi",2020,"10",0.167,3650,365
"5055","Rwibaga",2020,"10",0.095,3650,365
"5056","Ryansoro",2020,"10",0.453,3650,365
"5057","Vumbi",2020,"10",0.26,3650,365
"5058","Zone Centre",2020,"10",0.09,3650,365
"5059","Zone Nord",2020,"10",0.088,3650,365
"5060","Zone Sud",2020,"10",0.068,3650,365
"5061","Bubanza",2010,"11",0.001,0,365
"5062","Bubanza",2011,"11",5e-04,365,365
"5063","Bubanza",2012,"11",0,730,365
"5064","Bubanza",2013,"11",0.01325,1095,365
"5065","Bubanza",2014,"11",0.0265,1460,365
"5066","Bubanza",2015,"11",0.03975,1825,365
"5067","Bubanza",2016,"11",0.053,2190,365
"5068","Bugarama",2010,"11",0.005,0,365
"5069","Bugarama",2011,"11",0.0115,365,365
"5070","Bugarama",2012,"11",0.018,730,365
"5071","Bugarama",2013,"11",0.03725,1095,365
"5072","Bugarama",2014,"11",0.0565,1460,365
"5073","Bugarama",2015,"11",0.07575,1825,365
"5074","Bugarama",2016,"11",0.095,2190,365
"5075","Buhiga",2010,"11",0,0,365
"5076","Buhiga",2011,"11",0.002,365,365
"5077","Buhiga",2012,"11",0.004,730,365
"5078","Buhiga",2013,"11",0.0785,1095,365
"5079","Buhiga",2014,"11",0.153,1460,365
"5080","Buhiga",2015,"11",0.2275,1825,365
"5081","Buhiga",2016,"11",0.302,2190,365
"5082","Bururi",2010,"11",0.059,0,365
"5083","Bururi",2011,"11",0.0455,365,365
"5084","Bururi",2012,"11",0.032,730,365
"5085","Bururi",2013,"11",0.0535,1095,365
"5086","Bururi",2014,"11",0.075,1460,365
"5087","Bururi",2015,"11",0.0965,1825,365
"5088","Bururi",2016,"11",0.118,2190,365
"5089","Busoni",2010,"11",0.005,0,365
"5090","Busoni",2011,"11",0.0075,365,365
"5091","Busoni",2012,"11",0.01,730,365
"5092","Busoni",2013,"11",0.0725,1095,365
"5093","Busoni",2014,"11",0.135,1460,365
"5094","Busoni",2015,"11",0.1975,1825,365
"5095","Busoni",2016,"11",0.26,2190,365
"5096","Butezi",2010,"11",0.064,0,365
"5097","Butezi",2011,"11",0.04,365,365
"5098","Butezi",2012,"11",0.016,730,365
"5099","Butezi",2013,"11",0.04175,1095,365
"5100","Butezi",2014,"11",0.0675,1460,365
"5101","Butezi",2015,"11",0.09325,1825,365
"5102","Butezi",2016,"11",0.119,2190,365
"5103","Buye",2010,"11",0.02,0,365
"5104","Buye",2011,"11",0.0265,365,365
"5105","Buye",2012,"11",0.033,730,365
"5106","Buye",2013,"11",0.08325,1095,365
"5107","Buye",2014,"11",0.1335,1460,365
"5108","Buye",2015,"11",0.18375,1825,365
"5109","Buye",2016,"11",0.234,2190,365
"5110","Cankuzo",2010,"11",0.021,0,365
"5111","Cankuzo",2011,"11",0.0425,365,365
"5112","Cankuzo",2012,"11",0.064,730,365
"5113","Cankuzo",2013,"11",0.107,1095,365
"5114","Cankuzo",2014,"11",0.15,1460,365
"5115","Cankuzo",2015,"11",0.193,1825,365
"5116","Cankuzo",2016,"11",0.236,2190,365
"5117","Cibitoke",2010,"11",0.003,0,365
"5118","Cibitoke",2011,"11",0.0125,365,365
"5119","Cibitoke",2012,"11",0.022,730,365
"5120","Cibitoke",2013,"11",0.03225,1095,365
"5121","Cibitoke",2014,"11",0.0425,1460,365
"5122","Cibitoke",2015,"11",0.05275,1825,365
"5123","Cibitoke",2016,"11",0.063,2190,365
"5124","Fota",2010,"11",0.015,0,365
"5125","Fota",2011,"11",0.0235,365,365
"5126","Fota",2012,"11",0.032,730,365
"5127","Fota",2013,"11",0.04725,1095,365
"5128","Fota",2014,"11",0.0625,1460,365
"5129","Fota",2015,"11",0.07775,1825,365
"5130","Fota",2016,"11",0.093,2190,365
"5131","Gahombo",2010,"11",0,0,365
"5132","Gahombo",2011,"11",0,365,365
"5133","Gahombo",2012,"11",0,730,365
"5134","Gahombo",2013,"11",0.122,1095,365
"5135","Gahombo",2014,"11",0.244,1460,365
"5136","Gahombo",2015,"11",0.366,1825,365
"5137","Gahombo",2016,"11",0.488,2190,365
"5138","Gashoho",2010,"11",0.037,0,365
"5139","Gashoho",2011,"11",0.0295,365,365
"5140","Gashoho",2012,"11",0.022,730,365
"5141","Gashoho",2013,"11",0.11925,1095,365
"5142","Gashoho",2014,"11",0.2165,1460,365
"5143","Gashoho",2015,"11",0.31375,1825,365
"5144","Gashoho",2016,"11",0.411,2190,365
"5145","Gihofi",2010,"11",0.011,0,365
"5146","Gihofi",2011,"11",0.013,365,365
"5147","Gihofi",2012,"11",0.015,730,365
"5148","Gihofi",2013,"11",0.07675,1095,365
"5149","Gihofi",2014,"11",0.1385,1460,365
"5150","Gihofi",2015,"11",0.20025,1825,365
"5151","Gihofi",2016,"11",0.262,2190,365
"5152","Gitega",2010,"11",0.02,0,365
"5153","Gitega",2011,"11",0.013,365,365
"5154","Gitega",2012,"11",0.006,730,365
"5155","Gitega",2013,"11",0.10675,1095,365
"5156","Gitega",2014,"11",0.2075,1460,365
"5157","Gitega",2015,"11",0.30825,1825,365
"5158","Gitega",2016,"11",0.409,2190,365
"5159","Giteranyi",2010,"11",0.003,0,365
"5160","Giteranyi",2011,"11",0.002,365,365
"5161","Giteranyi",2012,"11",0.001,730,365
"5162","Giteranyi",2013,"11",0.07525,1095,365
"5163","Giteranyi",2014,"11",0.1495,1460,365
"5164","Giteranyi",2015,"11",0.22375,1825,365
"5165","Giteranyi",2016,"11",0.298,2190,365
"5166","Isale",2010,"11",0.011,0,365
"5167","Isale",2011,"11",0.0175,365,365
"5168","Isale",2012,"11",0.024,730,365
"5169","Isale",2013,"11",0.03125,1095,365
"5170","Isale",2014,"11",0.0385,1460,365
"5171","Isale",2015,"11",0.04575,1825,365
"5172","Isale",2016,"11",0.053,2190,365
"5173","Kabezi",2010,"11",0.019,0,365
"5174","Kabezi",2011,"11",0.035,365,365
"5175","Kabezi",2012,"11",0.051,730,365
"5176","Kabezi",2013,"11",0.0535,1095,365
"5177","Kabezi",2014,"11",0.056,1460,365
"5178","Kabezi",2015,"11",0.0585,1825,365
"5179","Kabezi",2016,"11",0.061,2190,365
"5180","Kayanza",2010,"11",0.003,0,365
"5181","Kayanza",2011,"11",0.002,365,365
"5182","Kayanza",2012,"11",0.001,730,365
"5183","Kayanza",2013,"11",0.0555,1095,365
"5184","Kayanza",2014,"11",0.11,1460,365
"5185","Kayanza",2015,"11",0.1645,1825,365
"5186","Kayanza",2016,"11",0.219,2190,365
"5187","Kibumbu",2010,"11",0.006,0,365
"5188","Kibumbu",2011,"11",0.01,365,365
"5189","Kibumbu",2012,"11",0.014,730,365
"5190","Kibumbu",2013,"11",0.04975,1095,365
"5191","Kibumbu",2014,"11",0.0855,1460,365
"5192","Kibumbu",2015,"11",0.12125,1825,365
"5193","Kibumbu",2016,"11",0.157,2190,365
"5194","Kibuye",2010,"11",0.033,0,365
"5195","Kibuye",2011,"11",0.026,365,365
"5196","Kibuye",2012,"11",0.019,730,365
"5197","Kibuye",2013,"11",0.14175,1095,365
"5198","Kibuye",2014,"11",0.2645,1460,365
"5199","Kibuye",2015,"11",0.38725,1825,365
"5200","Kibuye",2016,"11",0.51,2190,365
"5201","Kiganda",2010,"11",0.009,0,365
"5202","Kiganda",2011,"11",0.0085,365,365
"5203","Kiganda",2012,"11",0.008,730,365
"5204","Kiganda",2013,"11",0.03575,1095,365
"5205","Kiganda",2014,"11",0.0635,1460,365
"5206","Kiganda",2015,"11",0.09125,1825,365
"5207","Kiganda",2016,"11",0.119,2190,365
"5208","Kinyinya",2010,"11",0.002,0,365
"5209","Kinyinya",2011,"11",0.0055,365,365
"5210","Kinyinya",2012,"11",0.009,730,365
"5211","Kinyinya",2013,"11",0.03725,1095,365
"5212","Kinyinya",2014,"11",0.0655,1460,365
"5213","Kinyinya",2015,"11",0.09375,1825,365
"5214","Kinyinya",2016,"11",0.122,2190,365
"5215","Kiremba",2010,"11",0,0,365
"5216","Kiremba",2011,"11",0.024,365,365
"5217","Kiremba",2012,"11",0.048,730,365
"5218","Kiremba",2013,"11",0.07825,1095,365
"5219","Kiremba",2014,"11",0.1085,1460,365
"5220","Kiremba",2015,"11",0.13875,1825,365
"5221","Kiremba",2016,"11",0.169,2190,365
"5222","Kirundo",2010,"11",0.005,0,365
"5223","Kirundo",2011,"11",0.021,365,365
"5224","Kirundo",2012,"11",0.037,730,365
"5225","Kirundo",2013,"11",0.09625,1095,365
"5226","Kirundo",2014,"11",0.1555,1460,365
"5227","Kirundo",2015,"11",0.21475,1825,365
"5228","Kirundo",2016,"11",0.274,2190,365
"5229","Mabayi",2010,"11",0,0,365
"5230","Mabayi",2011,"11",0,365,365
"5231","Mabayi",2012,"11",0,730,365
"5232","Mabayi",2013,"11",0.02675,1095,365
"5233","Mabayi",2014,"11",0.0535,1460,365
"5234","Mabayi",2015,"11",0.08025,1825,365
"5235","Mabayi",2016,"11",0.107,2190,365
"5236","Makamba",2010,"11",0,0,365
"5237","Makamba",2011,"11",0.015,365,365
"5238","Makamba",2012,"11",0.03,730,365
"5239","Makamba",2013,"11",0.05,1095,365
"5240","Makamba",2014,"11",0.07,1460,365
"5241","Makamba",2015,"11",0.09,1825,365
"5242","Makamba",2016,"11",0.11,2190,365
"5243","Matana",2010,"11",0.014,0,365
"5244","Matana",2011,"11",0.0125,365,365
"5245","Matana",2012,"11",0.011,730,365
"5246","Matana",2013,"11",0.04025,1095,365
"5247","Matana",2014,"11",0.0695,1460,365
"5248","Matana",2015,"11",0.09875,1825,365
"5249","Matana",2016,"11",0.128,2190,365
"5250","Mpanda",2010,"11",0.009,0,365
"5251","Mpanda",2011,"11",0.0325,365,365
"5252","Mpanda",2012,"11",0.056,730,365
"5253","Mpanda",2013,"11",0.051,1095,365
"5254","Mpanda",2014,"11",0.046,1460,365
"5255","Mpanda",2015,"11",0.041,1825,365
"5256","Mpanda",2016,"11",0.036,2190,365
"5257","Mukenke",2010,"11",0.011,0,365
"5258","Mukenke",2011,"11",0.0085,365,365
"5259","Mukenke",2012,"11",0.006,730,365
"5260","Mukenke",2013,"11",0.06,1095,365
"5261","Mukenke",2014,"11",0.114,1460,365
"5262","Mukenke",2015,"11",0.168,1825,365
"5263","Mukenke",2016,"11",0.222,2190,365
"5264","Muramvya",2010,"11",0.005,0,365
"5265","Muramvya",2011,"11",0.005,365,365
"5266","Muramvya",2012,"11",0.005,730,365
"5267","Muramvya",2013,"11",0.0215,1095,365
"5268","Muramvya",2014,"11",0.038,1460,365
"5269","Muramvya",2015,"11",0.0545,1825,365
"5270","Muramvya",2016,"11",0.071,2190,365
"5271","Murore",2010,"11",0.009,0,365
"5272","Murore",2011,"11",0.0075,365,365
"5273","Murore",2012,"11",0.006,730,365
"5274","Murore",2013,"11",0.06725,1095,365
"5275","Murore",2014,"11",0.1285,1460,365
"5276","Murore",2015,"11",0.18975,1825,365
"5277","Murore",2016,"11",0.251,2190,365
"5278","Musema",2010,"11",0.016,0,365
"5279","Musema",2011,"11",0.0105,365,365
"5280","Musema",2012,"11",0.005,730,365
"5281","Musema",2013,"11",0.082,1095,365
"5282","Musema",2014,"11",0.159,1460,365
"5283","Musema",2015,"11",0.236,1825,365
"5284","Musema",2016,"11",0.313,2190,365
"5285","Mutaho",2010,"11",0.014,0,365
"5286","Mutaho",2011,"11",0.0375,365,365
"5287","Mutaho",2012,"11",0.061,730,365
"5288","Mutaho",2013,"11",0.145,1095,365
"5289","Mutaho",2014,"11",0.229,1460,365
"5290","Mutaho",2015,"11",0.313,1825,365
"5291","Mutaho",2016,"11",0.397,2190,365
"5292","Muyinga",2010,"11",0,0,365
"5293","Muyinga",2011,"11",0.005,365,365
"5294","Muyinga",2012,"11",0.01,730,365
"5295","Muyinga",2013,"11",0.068,1095,365
"5296","Muyinga",2014,"11",0.126,1460,365
"5297","Muyinga",2015,"11",0.184,1825,365
"5298","Muyinga",2016,"11",0.242,2190,365
"5299","Ngozi",2010,"11",0.007,0,365
"5300","Ngozi",2011,"11",0.0145,365,365
"5301","Ngozi",2012,"11",0.022,730,365
"5302","Ngozi",2013,"11",0.07075,1095,365
"5303","Ngozi",2014,"11",0.1195,1460,365
"5304","Ngozi",2015,"11",0.16825,1825,365
"5305","Ngozi",2016,"11",0.217,2190,365
"5306","Nyabikere",2010,"11",0.001,0,365
"5307","Nyabikere",2011,"11",0.022,365,365
"5308","Nyabikere",2012,"11",0.043,730,365
"5309","Nyabikere",2013,"11",0.1665,1095,365
"5310","Nyabikere",2014,"11",0.29,1460,365
"5311","Nyabikere",2015,"11",0.4135,1825,365
"5312","Nyabikere",2016,"11",0.537,2190,365
"5313","Nyanza-Lac",2010,"11",0.048,0,365
"5314","Nyanza-Lac",2011,"11",0.025,365,365
"5315","Nyanza-Lac",2012,"11",0.002,730,365
"5316","Nyanza-Lac",2013,"11",0.041,1095,365
"5317","Nyanza-Lac",2014,"11",0.08,1460,365
"5318","Nyanza-Lac",2015,"11",0.119,1825,365
"5319","Nyanza-Lac",2016,"11",0.158,2190,365
"5320","Rumonge",2010,"11",0.024,0,365
"5321","Rumonge",2011,"11",0.0195,365,365
"5322","Rumonge",2012,"11",0.015,730,365
"5323","Rumonge",2013,"11",0.04425,1095,365
"5324","Rumonge",2014,"11",0.0735,1460,365
"5325","Rumonge",2015,"11",0.10275,1825,365
"5326","Rumonge",2016,"11",0.132,2190,365
"5327","Rutana",2010,"11",0,0,365
"5328","Rutana",2011,"11",0.015,365,365
"5329","Rutana",2012,"11",0.03,730,365
"5330","Rutana",2013,"11",0.06775,1095,365
"5331","Rutana",2014,"11",0.1055,1460,365
"5332","Rutana",2015,"11",0.14325,1825,365
"5333","Rutana",2016,"11",0.181,2190,365
"5334","Ruyigi",2010,"11",0,0,365
"5335","Ruyigi",2011,"11",0,365,365
"5336","Ruyigi",2012,"11",0,730,365
"5337","Ruyigi",2013,"11",0.0495,1095,365
"5338","Ruyigi",2014,"11",0.099,1460,365
"5339","Ruyigi",2015,"11",0.1485,1825,365
"5340","Ruyigi",2016,"11",0.198,2190,365
"5341","Rwibaga",2010,"11",0.02,0,365
"5342","Rwibaga",2011,"11",0.012,365,365
"5343","Rwibaga",2012,"11",0.004,730,365
"5344","Rwibaga",2013,"11",0.0265,1095,365
"5345","Rwibaga",2014,"11",0.049,1460,365
"5346","Rwibaga",2015,"11",0.0715,1825,365
"5347","Rwibaga",2016,"11",0.094,2190,365
"5348","Ryansoro",2010,"11",0,0,365
"5349","Ryansoro",2011,"11",0.007,365,365
"5350","Ryansoro",2012,"11",0.014,730,365
"5351","Ryansoro",2013,"11",0.11875,1095,365
"5352","Ryansoro",2014,"11",0.2235,1460,365
"5353","Ryansoro",2015,"11",0.32825,1825,365
"5354","Ryansoro",2016,"11",0.433,2190,365
"5355","Vumbi",2010,"11",0.012,0,365
"5356","Vumbi",2011,"11",0.025,365,365
"5357","Vumbi",2012,"11",0.038,730,365
"5358","Vumbi",2013,"11",0.103,1095,365
"5359","Vumbi",2014,"11",0.168,1460,365
"5360","Vumbi",2015,"11",0.233,1825,365
"5361","Vumbi",2016,"11",0.298,2190,365
"5362","Zone Centre",2010,"11",0.001,0,365
"5363","Zone Centre",2011,"11",0.0185,365,365
"5364","Zone Centre",2012,"11",0.036,730,365
"5365","Zone Centre",2013,"11",0.036,1095,365
"5366","Zone Centre",2014,"11",0.036,1460,365
"5367","Zone Centre",2015,"11",0.036,1825,365
"5368","Zone Centre",2016,"11",0.036,2190,365
"5369","Zone Nord",2010,"11",0,0,365
"5370","Zone Nord",2011,"11",0.0065,365,365
"5371","Zone Nord",2012,"11",0.013,730,365
"5372","Zone Nord",2013,"11",0.02225,1095,365
"5373","Zone Nord",2014,"11",0.0315,1460,365
"5374","Zone Nord",2015,"11",0.04075,1825,365
"5375","Zone Nord",2016,"11",0.05,2190,365
"5376","Zone Sud",2010,"11",0,0,365
"5377","Zone Sud",2011,"11",0.0155,365,365
"5378","Zone Sud",2012,"11",0.031,730,365
"5379","Zone Sud",2013,"11",0.04675,1095,365
"5380","Zone Sud",2014,"11",0.0625,1460,365
"5381","Zone Sud",2015,"11",0.07825,1825,365
"5382","Zone Sud",2016,"11",0.094,2190,365
"5383","Bubanza",2017,"11",0.053,2555,365
"5384","Bugarama",2017,"11",0.095,2555,365
"5385","Buhiga",2017,"11",0.302,2555,365
"5386","Bururi",2017,"11",0.118,2555,365
"5387","Busoni",2017,"11",0.26,2555,365
"5388","Butezi",2017,"11",0.119,2555,365
"5389","Buye",2017,"11",0.234,2555,365
"5390","Cankuzo",2017,"11",0.236,2555,365
"5391","Cibitoke",2017,"11",0.063,2555,365
"5392","Fota",2017,"11",0.093,2555,365
"5393","Gahombo",2017,"11",0.488,2555,365
"5394","Gashoho",2017,"11",0.411,2555,365
"5395","Gihofi",2017,"11",0.262,2555,365
"5396","Gitega",2017,"11",0.409,2555,365
"5397","Giteranyi",2017,"11",0.298,2555,365
"5398","Isale",2017,"11",0.053,2555,365
"5399","Kabezi",2017,"11",0.061,2555,365
"5400","Kayanza",2017,"11",0.219,2555,365
"5401","Kibumbu",2017,"11",0.157,2555,365
"5402","Kibuye",2017,"11",0.51,2555,365
"5403","Kiganda",2017,"11",0.119,2555,365
"5404","Kinyinya",2017,"11",0.122,2555,365
"5405","Kiremba",2017,"11",0.169,2555,365
"5406","Kirundo",2017,"11",0.274,2555,365
"5407","Mabayi",2017,"11",0.107,2555,365
"5408","Makamba",2017,"11",0.11,2555,365
"5409","Matana",2017,"11",0.128,2555,365
"5410","Mpanda",2017,"11",0.036,2555,365
"5411","Mukenke",2017,"11",0.222,2555,365
"5412","Muramvya",2017,"11",0.071,2555,365
"5413","Murore",2017,"11",0.251,2555,365
"5414","Musema",2017,"11",0.313,2555,365
"5415","Mutaho",2017,"11",0.397,2555,365
"5416","Muyinga",2017,"11",0.242,2555,365
"5417","Ngozi",2017,"11",0.217,2555,365
"5418","Nyabikere",2017,"11",0.537,2555,365
"5419","Nyanza-Lac",2017,"11",0.158,2555,365
"5420","Rumonge",2017,"11",0.132,2555,365
"5421","Rutana",2017,"11",0.181,2555,365
"5422","Ruyigi",2017,"11",0.198,2555,365
"5423","Rwibaga",2017,"11",0.094,2555,365
"5424","Ryansoro",2017,"11",0.433,2555,365
"5425","Vumbi",2017,"11",0.298,2555,365
"5426","Zone Centre",2017,"11",0.036,2555,365
"5427","Zone Nord",2017,"11",0.05,2555,365
"5428","Zone Sud",2017,"11",0.094,2555,365
"5429","Bubanza",2018,"11",0.053,2920,365
"5430","Bugarama",2018,"11",0.095,2920,365
"5431","Buhiga",2018,"11",0.302,2920,365
"5432","Bururi",2018,"11",0.118,2920,365
"5433","Busoni",2018,"11",0.26,2920,365
"5434","Butezi",2018,"11",0.119,2920,365
"5435","Buye",2018,"11",0.234,2920,365
"5436","Cankuzo",2018,"11",0.236,2920,365
"5437","Cibitoke",2018,"11",0.063,2920,365
"5438","Fota",2018,"11",0.093,2920,365
"5439","Gahombo",2018,"11",0.488,2920,365
"5440","Gashoho",2018,"11",0.411,2920,365
"5441","Gihofi",2018,"11",0.262,2920,365
"5442","Gitega",2018,"11",0.409,2920,365
"5443","Giteranyi",2018,"11",0.298,2920,365
"5444","Isale",2018,"11",0.053,2920,365
"5445","Kabezi",2018,"11",0.061,2920,365
"5446","Kayanza",2018,"11",0.219,2920,365
"5447","Kibumbu",2018,"11",0.157,2920,365
"5448","Kibuye",2018,"11",0.51,2920,365
"5449","Kiganda",2018,"11",0.119,2920,365
"5450","Kinyinya",2018,"11",0.122,2920,365
"5451","Kiremba",2018,"11",0.169,2920,365
"5452","Kirundo",2018,"11",0.274,2920,365
"5453","Mabayi",2018,"11",0.107,2920,365
"5454","Makamba",2018,"11",0.11,2920,365
"5455","Matana",2018,"11",0.128,2920,365
"5456","Mpanda",2018,"11",0.036,2920,365
"5457","Mukenke",2018,"11",0.222,2920,365
"5458","Muramvya",2018,"11",0.071,2920,365
"5459","Murore",2018,"11",0.251,2920,365
"5460","Musema",2018,"11",0.313,2920,365
"5461","Mutaho",2018,"11",0.397,2920,365
"5462","Muyinga",2018,"11",0.242,2920,365
"5463","Ngozi",2018,"11",0.217,2920,365
"5464","Nyabikere",2018,"11",0.537,2920,365
"5465","Nyanza-Lac",2018,"11",0.158,2920,365
"5466","Rumonge",2018,"11",0.132,2920,365
"5467","Rutana",2018,"11",0.181,2920,365
"5468","Ruyigi",2018,"11",0.198,2920,365
"5469","Rwibaga",2018,"11",0.094,2920,365
"5470","Ryansoro",2018,"11",0.433,2920,365
"5471","Vumbi",2018,"11",0.298,2920,365
"5472","Zone Centre",2018,"11",0.036,2920,365
"5473","Zone Nord",2018,"11",0.05,2920,365
"5474","Zone Sud",2018,"11",0.094,2920,365
"5475","Bubanza",2019,"11",0.053,3285,365
"5476","Bugarama",2019,"11",0.095,3285,365
"5477","Buhiga",2019,"11",0.302,3285,365
"5478","Bururi",2019,"11",0.118,3285,365
"5479","Busoni",2019,"11",0.26,3285,365
"5480","Butezi",2019,"11",0.119,3285,365
"5481","Buye",2019,"11",0.234,3285,365
"5482","Cankuzo",2019,"11",0.236,3285,365
"5483","Cibitoke",2019,"11",0.063,3285,365
