"year","admin_name","seed","access","simday","duration","coverage","net_life_lognormal_mu","net_life_lognormal_sigma","bio_mortality","block_initial","kill_initial","indoor_net_protection"
2010,"Bubanza",44,0.120229971428571,0,365,0.108206974285714,5.85084751431398,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
2010,"Bubanza",37,0.120229971428571,0,365,0.108206974285714,5.89704930426872,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
2010,"Bubanza",1,0.120229971428571,0,365,0.108206974285714,5.89264620917119,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
2010,"Bubanza",50,0.120229971428571,0,365,0.108206974285714,5.93449401792291,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
2010,"Bubanza",41,0.120229971428571,0,365,0.108206974285714,5.90868135542559,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
2010,"Bubanza",22,0.120229971428571,0,365,0.108206974285714,5.90302864298365,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
2010,"Bubanza",10,0.120229971428571,0,365,0.108206974285714,5.80122620676886,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
2010,"Bubanza",25,0.120229971428571,0,365,0.108206974285714,5.74239940302936,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
2010,"Bubanza",23,0.120229971428571,0,365,0.108206974285714,5.87304066104123,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
2010,"Bubanza",42,0.120229971428571,0,365,0.108206974285714,5.94389982959502,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
2010,"Bubanza",24,0.120229971428571,0,365,0.108206974285714,5.92528726784075,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
2010,"Bubanza",40,0.120229971428571,0,365,0.108206974285714,5.98334580233576,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
2010,"Bubanza",45,0.120229971428571,0,365,0.108206974285714,5.90356434063027,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
2010,"Bubanza",21,0.120229971428571,0,365,0.108206974285714,5.85309705645446,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
2010,"Bubanza",8,0.120229971428571,0,365,0.108206974285714,5.87718213530924,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
2010,"Bubanza",33,0.120229971428571,0,365,0.108206974285714,5.84787688919159,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
2010,"Bubanza",49,0.120229971428571,0,365,0.108206974285714,5.70736397195627,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
2010,"Bubanza",48,0.120229971428571,0,365,0.108206974285714,5.9069871899843,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
2010,"Bubanza",31,0.120229971428571,0,365,0.108206974285714,5.90110459066499,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
2010,"Bubanza",38,0.120229971428571,0,365,0.108206974285714,5.90363655311267,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
2010,"Bubanza",39,0.120229971428571,0,365,0.108206974285714,5.9247961967686,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
2010,"Bubanza",36,0.120229971428571,0,365,0.108206974285714,5.79598995950214,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
2010,"Bubanza",17,0.120229971428571,0,365,0.108206974285714,5.87050507317818,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
2010,"Bubanza",34,0.120229971428571,0,365,0.108206974285714,5.8306803143143,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
2010,"Bubanza",13,0.120229971428571,0,365,0.108206974285714,5.85381353814521,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
2010,"Bubanza",30,0.120229971428571,0,365,0.108206974285714,6.0274066576795,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
2010,"Bubanza",47,0.120229971428571,0,365,0.108206974285714,5.88879104295496,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
2010,"Bubanza",51,0.120229971428571,0,365,0.108206974285714,5.82774432343015,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
2010,"Bubanza",28,0.120229971428571,0,365,0.108206974285714,5.85336004360567,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
2010,"Bubanza",26,0.120229971428571,0,365,0.108206974285714,5.91879744845636,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
2010,"Bubanza",15,0.120229971428571,0,365,0.108206974285714,5.91964738017935,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
2010,"Bubanza",35,0.120229971428571,0,365,0.108206974285714,5.83102572335963,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
2010,"Bubanza",46,0.120229971428571,0,365,0.108206974285714,5.81674687367759,0.8,0.904395702,0.784865634832106,0.674737824464642,0.75
2010,"Bubanza",32,0.120229971428571,0,365,0.108206974285714,5.85674559929273,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
2010,"Bubanza",11,0.120229971428571,0,365,0.108206974285714,5.88407100637835,0.8,0.904395702,0.847751057693719,0.501885340292609,0.75
2010,"Bubanza",12,0.120229971428571,0,365,0.108206974285714,5.90325823305356,0.8,0.904395702,0.907658992417504,0.674737824464642,0.75
2010,"Bubanza",29,0.120229971428571,0,365,0.108206974285714,5.82259086915834,0.8,0.904395702,0.730660944143835,0.501885340292609,0.75
2010,"Bugarama",26,0.108883785714286,0,365,0.0979954071428572,5.91879744845636,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
2010,"Bugarama",18,0.108883785714286,0,365,0.0979954071428572,5.79401080549975,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
2010,"Bugarama",45,0.108883785714286,0,365,0.0979954071428572,5.90356434063027,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
2010,"Bugarama",6,0.108883785714286,0,365,0.0979954071428572,5.90548897586635,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
2010,"Bugarama",31,0.108883785714286,0,365,0.0979954071428572,5.90110459066499,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
2010,"Bugarama",20,0.108883785714286,0,365,0.0979954071428572,5.91681691333077,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
2010,"Bugarama",16,0.108883785714286,0,365,0.0979954071428572,5.6826397507948,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
2010,"Bugarama",37,0.108883785714286,0,365,0.0979954071428572,5.89704930426872,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
2010,"Bugarama",22,0.108883785714286,0,365,0.0979954071428572,5.90302864298365,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
2010,"Bugarama",44,0.108883785714286,0,365,0.0979954071428572,5.85084751431398,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
2010,"Bugarama",43,0.108883785714286,0,365,0.0979954071428572,5.93817035157111,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
2010,"Bugarama",36,0.108883785714286,0,365,0.0979954071428572,5.79598995950214,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
2010,"Bugarama",9,0.108883785714286,0,365,0.0979954071428572,5.89354013187667,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
2010,"Bugarama",47,0.108883785714286,0,365,0.0979954071428572,5.88879104295496,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
2010,"Bugarama",23,0.108883785714286,0,365,0.0979954071428572,5.87304066104123,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
2010,"Bugarama",12,0.108883785714286,0,365,0.0979954071428572,5.90325823305356,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
2010,"Bugarama",32,0.108883785714286,0,365,0.0979954071428572,5.85674559929273,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
2010,"Bugarama",34,0.108883785714286,0,365,0.0979954071428572,5.8306803143143,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
2010,"Bugarama",51,0.108883785714286,0,365,0.0979954071428572,5.82774432343015,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
2010,"Bugarama",39,0.108883785714286,0,365,0.0979954071428572,5.9247961967686,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
2010,"Bugarama",17,0.108883785714286,0,365,0.0979954071428572,5.87050507317818,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
2010,"Bugarama",27,0.108883785714286,0,365,0.0979954071428572,5.92599103694296,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
2010,"Bugarama",1,0.108883785714286,0,365,0.0979954071428572,5.89264620917119,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
2010,"Bugarama",50,0.108883785714286,0,365,0.0979954071428572,5.93449401792291,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
2010,"Bugarama",33,0.108883785714286,0,365,0.0979954071428572,5.84787688919159,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
2010,"Bugarama",21,0.108883785714286,0,365,0.0979954071428572,5.85309705645446,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
2010,"Bugarama",25,0.108883785714286,0,365,0.0979954071428572,5.74239940302936,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
2010,"Bugarama",5,0.108883785714286,0,365,0.0979954071428572,5.88072289504645,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
2010,"Bugarama",10,0.108883785714286,0,365,0.0979954071428572,5.80122620676886,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
2010,"Bugarama",38,0.108883785714286,0,365,0.0979954071428572,5.90363655311267,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
2010,"Bugarama",24,0.108883785714286,0,365,0.0979954071428572,5.92528726784075,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
2010,"Bugarama",46,0.108883785714286,0,365,0.0979954071428572,5.81674687367759,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
2010,"Bugarama",13,0.108883785714286,0,365,0.0979954071428572,5.85381353814521,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
2010,"Bugarama",49,0.108883785714286,0,365,0.0979954071428572,5.70736397195627,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
2010,"Bugarama",30,0.108883785714286,0,365,0.0979954071428572,6.0274066576795,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
2010,"Bugarama",48,0.108883785714286,0,365,0.0979954071428572,5.9069871899843,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
2010,"Bugarama",40,0.108883785714286,0,365,0.0979954071428572,5.98334580233576,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
2010,"Bugarama",41,0.108883785714286,0,365,0.0979954071428572,5.90868135542559,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
2010,"Bugarama",29,0.108883785714286,0,365,0.0979954071428572,5.82259086915834,0.8,0.934621902,0.732010000035124,0.50574791749814,0.75
2010,"Bugarama",11,0.108883785714286,0,365,0.0979954071428572,5.88407100637835,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
2010,"Bugarama",7,0.108883785714286,0,365,0.0979954071428572,6.01510114177637,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
2010,"Bugarama",19,0.108883785714286,0,365,0.0979954071428572,5.89827822823734,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
2010,"Bugarama",14,0.108883785714286,0,365,0.0979954071428572,5.88389799887374,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
2010,"Bugarama",2,0.108883785714286,0,365,0.0979954071428572,5.80623497464404,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
2010,"Bugarama",35,0.108883785714286,0,365,0.0979954071428572,5.83102572335963,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
2010,"Bugarama",3,0.108883785714286,0,365,0.0979954071428572,5.91766434615871,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
2010,"Bugarama",4,0.108883785714286,0,365,0.0979954071428572,5.97040273796984,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
2010,"Bugarama",8,0.108883785714286,0,365,0.0979954071428572,5.87718213530924,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
2010,"Bugarama",42,0.108883785714286,0,365,0.0979954071428572,5.94389982959502,0.8,0.934621902,0.791263112586568,0.697959547712536,0.75
2010,"Bugarama",28,0.108883785714286,0,365,0.0979954071428572,5.85336004360567,0.8,0.934621902,0.913456868828746,0.697959547712536,0.75
2010,"Bugarama",15,0.108883785714286,0,365,0.0979954071428572,5.91964738017935,0.8,0.934621902,0.849480432005314,0.50574791749814,0.75
2010,"Buhiga",27,0.109014428571429,0,365,0.0981129857142858,5.92599103694296,0.8,0.929504256,0.849193064420564,0.505102838805014,0.75
2010,"Buhiga",11,0.109014428571429,0,365,0.0981129857142858,5.88407100637835,0.8,0.929504256,0.849193064420564,0.505102838805014,0.75
2010,"Buhiga",36,0.109014428571429,0,365,0.0981129857142858,5.79598995950214,0.8,0.929504256,0.912521729725533,0.694094140373297,0.75
2010,"Buhiga",41,0.109014428571429,0,365,0.0981129857142858,5.90868135542559,0.8,0.929504256,0.731785168745649,0.505102838805014,0.75
2010,"Buhiga",31,0.109014428571429,0,365,0.0981129857142858,5.90110459066499,0.8,0.929504256,0.849193064420564,0.505102838805014,0.75
2010,"Buhiga",10,0.109014428571429,0,365,0.0981129857142858,5.80122620676886,0.8,0.929504256,0.790211563741726,0.694094140373297,0.75
2010,"Buhiga",13,0.109014428571429,0,365,0.0981129857142858,5.85381353814521,0.8,0.929504256,0.731785168745649,0.505102838805014,0.75
2010,"Buhiga",26,0.109014428571429,0,365,0.0981129857142858,5.91879744845636,0.8,0.929504256,0.790211563741726,0.694094140373297,0.75
2010,"Buhiga",18,0.109014428571429,0,365,0.0981129857142858,5.79401080549975,0.8,0.929504256,0.790211563741726,0.694094140373297,0.75
2010,"Buhiga",9,0.109014428571429,0,365,0.0981129857142858,5.89354013187667,0.8,0.929504256,0.731785168745649,0.505102838805014,0.75
2010,"Buhiga",4,0.109014428571429,0,365,0.0981129857142858,5.97040273796984,0.8,0.929504256,0.912521729725533,0.694094140373297,0.75
2010,"Buhiga",23,0.109014428571429,0,365,0.0981129857142858,5.87304066104123,0.8,0.929504256,0.849193064420564,0.505102838805014,0.75
2010,"Buhiga",24,0.109014428571429,0,365,0.0981129857142858,5.92528726784075,0.8,0.929504256,0.912521729725533,0.694094140373297,0.75
2010,"Buhiga",50,0.109014428571429,0,365,0.0981129857142858,5.93449401792291,0.8,0.929504256,0.790211563741726,0.694094140373297,0.75
2010,"Buhiga",32,0.109014428571429,0,365,0.0981129857142858,5.85674559929273,0.8,0.929504256,0.912521729725533,0.694094140373297,0.75
2010,"Buhiga",19,0.109014428571429,0,365,0.0981129857142858,5.89827822823734,0.8,0.929504256,0.849193064420564,0.505102838805014,0.75
2010,"Buhiga",16,0.109014428571429,0,365,0.0981129857142858,5.6826397507948,0.8,0.929504256,0.912521729725533,0.694094140373297,0.75
2010,"Buhiga",12,0.109014428571429,0,365,0.0981129857142858,5.90325823305356,0.8,0.929504256,0.912521729725533,0.694094140373297,0.75
2010,"Buhiga",5,0.109014428571429,0,365,0.0981129857142858,5.88072289504645,0.8,0.929504256,0.731785168745649,0.505102838805014,0.75
2010,"Buhiga",43,0.109014428571429,0,365,0.0981129857142858,5.93817035157111,0.8,0.929504256,0.849193064420564,0.505102838805014,0.75
2010,"Buhiga",37,0.109014428571429,0,365,0.0981129857142858,5.89704930426872,0.8,0.929504256,0.731785168745649,0.505102838805014,0.75
2010,"Buhiga",35,0.109014428571429,0,365,0.0981129857142858,5.83102572335963,0.8,0.929504256,0.849193064420564,0.505102838805014,0.75
2010,"Buhiga",14,0.109014428571429,0,365,0.0981129857142858,5.88389799887374,0.8,0.929504256,0.790211563741726,0.694094140373297,0.75
2010,"Buhiga",38,0.109014428571429,0,365,0.0981129857142858,5.90363655311267,0.8,0.929504256,0.790211563741726,0.694094140373297,0.75
2010,"Buhiga",30,0.109014428571429,0,365,0.0981129857142858,6.0274066576795,0.8,0.929504256,0.790211563741726,0.694094140373297,0.75
2010,"Buhiga",28,0.109014428571429,0,365,0.0981129857142858,5.85336004360567,0.8,0.929504256,0.912521729725533,0.694094140373297,0.75
2010,"Buhiga",39,0.109014428571429,0,365,0.0981129857142858,5.9247961967686,0.8,0.929504256,0.849193064420564,0.505102838805014,0.75
2010,"Buhiga",47,0.109014428571429,0,365,0.0981129857142858,5.88879104295496,0.8,0.929504256,0.849193064420564,0.505102838805014,0.75
2010,"Buhiga",21,0.109014428571429,0,365,0.0981129857142858,5.85309705645446,0.8,0.929504256,0.731785168745649,0.505102838805014,0.75
2010,"Buhiga",22,0.109014428571429,0,365,0.0981129857142858,5.90302864298365,0.8,0.929504256,0.790211563741726,0.694094140373297,0.75
2010,"Buhiga",7,0.109014428571429,0,365,0.0981129857142858,6.01510114177637,0.8,0.929504256,0.849193064420564,0.505102838805014,0.75
2010,"Buhiga",3,0.109014428571429,0,365,0.0981129857142858,5.91766434615871,0.8,0.929504256,0.849193064420564,0.505102838805014,0.75
2010,"Buhiga",29,0.109014428571429,0,365,0.0981129857142858,5.82259086915834,0.8,0.929504256,0.731785168745649,0.505102838805014,0.75
2010,"Buhiga",6,0.109014428571429,0,365,0.0981129857142858,5.90548897586635,0.8,0.929504256,0.790211563741726,0.694094140373297,0.75
2010,"Buhiga",1,0.109014428571429,0,365,0.0981129857142858,5.89264620917119,0.8,0.929504256,0.731785168745649,0.505102838805014,0.75
2010,"Buhiga",2,0.109014428571429,0,365,0.0981129857142858,5.80623497464404,0.8,0.929504256,0.790211563741726,0.694094140373297,0.75
2010,"Buhiga",17,0.109014428571429,0,365,0.0981129857142858,5.87050507317818,0.8,0.929504256,0.731785168745649,0.505102838805014,0.75
2010,"Buhiga",42,0.109014428571429,0,365,0.0981129857142858,5.94389982959502,0.8,0.929504256,0.790211563741726,0.694094140373297,0.75
2010,"Buhiga",46,0.109014428571429,0,365,0.0981129857142858,5.81674687367759,0.8,0.929504256,0.790211563741726,0.694094140373297,0.75
2010,"Buhiga",20,0.109014428571429,0,365,0.0981129857142858,5.91681691333077,0.8,0.929504256,0.912521729725533,0.694094140373297,0.75
2010,"Buhiga",15,0.109014428571429,0,365,0.0981129857142858,5.91964738017935,0.8,0.929504256,0.849193064420564,0.505102838805014,0.75
2010,"Buhiga",48,0.109014428571429,0,365,0.0981129857142858,5.9069871899843,0.8,0.929504256,0.912521729725533,0.694094140373297,0.75
2010,"Buhiga",8,0.109014428571429,0,365,0.0981129857142858,5.87718213530924,0.8,0.929504256,0.912521729725533,0.694094140373297,0.75
2010,"Buhiga",45,0.109014428571429,0,365,0.0981129857142858,5.90356434063027,0.8,0.929504256,0.731785168745649,0.505102838805014,0.75
2010,"Buhiga",40,0.109014428571429,0,365,0.0981129857142858,5.98334580233576,0.8,0.929504256,0.912521729725533,0.694094140373297,0.75
2010,"Buhiga",34,0.109014428571429,0,365,0.0981129857142858,5.8306803143143,0.8,0.929504256,0.790211563741726,0.694094140373297,0.75
2010,"Buhiga",51,0.109014428571429,0,365,0.0981129857142858,5.82774432343015,0.8,0.929504256,0.849193064420564,0.505102838805014,0.75
2010,"Buhiga",33,0.109014428571429,0,365,0.0981129857142858,5.84787688919159,0.8,0.929504256,0.731785168745649,0.505102838805014,0.75
2010,"Buhiga",44,0.109014428571429,0,365,0.0981129857142858,5.85084751431398,0.8,0.929504256,0.912521729725533,0.694094140373297,0.75
2010,"Buhiga",49,0.109014428571429,0,365,0.0981129857142858,5.70736397195627,0.8,0.929504256,0.731785168745649,0.505102838805014,0.75
2010,"Buhiga",25,0.109014428571429,0,365,0.0981129857142858,5.74239940302936,0.8,0.929504256,0.731785168745649,0.505102838805014,0.75
2010,"Bururi",8,0.0990060428571429,0,365,0.0891054385714286,5.87718213530924,0.8,0.932468527,0.913065625957111,0.696336457988281,0.75
2010,"Bururi",17,0.0990060428571429,0,365,0.0891054385714286,5.87050507317818,0.8,0.932468527,0.731915570885457,0.505476918531401,0.75
2010,"Bururi",15,0.0990060428571429,0,365,0.0891054385714286,5.91964738017935,0.8,0.932468527,0.849359778879058,0.505476918531401,0.75
2010,"Bururi",25,0.0990060428571429,0,365,0.0891054385714286,5.74239940302936,0.8,0.932468527,0.731915570885457,0.505476918531401,0.75
2010,"Bururi",43,0.0990060428571429,0,365,0.0891054385714286,5.93817035157111,0.8,0.932468527,0.849359778879058,0.505476918531401,0.75
2010,"Bururi",40,0.0990060428571429,0,365,0.0891054385714286,5.98334580233576,0.8,0.932468527,0.913065625957111,0.696336457988281,0.75
2010,"Bururi",10,0.0990060428571429,0,365,0.0891054385714286,5.80122620676886,0.8,0.932468527,0.790822209287356,0.696336457988281,0.75
2010,"Bururi",41,0.0990060428571429,0,365,0.0891054385714286,5.90868135542559,0.8,0.932468527,0.731915570885457,0.505476918531401,0.75
2010,"Bururi",34,0.0990060428571429,0,365,0.0891054385714286,5.8306803143143,0.8,0.932468527,0.790822209287356,0.696336457988281,0.75
2010,"Bururi",32,0.0990060428571429,0,365,0.0891054385714286,5.85674559929273,0.8,0.932468527,0.913065625957111,0.696336457988281,0.75
2010,"Bururi",37,0.0990060428571429,0,365,0.0891054385714286,5.89704930426872,0.8,0.932468527,0.731915570885457,0.505476918531401,0.75
2010,"Bururi",9,0.0990060428571429,0,365,0.0891054385714286,5.89354013187667,0.8,0.932468527,0.731915570885457,0.505476918531401,0.75
2010,"Bururi",51,0.0990060428571429,0,365,0.0891054385714286,5.82774432343015,0.8,0.932468527,0.849359778879058,0.505476918531401,0.75
2010,"Bururi",18,0.0990060428571429,0,365,0.0891054385714286,5.79401080549975,0.8,0.932468527,0.790822209287356,0.696336457988281,0.75
2010,"Bururi",49,0.0990060428571429,0,365,0.0891054385714286,5.70736397195627,0.8,0.932468527,0.731915570885457,0.505476918531401,0.75
2010,"Bururi",19,0.0990060428571429,0,365,0.0891054385714286,5.89827822823734,0.8,0.932468527,0.849359778879058,0.505476918531401,0.75
2010,"Bururi",12,0.0990060428571429,0,365,0.0891054385714286,5.90325823305356,0.8,0.932468527,0.913065625957111,0.696336457988281,0.75
2010,"Bururi",13,0.0990060428571429,0,365,0.0891054385714286,5.85381353814521,0.8,0.932468527,0.731915570885457,0.505476918531401,0.75
2010,"Bururi",16,0.0990060428571429,0,365,0.0891054385714286,5.6826397507948,0.8,0.932468527,0.913065625957111,0.696336457988281,0.75
2010,"Bururi",30,0.0990060428571429,0,365,0.0891054385714286,6.0274066576795,0.8,0.932468527,0.790822209287356,0.696336457988281,0.75
2010,"Bururi",36,0.0990060428571429,0,365,0.0891054385714286,5.79598995950214,0.8,0.932468527,0.913065625957111,0.696336457988281,0.75
2010,"Bururi",5,0.0990060428571429,0,365,0.0891054385714286,5.88072289504645,0.8,0.932468527,0.731915570885457,0.505476918531401,0.75
2010,"Bururi",44,0.0990060428571429,0,365,0.0891054385714286,5.85084751431398,0.8,0.932468527,0.913065625957111,0.696336457988281,0.75
2010,"Bururi",27,0.0990060428571429,0,365,0.0891054385714286,5.92599103694296,0.8,0.932468527,0.849359778879058,0.505476918531401,0.75
2010,"Bururi",46,0.0990060428571429,0,365,0.0891054385714286,5.81674687367759,0.8,0.932468527,0.790822209287356,0.696336457988281,0.75
2010,"Bururi",39,0.0990060428571429,0,365,0.0891054385714286,5.9247961967686,0.8,0.932468527,0.849359778879058,0.505476918531401,0.75
2010,"Bururi",47,0.0990060428571429,0,365,0.0891054385714286,5.88879104295496,0.8,0.932468527,0.849359778879058,0.505476918531401,0.75
2010,"Bururi",3,0.0990060428571429,0,365,0.0891054385714286,5.91766434615871,0.8,0.932468527,0.849359778879058,0.505476918531401,0.75
2010,"Bururi",50,0.0990060428571429,0,365,0.0891054385714286,5.93449401792291,0.8,0.932468527,0.790822209287356,0.696336457988281,0.75
2010,"Bururi",48,0.0990060428571429,0,365,0.0891054385714286,5.9069871899843,0.8,0.932468527,0.913065625957111,0.696336457988281,0.75
2010,"Bururi",22,0.0990060428571429,0,365,0.0891054385714286,5.90302864298365,0.8,0.932468527,0.790822209287356,0.696336457988281,0.75
2010,"Bururi",38,0.0990060428571429,0,365,0.0891054385714286,5.90363655311267,0.8,0.932468527,0.790822209287356,0.696336457988281,0.75
2010,"Bururi",45,0.0990060428571429,0,365,0.0891054385714286,5.90356434063027,0.8,0.932468527,0.731915570885457,0.505476918531401,0.75
2010,"Bururi",1,0.0990060428571429,0,365,0.0891054385714286,5.89264620917119,0.8,0.932468527,0.731915570885457,0.505476918531401,0.75
2010,"Bururi",35,0.0990060428571429,0,365,0.0891054385714286,5.83102572335963,0.8,0.932468527,0.849359778879058,0.505476918531401,0.75
2010,"Bururi",11,0.0990060428571429,0,365,0.0891054385714286,5.88407100637835,0.8,0.932468527,0.849359778879058,0.505476918531401,0.75
2010,"Bururi",2,0.0990060428571429,0,365,0.0891054385714286,5.80623497464404,0.8,0.932468527,0.790822209287356,0.696336457988281,0.75
2010,"Bururi",29,0.0990060428571429,0,365,0.0891054385714286,5.82259086915834,0.8,0.932468527,0.731915570885457,0.505476918531401,0.75
2010,"Bururi",6,0.0990060428571429,0,365,0.0891054385714286,5.90548897586635,0.8,0.932468527,0.790822209287356,0.696336457988281,0.75
2010,"Bururi",33,0.0990060428571429,0,365,0.0891054385714286,5.84787688919159,0.8,0.932468527,0.731915570885457,0.505476918531401,0.75
2010,"Bururi",14,0.0990060428571429,0,365,0.0891054385714286,5.88389799887374,0.8,0.932468527,0.790822209287356,0.696336457988281,0.75
2010,"Bururi",42,0.0990060428571429,0,365,0.0891054385714286,5.94389982959502,0.8,0.932468527,0.790822209287356,0.696336457988281,0.75
