"Run_Number","cases_U1_sum","deaths_1_U1_sum","deaths_2_U1_sum","incidence_U1","death_rate_1_U1","death_rate_2_U1","death_rate_mean_U1","average_PfPR_U1"
1,1491072.11576717,5567.63652972725,3913.29757338054,4597.17417874464,17.1657659079276,12.0652182867983,14.615492097363,0.241566106971053
3,1654244.62253265,6085.82836649938,4055.42071055312,5120.48715070576,18.8378463061594,12.5529981214634,15.6954222138114,0.274293723382614
5,1248835.94329734,3289.73123923024,2742.14426786175,3924.94254404266,10.3392332424618,8.61823264825007,9.47873294535591,0.198112845437771
7,1514260.68873822,4363.19465442131,3412.06517412118,4811.14471595549,13.8628447944431,10.8408938137645,12.3518693041038,0.22931264888374
9,1631380.54896046,4777.71669355318,3577.69054788028,4862.21522957646,14.2396492864884,10.6630555817892,12.4513524341388,0.251321834361901
11,1554212.31982121,4855.72211256598,3433.26947206056,4573.96409768998,14.2901316171468,10.1039292396721,12.1970304284094,0.227997352699875
13,1746458.53356854,4992.0414260158,3495.56844676944,5253.86735589055,15.017547215282,10.5157108512833,12.7666290332826,0.269523680519725
15,1222070.05091482,4806.88231823175,3375.9862255481,3693.59308453893,14.5283547989106,10.2036044225523,12.3659796107315,0.183030305805171
17,1640356.49558416,5312.82041358067,3710.6226430344,4975.57097717622,16.1149817908013,11.2551548274024,13.6850683091019,0.25467553280995
19,1546503.05059613,6310.55516303293,3867.24332799802,4789.46767249266,19.5435760292728,11.9767218654821,15.7601489473775,0.241791224770777
21,1459215.10986894,4732.9832105012,3411.00795382763,4464.48278531187,14.480608049865,10.4360119268455,12.4583099883552,0.231060261807531
23,1702421.24822286,5041.87188122608,3522.19655618506,5152.205863238,15.2587157234232,10.6595719286263,12.9591438260247,0.258535065169692
25,1327685.24114502,4543.75357492275,3177.57010555336,3962.4889542178,13.560874816829,9.48348754231016,11.5221811795696,0.200742526026182
27,1562008.98942834,6231.05208223578,4095.89994346441,4777.8584851514,19.0594838211693,12.528500432238,15.7939921267036,0.262323769206187
29,1653917.35643508,5549.79849549846,3942.49734749371,5007.51952263455,16.802970356873,11.9365894303586,14.3697798936158,0.254837743663358
31,1401666.63397667,4074.4825102751,3137.35386223204,4196.2406262854,12.1979853313611,9.39245567855236,10.7952205049567,0.212738607735489
33,1693094.49455436,5762.32736113483,3916.4142155076,5149.1450679099,17.5247510441403,11.9108443188111,14.7177976814757,0.273407870638298
35,1228380.38414512,3771.51909228484,2833.03081914877,3786.77677493964,11.6266110149952,8.73349611171694,10.1800535633561,0.190179467128537
37,1583168.51544245,4560.28451186703,3548.21496513312,4771.64349759007,13.7446214511976,10.6942607191108,12.2194410851542,0.257727545150854
39,1571824.78037042,4794.36680305582,3449.83347323844,4758.38334482986,14.5139810935477,10.4436768948418,12.4788289941947,0.247709406882453
41,1472068.58395338,5999.33419212342,4073.24716234244,4464.54111727879,18.1949906879338,12.3534865395191,15.2742386137264,0.24246254282384
43,1616935.55473909,5073.58355621719,3727.64383479857,4972.23960797443,15.6017801938071,11.4628800544855,13.5323301241463,0.26539411771463
45,1217744.45301207,3232.49253247178,2534.0716677418,3777.96009011843,10.0285636687381,7.86176574448621,8.94516470661216,0.192975930141623
47,1595102.09656922,5859.6089898133,3995.99212829824,4860.46072865731,17.854906868677,12.1762505694096,15.0155787190433,0.257823708804004
49,1571770.58433811,5034.61915947698,3352.0754335519,4864.78931453959,15.582656740019,10.3750133213881,12.9788350307036,0.247539610948949
