"year","mean_coverage","max_coverage","min_coverage","scenario"
2012,0.524660512192625,0.610482342554949,0.418001818063496,"to-present"
2013,0.578942917631897,0.649194324684717,0.493427624501643,"to-present"
2014,0.633225323071168,0.687906306814484,0.568853430939789,"to-present"
2015,0.68750772851044,0.732660015286821,0.628606684896252,"to-present"
2016,0.741790133949712,0.809432290235958,0.675792229088673,"to-present"
2017,0.741790133949712,0.809432290235958,0.675792229088673,"to-present"
2018,0.741790133949712,0.809432290235958,0.675792229088673,"to-present"
2019,0.741790133949712,0.809432290235958,0.675792229088673,"to-present"
2020,0.741790133949712,0.809432290235958,0.675792229088673,"to-present"
2021,0.741790133949712,0.809432290235958,0.675792229088673,"BAU"
2022,0.741790133949712,0.809432290235958,0.675792229088673,"BAU"
2023,0.741790133949712,0.809432290235958,0.675792229088673,"BAU"
2024,0.741790133949712,0.809432290235958,0.675792229088673,"BAU"
2025,0.741790133949712,0.809432290235958,0.675792229088673,"BAU"
2026,0.741790133949712,0.809432290235958,0.675792229088673,"BAU"
2027,0.741790133949712,0.809432290235958,0.675792229088673,"BAU"
2028,0.741790133949712,0.809432290235958,0.675792229088673,"BAU"
2029,0.741790133949712,0.809432290235958,0.675792229088673,"BAU"
2030,0.741790133949712,0.809432290235958,0.675792229088673,"BAU"
2021,0.76761112055474,0.828489061212362,0.708213006179806,"GF"
2022,0.76761112055474,0.828489061212362,0.708213006179806,"GF"
2023,0.76761112055474,0.828489061212362,0.708213006179806,"GF"
2024,0.76761112055474,0.828489061212362,0.708213006179806,"GF"
2025,0.76761112055474,0.828489061212362,0.708213006179806,"GF"
2026,0.76761112055474,0.828489061212362,0.708213006179806,"GF"
2027,0.76761112055474,0.828489061212362,0.708213006179806,"GF"
2028,0.76761112055474,0.828489061212362,0.708213006179806,"GF"
2029,0.76761112055474,0.828489061212362,0.708213006179806,"GF"
2030,0.76761112055474,0.828489061212362,0.708213006179806,"GF"
2021,0.76761112055474,0.828489061212362,0.708213006179806,"GF with PBO"
2022,0.76761112055474,0.828489061212362,0.708213006179806,"GF with PBO"
2023,0.76761112055474,0.828489061212362,0.708213006179806,"GF with PBO"
2024,0.76761112055474,0.828489061212362,0.708213006179806,"GF with PBO"
2025,0.76761112055474,0.828489061212362,0.708213006179806,"GF with PBO"
2026,0.76761112055474,0.828489061212362,0.708213006179806,"GF with PBO"
2027,0.76761112055474,0.828489061212362,0.708213006179806,"GF with PBO"
2028,0.76761112055474,0.828489061212362,0.708213006179806,"GF with PBO"
2029,0.76761112055474,0.828489061212362,0.708213006179806,"GF with PBO"
2030,0.76761112055474,0.828489061212362,0.708213006179806,"GF with PBO"
2021,0.804921679355126,0.825432290235958,0.8,"GF at 80%"
2022,0.804921679355126,0.825432290235958,0.8,"GF at 80%"
2023,0.804921679355126,0.825432290235958,0.8,"GF at 80%"
2024,0.804921679355126,0.825432290235958,0.8,"GF at 80%"
2025,0.804921679355126,0.825432290235958,0.8,"GF at 80%"
2026,0.804921679355126,0.825432290235958,0.8,"GF at 80%"
2027,0.804921679355126,0.825432290235958,0.8,"GF at 80%"
2028,0.804921679355126,0.825432290235958,0.8,"GF at 80%"
2029,0.804921679355126,0.825432290235958,0.8,"GF at 80%"
2030,0.804921679355126,0.825432290235958,0.8,"GF at 80%"
2021,0.804921679355126,0.825432290235958,0.8,"GF at 80% with PBO"
2022,0.804921679355126,0.825432290235958,0.8,"GF at 80% with PBO"
2023,0.804921679355126,0.825432290235958,0.8,"GF at 80% with PBO"
2024,0.804921679355126,0.825432290235958,0.8,"GF at 80% with PBO"
2025,0.804921679355126,0.825432290235958,0.8,"GF at 80% with PBO"
2026,0.804921679355126,0.825432290235958,0.8,"GF at 80% with PBO"
2027,0.804921679355126,0.825432290235958,0.8,"GF at 80% with PBO"
2028,0.804921679355126,0.825432290235958,0.8,"GF at 80% with PBO"
2029,0.804921679355126,0.825432290235958,0.8,"GF at 80% with PBO"
2030,0.804921679355126,0.825432290235958,0.8,"GF at 80% with PBO"
2020,0.741790133949712,0.809432290235958,0.675792229088673,"BAU"
2020,0.741790133949712,0.809432290235958,0.675792229088673,"GF"
2020,0.741790133949712,0.809432290235958,0.675792229088673,"GF with PBO"
2020,0.741790133949712,0.809432290235958,0.675792229088673,"GF at 80%"
2020,0.741790133949712,0.809432290235958,0.675792229088673,"GF at 80% with PBO"
