"year","date","mean_coverage","max_coverage","min_coverage","scenario"
2012,2012-01-01,0.524660512192625,0.610482342554949,0.418001818063496,"to-present"
2012,2012-02-01,0.524660512192625,0.610482342554949,0.418001818063496,"to-present"
2012,2012-03-01,0.524660512192625,0.610482342554949,0.418001818063496,"to-present"
2012,2012-04-01,0.524660512192625,0.610482342554949,0.418001818063496,"to-present"
2012,2012-05-01,0.524660512192625,0.610482342554949,0.418001818063496,"to-present"
2012,2012-06-01,0.524660512192625,0.610482342554949,0.418001818063496,"to-present"
2012,2012-07-01,0.524660512192625,0.610482342554949,0.418001818063496,"to-present"
2012,2012-08-01,0.524660512192625,0.610482342554949,0.418001818063496,"to-present"
2012,2012-09-01,0.524660512192625,0.610482342554949,0.418001818063496,"to-present"
2012,2012-10-01,0.524660512192625,0.610482342554949,0.418001818063496,"to-present"
2012,2012-11-01,0.524660512192625,0.610482342554949,0.418001818063496,"to-present"
2012,2012-12-01,0.524660512192625,0.610482342554949,0.418001818063496,"to-present"
2013,2013-01-01,0.578942917631897,0.649194324684717,0.493427624501643,"to-present"
2013,2013-02-01,0.578942917631897,0.649194324684717,0.493427624501643,"to-present"
2013,2013-03-01,0.578942917631897,0.649194324684717,0.493427624501643,"to-present"
2013,2013-04-01,0.578942917631897,0.649194324684717,0.493427624501643,"to-present"
2013,2013-05-01,0.578942917631897,0.649194324684717,0.493427624501643,"to-present"
2013,2013-06-01,0.578942917631897,0.649194324684717,0.493427624501643,"to-present"
2013,2013-07-01,0.578942917631897,0.649194324684717,0.493427624501643,"to-present"
2013,2013-08-01,0.578942917631897,0.649194324684717,0.493427624501643,"to-present"
2013,2013-09-01,0.578942917631897,0.649194324684717,0.493427624501643,"to-present"
2013,2013-10-01,0.578942917631897,0.649194324684717,0.493427624501643,"to-present"
2013,2013-11-01,0.578942917631897,0.649194324684717,0.493427624501643,"to-present"
2013,2013-12-01,0.578942917631897,0.649194324684717,0.493427624501643,"to-present"
2014,2014-01-01,0.633225323071168,0.687906306814484,0.568853430939789,"to-present"
2014,2014-02-01,0.633225323071168,0.687906306814484,0.568853430939789,"to-present"
2014,2014-03-01,0.633225323071168,0.687906306814484,0.568853430939789,"to-present"
2014,2014-04-01,0.633225323071168,0.687906306814484,0.568853430939789,"to-present"
2014,2014-05-01,0.633225323071168,0.687906306814484,0.568853430939789,"to-present"
2014,2014-06-01,0.633225323071168,0.687906306814484,0.568853430939789,"to-present"
2014,2014-07-01,0.633225323071168,0.687906306814484,0.568853430939789,"to-present"
2014,2014-08-01,0.633225323071168,0.687906306814484,0.568853430939789,"to-present"
2014,2014-09-01,0.633225323071168,0.687906306814484,0.568853430939789,"to-present"
2014,2014-10-01,0.633225323071168,0.687906306814484,0.568853430939789,"to-present"
2014,2014-11-01,0.633225323071168,0.687906306814484,0.568853430939789,"to-present"
2014,2014-12-01,0.633225323071168,0.687906306814484,0.568853430939789,"to-present"
2015,2015-01-01,0.68750772851044,0.732660015286821,0.628606684896252,"to-present"
2015,2015-02-01,0.68750772851044,0.732660015286821,0.628606684896252,"to-present"
2015,2015-03-01,0.68750772851044,0.732660015286821,0.628606684896252,"to-present"
2015,2015-04-01,0.68750772851044,0.732660015286821,0.628606684896252,"to-present"
2015,2015-05-01,0.68750772851044,0.732660015286821,0.628606684896252,"to-present"
2015,2015-06-01,0.68750772851044,0.732660015286821,0.628606684896252,"to-present"
2015,2015-07-01,0.68750772851044,0.732660015286821,0.628606684896252,"to-present"
2015,2015-08-01,0.68750772851044,0.732660015286821,0.628606684896252,"to-present"
2015,2015-09-01,0.68750772851044,0.732660015286821,0.628606684896252,"to-present"
2015,2015-10-01,0.68750772851044,0.732660015286821,0.628606684896252,"to-present"
2015,2015-11-01,0.68750772851044,0.732660015286821,0.628606684896252,"to-present"
2015,2015-12-01,0.68750772851044,0.732660015286821,0.628606684896252,"to-present"
2016,2016-01-01,0.741790133949712,0.809432290235958,0.675792229088673,"to-present"
2016,2016-02-01,0.741790133949712,0.809432290235958,0.675792229088673,"to-present"
2016,2016-03-01,0.741790133949712,0.809432290235958,0.675792229088673,"to-present"
2016,2016-04-01,0.741790133949712,0.809432290235958,0.675792229088673,"to-present"
2016,2016-05-01,0.741790133949712,0.809432290235958,0.675792229088673,"to-present"
2016,2016-06-01,0.741790133949712,0.809432290235958,0.675792229088673,"to-present"
2016,2016-07-01,0.741790133949712,0.809432290235958,0.675792229088673,"to-present"
2016,2016-08-01,0.741790133949712,0.809432290235958,0.675792229088673,"to-present"
2016,2016-09-01,0.741790133949712,0.809432290235958,0.675792229088673,"to-present"
2016,2016-10-01,0.741790133949712,0.809432290235958,0.675792229088673,"to-present"
2016,2016-11-01,0.741790133949712,0.809432290235958,0.675792229088673,"to-present"
2016,2016-12-01,0.741790133949712,0.809432290235958,0.675792229088673,"to-present"
2017,2017-01-01,0.741790133949712,0.809432290235958,0.675792229088673,"to-present"
2017,2017-02-01,0.741790133949712,0.809432290235958,0.675792229088673,"to-present"
