"year","date","mean_coverage","max_coverage","min_coverage","new_net_per_cap","irs_per_cap","scenario"
2012,2012-01-01,0.162553277269645,0.218489030469141,0.12575630091027,0.00662515168084172,0,"to-present"
2012,2012-02-01,0.15739053941614,0.209889772892631,0.12163435933748,0.00639392321758699,0,"to-present"
2012,2012-03-01,0.152636779005079,0.203017146735113,0.119239090764313,0.00656999690718446,0,"to-present"
2012,2012-04-01,0.148170148326272,0.195730985588249,0.11667910811602,0.00660017991697332,0,"to-present"
2012,2012-05-01,0.144170046995875,0.187656475534931,0.113316063798094,0.00687019850034456,0,"to-present"
2012,2012-06-01,0.140818224652653,0.181675871226471,0.109980587280264,0.00677874504553982,0,"to-present"
2012,2012-07-01,0.137385279436295,0.175609923580462,0.107527696729472,0.00666067287355026,0,"to-present"
2012,2012-08-01,0.134304665976325,0.170995224032395,0.104863365094563,0.0067819309359586,0,"to-present"
2012,2012-09-01,0.13158803962642,0.166664608022469,0.102634395426839,0.00661262656537127,0,"to-present"
2012,2012-10-01,0.129180590862566,0.163084495505456,0.1005375965496,0.00706010292837144,0,"to-present"
2012,2012-11-01,0.126809586621279,0.159764771867111,0.0990124248184695,0.00649582816602783,0,"to-present"
2012,2012-12-01,0.124615436543374,0.155976111737064,0.0973528509544853,0.00692564596277325,0,"to-present"
2013,2013-01-01,0.123007323996016,0.154212435866994,0.0961901253063672,0.00741413015572201,0,"to-present"
2013,2013-02-01,0.121817959748183,0.151859127020413,0.0963055879399615,0.00671186333073297,0,"to-present"
2013,2013-03-01,0.120748489788742,0.151182039019134,0.0959596494836955,0.00774184368089877,0,"to-present"
2013,2013-04-01,0.119794599560462,0.149489161829887,0.0963074776652607,0.00721353514541826,0,"to-present"
2013,2013-05-01,0.118883280023649,0.147312808118819,0.0962992390720229,0.00751215100855163,0,"to-present"
2013,2013-06-01,0.117919754813306,0.145210355732996,0.0953446251700659,0.00717461945118052,0,"to-present"
2013,2013-07-01,0.116954475026647,0.143941933119618,0.0942630333341131,0.00731990263543849,0,"to-present"
2013,2013-08-01,0.116133088172388,0.14211326505123,0.0939124682777013,0.00760039411968643,0,"to-present"
2013,2013-09-01,0.11549466339094,0.141020203880961,0.093534256041609,0.00715292321994834,0,"to-present"
2013,2013-10-01,0.114815633108124,0.139694137282282,0.0939683933180844,0.00756461706882526,0,"to-present"
2013,2013-11-01,0.114265300097565,0.138282974273371,0.0945749639681297,0.0073443539751556,0,"to-present"
2013,2013-12-01,0.113583339706026,0.136793613595744,0.0949197667697864,0.00734313053884222,0,"to-present"
2014,2014-01-01,0.113042492377838,0.135990048036756,0.0945520535774298,0.00792442536888843,0,"to-present"
2014,2014-02-01,0.112884659149005,0.134908685975671,0.0939478908628185,0.0074158154158694,0,"to-present"
2014,2014-03-01,0.112873954442128,0.135767455875638,0.0944250265762412,0.00797573632938386,0,"to-present"
2014,2014-04-01,0.112813874719451,0.134876902859118,0.0951979959121025,0.00803857424786824,0,"to-present"
2014,2014-05-01,0.112823936359677,0.133664270036337,0.0948323920328544,0.00826967570918645,0,"to-present"
2014,2014-06-01,0.112983018537314,0.133218398407207,0.0950462590061722,0.00794672956128402,0,"to-present"
2014,2014-07-01,0.39985471953229,0.46656293010266,0.330263610690757,0.692065140419264,0,"to-present"
2014,2014-08-01,0.634128978263278,0.743571866900837,0.516340863785823,0.00804784910282706,0,"to-present"
2014,2014-09-01,0.625490156573316,0.734688267113965,0.506281340436597,0.0079815396633435,0,"to-present"
2014,2014-10-01,0.606455976194425,0.719027700608673,0.488371288175362,0.00838062500661274,0,"to-present"
2014,2014-11-01,0.579258925091434,0.693923397905531,0.464673361391668,0.00777340994531883,0,"to-present"
2014,2014-12-01,0.548050717566882,0.663628592585015,0.438001269491834,0.00818031860522224,0,"to-present"
2015,2015-01-01,0.514604606384325,0.63036026638882,0.411585533796595,0.0087753492529872,0,"to-present"
2015,2015-02-01,0.483359551842316,0.59772007979109,0.386523438459092,0.00792063926552981,0,"to-present"
2015,2015-03-01,0.453099148243686,0.565072386747703,0.361168765583398,0.00888385477634347,0,"to-present"
2015,2015-04-01,0.423617785728562,0.532128702653062,0.336553289583666,0.0085000351878605,0,"to-present"
2015,2015-05-01,0.396230674874675,0.500278897495328,0.314357266365474,0.00885343420885172,0,"to-present"
2015,2015-06-01,0.370918593169879,0.472486937133104,0.294691289559825,0.00851590040489566,0,"to-present"
2015,2015-07-01,0.34797051583687,0.445581258287038,0.276801547363556,0.00885903661587851,0,"to-present"
2015,2015-08-01,0.327400158877433,0.420192998627371,0.260215731245907,0.00890891609370348,0,"to-present"
2015,2015-09-01,0.308930478090325,0.397719925834228,0.246235994617855,0.00847919408138031,0,"to-present"
2015,2015-10-01,0.292209724282612,0.376813420466722,0.234293154264136,0.00862285347067663,0,"to-present"
2015,2015-11-01,0.276997936317435,0.357041704635688,0.223215891545926,0.00860331774776357,0,"to-present"
2015,2015-12-01,0.263318244322607,0.340373918010242,0.212690419250565,0.00874867528163913,0,"to-present"
2016,2016-01-01,0.251136242253362,0.325211109946603,0.201615435427772,0.00925970650213133,0,"to-present"
2016,2016-02-01,0.240868039698778,0.311839170530121,0.193434067594222,0.00837590955788026,0,"to-present"
2016,2016-03-01,0.231336921498713,0.299965721359312,0.185178664946957,0.00894594252716063,0,"to-present"
2016,2016-04-01,0.222478733244452,0.287544674442741,0.177378338116762,0.00922222554745686,0.0307105958612456,"to-present"
2016,2016-05-01,0.214653350328529,0.276349550175176,0.16957507582509,0.00965688395386689,0,"to-present"
