"admin_name","pop_size","pfpr_u1","mortality_pp_u1","node_id.x","lon.x","lat.x","cluster_id.x","seasonality_archetype.x","deaths_u1","cases_pp_u1","node_id.y","lon.y","lat.y","cluster_id.y","seasonality_archetype.y","clinical_cases_u1","mortality_rate_u1","incidence_u1","frac_u1","pop_size_u1"
"Busoni",218791.205835172,0.210205151811205,0.00168923170239046,5,30.25180248,-2.47173859,1,"Gitega",369.589041101008,0.493324092573962,5,30.25180248,-2.47173859,1,"Gitega",107934.973081799,13.1386248757249,3859.19048861449,0.042719888725214,9346.73596733394
"Buye",194429.100944065,0.0653567674074944,0.000683185770324202,7,29.8634721,-2.84840217,1,"Gitega",132.831195101913,0.17644576019029,7,29.8634721,-2.84840217,1,"Gitega",34306.1905191902,5.64656374853177,1445.72581920216,0.0407644164109923,7925.78883329872
"Gashoho",175175.077974295,0.154547071839325,0.00115599360441614,12,30.20685363,-2.81184823,1,"Gitega",202.501269791383,0.429684407316872,12,30.20685363,-2.81184823,1,"Gitega",75269.9995560718,9.60679945452063,3539.70201428046,0.0407937154204703,7146.04227964209
"Gihofi",293350.813541338,0.0967756696302601,0.000818308969437626,13,30.11562611,-3.91875872,1,"Gitega",240.051601912702,0.226787682252292,13,30.11562611,-3.91875872,1,"Gitega",66528.3510898644,6.37447104192526,1753.91734739034,0.0429064782057615,12586.6502878538
"Kinyinya",335969.532434028,0.224601719907934,0.00182363757493417,22,30.41267628,-3.52205978,1,"Gitega",612.686663379756,0.563711322570835,22,30.41267628,-3.52205978,1,"Gitega",189389.829471891,14.5495405228579,4553.02676495334,0.0414141365220738,13913.8880834801
"Kiremba",294281.031087941,0.228194079755718,0.00183444571571306,23,30.02654773,-2.83495738,1,"Gitega",539.842576694896,0.546105917749937,23,30.02654773,-2.83495738,1,"Gitega",160708.612558678,14.680222912049,4336.33357865544,0.0419784351902443,12353.4571912434
"Kirundo",256307.246344997,0.206618628953758,0.00162261046429372,24,30.06174634,-2.49096793,1,"Gitega",415.886819993702,0.549428089401454,24,30.06174634,-2.49096793,1,"Gitega",140822.400659079,13.0714908092674,4399.27419762656,0.041661542246017,10678.1551715624
"Mukenke",165895.919547284,0.193895477936918,0.00144994577059264,29,30.2945314,-2.59545461,1,"Gitega",240.540086906162,0.606984571431101,29,30.2945314,-2.59545461,1,"Gitega",100696.263628577,11.5765883426574,4851.6359871276,0.0416212355561888,6904.79314528805
"Murore",149893.801163942,0.196986643235071,0.0014168230448096,31,30.73189158,-3.13601584,1,"Gitega",212.372991763181,0.472179114629297,31,30.73189158,-3.13601584,1,"Gitega",70776.72232201,11.5834908160582,3821.38251776562,0.0410195951455497,6148.58303857243
"Muyinga",326814.238908712,0.119971915700637,0.000988966501417906,34,30.3660234,-2.92732926,1,"Gitega",323.208334467105,0.281291573397645,34,30.3660234,-2.92732926,1,"Gitega",91930.0914713855,8.29106567612324,2337.92886291233,0.0403270691809074,13179.4604217772
"Vumbi",220988.71850429,0.231160215071047,0.00190048128746618,43,30.03599031,-2.63887858,1,"Gitega",419.984924258534,0.562241749704546,43,30.03599031,-2.63887858,1,"Gitega",124249.083756817,15.1769402363538,4502.95736708982,0.0416187862587557,9197.28224102638
