"admin_name","pop_size","pfpr_u5","pfpr_all","mortality_pp_u5","mortality_pp_all","node_id.x","lon.x","lat.x","cluster_id.x","seasonality_archetype.x","deaths_u5","deaths_all","cases_pp_u5","cases_pp_all","node_id.y","lon.y","lat.y","cluster_id.y","seasonality_archetype.y","clinical_cases_u5","clinical_cases_all","mortality_rate_u5","mortality_rate_all","incidence_u5","incidence_all","frac_u5","pop_size_u5"
"Bubanza",201303.876182995,0.119220678487693,0.177425169892295,0.000846125582490194,0.00156836480192983,1,29.42838636,-3.04668647,1,"Gitega",170.328359492871,315.71791389745,1.32672757458749,3.79172481057142,1,29.42838636,-3.04668647,1,"Gitega",267075.403403325,763288.901787259,1.55022391795792,0.52250474457617,2425.32042354463,1263.8413819859,0.182376193686174,36713.0347125274
"Bugarama",195016.1571555,0.00287411869320747,0.0120574466449966,5.28712649877005e-05,0.000154453772862158,2,29.4303905,-3.72944816,1,"Gitega",10.3107509218515,30.1209812417464,0.033937316468247,0.293762924245587,2,29.4303905,-3.72944816,1,"Gitega",6618.32504180758,57288.5166011366,0.0944286324278991,0.0514620905360082,62.7695993918691,97.9473093547487,0.180465804252449,35193.7476432893
"Buhiga",277009.19890515,0.0872240041805849,0.156639649268366,0.000697229836306128,0.00139187346348735,3,30.1393365,-3.0502219,1,"Gitega",193.13907840793,385.561753097968,0.993717838815534,3.44938790137481,3,30.1393365,-3.0502219,1,"Gitega",275268.982468048,955512.179272954,1.29373377631725,0.463863741259767,1842.21931762619,1149.71453713809,0.180420777353859,49978.215000637
"Bururi",161565.439110322,0.0197492323779278,0.0712134490650304,0.000226973752657822,0.000633636965933295,4,29.64527524,-4.00189913,1,"Gitega",36.6711140146786,102.373834637545,0.240313277058903,1.72186219215891,4,29.64527524,-4.00189913,1,"Gitega",38826.3201320622,278193.421163616,0.414282972979118,0.211331042729256,443.41301803911,573.994517818599,0.181369561170037,29303.0527916834
"Busoni",218791.205835172,0.333255932041344,0.267050248317438,0.00254443986490601,0.00322591920314439,5,30.25180248,-2.47173859,1,"Gitega",556.701066217869,705.802752382798,3.26887976263353,5.40667952164949,5,30.25180248,-2.47173859,1,"Gitega",715202.14499678,1182933.93210602,4.63662990240592,1.0751632072831,5952.8240142011,1802.17735071856,0.183554524503557,40160.115752635
"Butezi",125726.232208091,0.235878896924002,0.231264002400812,0.00169743901997901,0.00235382827664692,6,30.17161805,-3.44652457,1,"Gitega",213.412612384955,295.937960487681,2.37257991984411,4.7351959710432,6,30.17161805,-3.44652457,1,"Gitega",298295.533934575,595338.348206195,3.15303775184838,0.784520653088242,4387.20169394532,1578.41736394253,0.180891655670023,22742.8263052754
"Buye",194429.100944065,0.137324467159167,0.180862012595255,0.00098750639601002,0.00171504464331541,7,29.8634721,-2.84840217,1,"Gitega",191.999980752742,333.45458807875,1.51751412322293,3.90966419124739,7,29.8634721,-2.84840217,1,"Gitega",295048.906648155,760152.493697436,1.78682661035771,0.571774707939039,2750.52924790627,1303.32440577193,0.183556747818677,35688.7734506019
"Cankuzo",179215.356633093,0.164934424148928,0.217482150879471,0.00113514674569282,0.00195964911453516,8,30.52891483,-3.14505865,1,"Gitega",203.435728860234,351.199214937144,1.80238546741236,4.75138302114151,8,30.52891483,-3.14505865,1,"Gitega",323015.154332609,851520.802634298,2.11287548431841,0.653321604219005,3365.53487202512,1583.80333073856,0.178237455987644,31942.8892402008
"Cibitoke",305498.934537512,0.120214014789443,0.176437607151026,0.000936762500047113,0.00152024692184395,9,29.19244319,-2.90271457,1,"Gitega",286.179945679089,464.433814857259,1.31608901568712,3.68107038732415,9,29.19244319,-2.90271457,1,"Gitega",402063.792048937,1124563.08128511,1.74099627609394,0.506907852088367,2430.57898566309,1227.14258701351,0.180824162951787,55241.5891204084
"Fota",170992.624432377,0.024721384827441,0.0850276830439467,0.000231416142182489,0.000729510816827984,10,29.67894889,-3.45736142,1,"Gitega",39.5704534877999,124.740969121224,0.294569471055818,2.11281122419138,10,29.67894889,-3.45736142,1,"Gitega",50369.2069334914,361275.136154668,0.432341634099566,0.243136462970712,549.820400383624,704.319413190385,0.178492882799865,30520.9664724496
"Gahombo",256161.000799576,0.0679806504444815,0.130955719366535,0.000543312700730867,0.001118798886477,11,29.74184956,-3.01315344,1,"Gitega",139.175525166339,286.592642453399,0.759191283716892,2.80611923230288,11,29.74184956,-3.01315344,1,"Gitega",194475.199035234,718818.310909644,1.02198799396863,0.372892816184346,1427.3037290204,935.411951452615,0.176940452935796,45325.2435059638
"Gashoho",175175.077974295,0.284517651891383,0.246607174771304,0.00222931604683282,0.00304652133773521,12,30.20685363,-2.81184823,1,"Gitega",390.520612333287,533.67461288812,2.86380968522867,5.129681142458,12,30.20685363,-2.81184823,1,"Gitega",501668.084913474,898592.29411335,4.13835599072328,1.01534496040197,5300.15513499614,1709.80632207613,0.180304003793807,31584.7679236577
"Gihofi",293350.813541338,0.191063614942445,0.217680203093154,0.00159455845427731,0.00221956117482899,13,30.11562611,-3.91875872,1,"Gitega",467.765019801468,651.110076340853,2.03454563530716,4.64079321760352,13,30.11562611,-3.91875872,1,"Gitega",596835.617304333,1361380.46586111,2.89932574277605,0.7398744211829,3676.52809125755,1546.94094697011,0.184263499898366,54053.8476011598
"Gitega",313416.21747821,0.087479261855682,0.149282249667807,0.000616369608848479,0.00123301769971596,14,29.93208819,-3.40581734,1,"Gitega",193.180231373814,386.447743528659,1.01249265949265,3.23674432399568,14,29.93208819,-3.40581734,1,"Gitega",317331.61956264,1014448.16297079,1.11447033344523,0.410941396806017,1831.59282225314,1078.83407890365,0.184283477192505,57757.430365407
