"admin_name","pop_size","pfpr_u1","mortality_pp_u1","node_id.x","lon.x","lat.x","cluster_id.x","seasonality_archetype.x","deaths_u1","cases_pp_u1","node_id.y","lon.y","lat.y","cluster_id.y","seasonality_archetype.y","clinical_cases_u1","mortality_rate_u1","incidence_u1","frac_u1","pop_size_u1"
"Busoni",218791.205835172,0.180785379750138,0.00146429053586226,5,30.25180248,-2.47173859,1,"Gitega",320.373892034334,0.476207567660819,5,30.25180248,-2.47173859,1,"Gitega",104190.027956345,11.8863601899252,3830.54004443004,0.041490770829156,9077.81578074181
"Buye",194429.100944065,0.0512881163097831,0.00058088369330912,7,29.8634721,-2.84840217,1,"Gitega",112.94069424316,0.154366986910202,7,29.8634721,-2.84840217,1,"Gitega",30013.4344803949,4.79562923208316,1259.25596785936,0.0409454088431618,7960.97902916311
"Gashoho",175175.077974295,0.135345689067393,0.00106483028282862,12,30.20685363,-2.81184823,1,"Gitega",186.531727823893,0.425875646913524,12,30.20685363,-2.81184823,1,"Gitega",74602.7996554298,8.76943042615947,3464.40055441793,0.0410348344468423,7188.28032388788
"Gihofi",293350.813541338,0.078615833904342,0.00066738973778473,13,30.11562611,-3.91875872,1,"Gitega",195.779322528291,0.210653444047829,13,30.11562611,-3.91875872,1,"Gitega",61795.3591867154,5.41269925459769,1682.45286008504,0.0415192343458025,12179.7011729546
"Kinyinya",335969.532434028,0.198651333025389,0.00153851748670757,22,30.41267628,-3.52205978,1,"Gitega",516.895000650719,0.564969425733382,22,30.41267628,-3.52205978,1,"Gitega",189812.513803166,12.5348329659526,4620.2307198525,0.0408939700526373,13739.1279979557
"Kiremba",294281.031087941,0.202690340335421,0.00153534409559749,23,30.02654773,-2.83495738,1,"Gitega",451.822643527213,0.544062225102552,23,30.02654773,-2.83495738,1,"Gitega",160107.192579179,12.453011007142,4405.05160667773,0.0411728331298881,12116.3837862752
"Kirundo",256307.246344997,0.185694438286931,0.00147571895775127,24,30.06174634,-2.49096793,1,"Gitega",378.237462440336,0.54348155389195,24,30.06174634,-2.49096793,1,"Gitega",139298.260517346,12.1417450491295,4431.82578227051,0.0408904661689145,10480.5227855177
"Mukenke",165895.919547284,0.176497308966821,0.00130288703711551,29,30.2945314,-2.59545461,1,"Gitega",216.143643088514,0.586207756980374,29,30.2945314,-2.59545461,1,"Gitega",97249.47489001,10.7886317259007,4848.15827100738,0.040344355738555,6692.96399379032
"Murore",149893.801163942,0.174781560902564,0.00136635127006678,31,30.73189158,-3.13601584,1,"Gitega",204.807585595489,0.468958391429741,31,30.73189158,-3.13601584,1,"Gitega",70293.9558791317,11.1892436494096,3840.20464679126,0.0406490449241994,6093.03985737209
"Muyinga",326814.238908712,0.0989889574913677,0.000865138622779778,34,30.3660234,-2.92732926,1,"Gitega",282.739620554304,0.274645707245944,34,30.3660234,-2.92732926,1,"Gitega",89758.127783128,7.03284693876924,2225.27538711121,0.0411317332317328,13442.4360911249
"Vumbi",220988.71850429,0.209003513026363,0.00168017545189322,43,30.03599031,-2.63887858,1,"Gitega",371.299819976249,0.579820046646997,43,30.03599031,-2.63887858,1,"Gitega",128133.689071618,13.531890968881,4649.70910234469,0.0415522331207644,9182.57474834924
