"admin_name","pop_size","pfpr_u1","mortality_pp_u1","node_id.x","lon.x","lat.x","cluster_id.x","seasonality_archetype.x","deaths_u1","cases_pp_u1","node_id.y","lon.y","lat.y","cluster_id.y","seasonality_archetype.y","clinical_cases_u1","mortality_rate_u1","incidence_u1","frac_u1","pop_size_u1"
"Busoni",218791.205835172,0.2671590108,0.0016520268951881,5,30.25180248,-2.47173859,1,"Gitega",361.44895647034,0.664469661165202,5,30.25180248,-2.47173859,1,"Gitega",145380.118407223,13.4739671264299,5362.86929641981,0.0412521145358552,9025.59988255038
"Buye",194429.100944065,0.0730754752324444,0.000637830520172002,7,29.8634721,-2.84840217,1,"Gitega",124.012814591728,0.207529718029189,7,29.8634721,-2.84840217,1,"Gitega",40349.8164955905,5.2696896874551,1698.87947343773,0.0409328596198919,7958.5390949652
"Gashoho",175175.077974295,0.198074155677778,0.00130120537974987,12,30.20685363,-2.81184823,1,"Gitega",227.938753858256,0.594234675374889,12,30.20685363,-2.81184823,1,"Gitega",104095.105593826,10.6974610433046,4816.98114473612,0.0411053970186923,7200.64112791378
"Gihofi",293350.813541338,0.121160785488889,0.000741625637419668,13,30.11562611,-3.91875872,1,"Gitega",217.556484080173,0.311606221374348,13,30.11562611,-3.91875872,1,"Gitega",91409.9385447073,5.89546613358414,2462.62842873067,0.0420399293437275,12332.4474742028
"Kinyinya",335969.532434028,0.292868743166667,0.001896121558644,22,30.41267628,-3.52205978,1,"Gitega",637.039073495705,0.78989727883821,22,30.41267628,-3.52205978,1,"Gitega",265381.419442185,15.519672274503,6501.11794091323,0.0407162817560722,13679.4301440397
"Kiremba",294281.031087941,0.282469216344444,0.0018018208321591,23,30.02654773,-2.83495738,1,"Gitega",530.241692323512,0.720785051499599,23,30.02654773,-2.83495738,1,"Gitega",212113.368148077,14.6907912160133,5909.78276228463,0.0406913037469411,11974.6788229624
"Kirundo",256307.246344997,0.277780357622222,0.0018292573773308,24,30.06174634,-2.49096793,1,"Gitega",468.851921239928,0.771239132134258,24,30.06174634,-2.49096793,1,"Gitega",197674.178230837,14.7522911874136,6241.56877030372,0.041205600628815,10561.2940311632
"Mukenke",165895.919547284,0.257120841733333,0.0014842380676134,29,30.2945314,-2.59545461,1,"Gitega",246.229039053809,0.809758272046133,29,30.2945314,-2.59545461,1,"Gitega",134335.593152113,12.4482087003032,6754.04643407986,0.0400804363563383,6649.18084519113
"Murore",149893.801163942,0.2625038985,0.00153650047090686,31,30.73189158,-3.13601584,1,"Gitega",230.311896074416,0.663057376569977,31,30.73189158,-3.13601584,1,"Gitega",99388.1905638652,12.8022912981346,5476.14739438266,0.0403749498439301,6051.95470391019
"Muyinga",326814.238908712,0.142372069976667,0.00100717511997542,34,30.3660234,-2.92732926,1,"Gitega",329.159170282559,0.380433140089912,34,30.3660234,-2.92732926,1,"Gitega",124330.967134136,8.16802180527861,3073.85881250811,0.0412935744625901,13495.3281098116
"Vumbi",220988.71850429,0.308167941888889,0.00179055782568272,43,30.03599031,-2.63887858,1,"Gitega",395.693079305453,0.815203620326883,43,30.03599031,-2.63887858,1,"Gitega",180150.803376096,14.397537644245,6541.90388294632,0.0415291935328597,9177.48325934331
