"Run_Number","cases_U1_sum","deaths_1_U1_sum","deaths_2_U1_sum","incidence_U1","death_rate_1_U1","death_rate_2_U1","death_rate_mean_U1","average_PfPR_U1"
0,1299075.17858167,3946.67865997149,2733.77876921411,4092.75825727656,12.4340776736657,8.61281611390977,10.5234468937877,0.181689229086263
2,1704082.72593131,4628.47102918736,3443.70772411464,5261.89810630854,14.2918783067147,10.6335442971501,12.4627113019324,0.238987510836795
4,1753738.38315423,4822.73554339668,3477.37274853863,5255.76717568793,14.4532248421335,10.4213158159485,12.437270329041,0.243015113469261
6,1522582.50364981,4109.52901624033,2918.83407525539,4669.73057513313,12.6038446196069,8.95200666780779,10.7779256437074,0.205094380944476
8,1753086.30037062,4755.21222599249,3431.1470619126,5462.43321013881,14.8167430086175,10.6910947030384,12.753918855828,0.261670075145761
10,1325493.8196074,2848.06337463169,2297.05832563506,4132.85322884717,8.88018317376565,7.16216460425522,8.02117388901043,0.17423988787853
12,1703297.34249343,4439.93974362005,3136.87806418626,5085.62865415326,13.2565725428854,9.36594954375794,11.3112610433217,0.230632866406738
14,1696697.32745604,3815.26426595817,2945.22777479885,5126.61347297195,11.527916542508,8.89907949221204,10.21349801736,0.236185966341217
16,1504218.28226589,4680.18734377124,3195.41450930594,4771.0676758845,14.8445812793303,10.1351905213096,12.4898859003199,0.216446075893137
18,1781357.73338651,5979.38838487954,3827.24652687935,5451.72832503227,18.2995253638611,11.7130365823844,15.0062809731227,0.240398077357134
20,1348525.32059729,4002.57237217137,2939.12163363746,4030.78529849652,11.9638167911974,8.78512853293083,10.3744726620641,0.185210460932084
22,1690203.81242639,4643.71564482447,3235.35312745618,5119.43777650862,14.0652938543256,9.79952174954986,11.9324078019377,0.235138369309093
24,1623221.99706713,4520.65232422421,3499.62493772206,5250.94570221174,14.6238160497877,11.3209040779927,12.9723600638902,0.235952042106987
26,1472058.39109667,4244.45602963022,3083.43752429035,4613.57531455275,13.3025413125209,9.66379549348827,11.4831684030046,0.212616957709749
28,1818088.66900898,4275.56911097276,3186.97205587635,5699.08614302788,13.4024468054052,9.99006736660554,11.6962570860054,0.251807707877719
30,1327552.85982446,3683.53632821374,2674.12127992044,3952.79046064891,10.9677344686239,7.96219977808301,9.46496712335346,0.178653242595631
32,1671572.87195784,5010.35771901077,3563.74957836198,5186.1976590492,15.5450629220239,11.0568375634686,13.3009502427463,0.247567975716597
34,1580659.60047647,5046.94767132817,3543.06405212408,5109.06084013191,16.3129131041276,11.4520101591321,13.8824616316298,0.23838148548752
36,1508737.61974617,4275.51201479619,2924.4960951942,4495.49444346248,12.7394851523004,8.7139445413213,10.7267148468108,0.208775841603034
38,1749174.78206393,4662.18394436944,3294.44307307049,5527.70637214187,14.7333383499732,10.4110316215414,12.5721849857573,0.25381939532945
40,1407253.90714854,3237.0857959493,2522.02428261706,4271.9006709723,9.82659128780169,7.655929871924,8.74126057986284,0.194774891527825
42,1606070.0400749,4359.18656942503,3011.58633582436,5053.43048004199,13.7159935298306,9.47582720740064,11.5959103686156,0.243862526590852
44,1668796.60417301,4714.41763587983,3658.04451915533,5217.25971713017,14.7389688832648,11.4363657413575,13.0876673123111,0.236714318165288
46,1497789.33496844,4588.25911210999,3200.42970323509,4632.62133311552,14.1913595913475,9.89884129376303,12.0451004425553,0.20826457303995
48,1851902.06968925,4072.63521358837,3318.45318632474,5519.89482812505,12.1391505632361,9.89118856789374,11.0151695655649,0.253224045589274
